col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,David Wecht,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Blondell Reynolds Brown,Sherrie Cohen,William K Greenlee,W Wilson Goode Jr,Ed Neilson,Derek S Green,Isaiah Thomas,Allan Domb,Helen Gym,Jenne Ayers,Paul Steinke,Frank Rizzo,Wilson Alexander,Carla M Cain,Thomas Wyatt,Marnie Aument Loughrey,1
David Wecht,6,32,8,11,2,0,36,33,32,28,25,8,5,7,3,5,6,4,3,0,4,1,1
Kevin M Dougherty,,1,11,8,3,2,27,29,29,27,23,10,11,9,8,4,7,5,1,1,4,2,1
Anne E Lazarus,,,1,5,3,1,8,8,6,9,1,4,9,6,7,5,6,4,1,2,3,0,1
Christine Donohue,,,,0,3,1,8,7,5,3,1,9,2,6,6,7,5,5,4,3,3,2,1
Dwayne D Woodruff,,,,,0,0,4,3,3,3,1,4,1,3,4,3,2,2,1,1,0,1,1
John Henry Foradora,,,,,,0,1,0,0,1,0,1,1,4,1,3,1,0,1,2,1,1,1
Blondell Reynolds Brown,,,,,,,2,31,31,29,26,5,3,5,6,4,4,3,5,2,2,2,1
Sherrie Cohen,,,,,,,,0,30,26,25,6,8,3,6,6,4,1,3,0,2,0,1
William K Greenlee,,,,,,,,,0,26,28,3,7,4,3,1,3,4,2,1,0,1,1
W Wilson Goode Jr,,,,,,,,,,1,24,2,6,4,4,3,1,3,0,2,1,1,1
Ed Neilson,,,,,,,,,,,0,1,4,0,1,0,0,1,0,0,0,0,1
Derek S Green,,,,,,,,,,,,1,5,5,3,6,1,1,3,0,4,1,1
Isaiah Thomas,,,,,,,,,,,,,0,4,3,3,2,2,0,1,2,0,1
Allan Domb,,,,,,,,,,,,,,0,2,6,5,4,2,2,3,2,1
Helen Gym,,,,,,,,,,,,,,,0,3,3,2,1,2,2,1,1
Jenne Ayers,,,,,,,,,,,,,,,,0,2,0,3,3,1,2,1
Paul Steinke,,,,,,,,,,,,,,,,,0,4,1,0,2,0,1
Frank Rizzo,,,,,,,,,,,,,,,,,,0,1,1,1,0,1
Wilson Alexander,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Carla M Cain,,,,,,,,,,,,,,,,,,,,0,0,2,1
Thomas Wyatt,,,,,,,,,,,,,,,,,,,,,0,0,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,0,1
Total,51,51,20,19,8,4,45,40,37,36,28,19,16,14,13,13,11,7,7,5,5,3,1
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,2
