col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Superior Court - Democrat,,All
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Alice Beck Dubow,Robert Colville,All
Kevin M Dougherty,"28,565","58,552","34,799","35,530","9,033","8,250","94,516","8,231",All
Anne E Lazarus,,"2,365","28,165","29,578","5,800","7,030","68,632","5,019",All
David Wecht,,,"2,982","16,658","3,370","3,657","48,695","7,291",All
Christine Donohue,,,,"2,241","4,825","3,672","47,624","7,948",All
Dwayne D Woodruff,,,,,634,"1,441","10,593","2,071",All
John Henry Foradora,,,,,,517,"9,649","1,851",All
Alice Beck Dubow,,,,,,,"2,924",0,All
Robert Colville,,,,,,,,314,All
Total,"140,495","81,482","63,095","61,205","14,449","14,406","135,582","16,142",All
