col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Derek S Green,Blondell Reynolds Brown,Isaiah Thomas,William K Greenlee,Ed Neilson,Allan Domb,Wilson Alexander,Jenne Ayers,W Wilson Goode Jr,Thomas Wyatt,Helen Gym,Sherrie Cohen,Frank Rizzo,Paul Steinke,Carla M Cain,Marnie Aument Loughrey,Sharon Williams Losier,Christine Hope,Matthew Perks,Joffie C Pittman,Christian Dicicco,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,All
Derek S Green,57,510,462,468,414,143,183,179,122,153,81,101,60,85,70,89,739,484,519,209,154,101,112,71,All
Blondell Reynolds Brown,,21,421,439,375,92,80,67,160,88,97,108,65,52,49,75,486,465,380,121,117,80,78,57,All
Isaiah Thomas,,,43,381,356,95,44,57,164,76,82,72,57,56,26,19,474,386,348,93,104,55,87,49,All
William K Greenlee,,,,5,408,74,49,40,103,51,43,81,66,51,21,72,425,384,321,87,120,61,89,42,All
Ed Neilson,,,,,35,53,42,34,61,29,40,48,32,28,23,66,395,339,309,56,86,37,78,30,All
Allan Domb,,,,,,28,68,68,66,101,66,63,58,73,60,34,142,177,91,83,82,88,37,47,All
Wilson Alexander,,,,,,,29,128,44,93,37,47,33,41,45,29,209,101,152,130,56,77,27,51,All
Jenne Ayers,,,,,,,,15,45,76,56,57,29,38,62,33,216,116,145,136,57,52,31,32,All
W Wilson Goode Jr,,,,,,,,,11,37,78,62,67,26,27,14,142,120,77,75,71,53,41,50,All
Thomas Wyatt,,,,,,,,,,4,49,68,36,66,66,31,119,138,90,77,70,95,43,51,All
Helen Gym,,,,,,,,,,,20,76,48,49,41,34,124,114,69,61,68,46,48,34,All
Sherrie Cohen,,,,,,,,,,,,5,62,45,43,19,136,133,69,74,84,49,55,39,All
Frank Rizzo,,,,,,,,,,,,,9,30,16,17,67,82,56,46,74,42,35,36,All
Paul Steinke,,,,,,,,,,,,,,3,21,24,92,73,63,54,57,46,28,29,All
Carla M Cain,,,,,,,,,,,,,,,3,22,82,110,55,43,46,60,25,23,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,2,69,70,20,40,30,31,31,26,All
Sharon Williams Losier,,,,,,,,,,,,,,,,,38,495,514,181,144,93,81,59,All
Christine Hope,,,,,,,,,,,,,,,,,,23,379,115,114,79,65,51,All
Matthew Perks,,,,,,,,,,,,,,,,,,,15,118,59,49,34,34,All
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,10,38,41,53,37,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,8,55,66,32,All
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,6,25,48,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,5,14,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,3,All
Total,"1,146",795,748,638,596,398,388,375,325,307,277,269,213,201,193,156,"1,110",837,715,394,327,251,195,154,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Derek S Green,Blondell Reynolds Brown,Ed Neilson,William K Greenlee,Isaiah Thomas,Allan Domb,Frank Rizzo,Wilson Alexander,Helen Gym,Thomas Wyatt,Marnie Aument Loughrey,Sherrie Cohen,W Wilson Goode Jr,Jenne Ayers,Carla M Cain,Paul Steinke,Sharon Williams Losier,Christine Hope,Matthew Perks,Joffie C Pittman,Gary S Silver,Daniel R Sulman,Christian Dicicco,Franklin A Bennett Iii,1
Derek S Green,4,28,18,21,20,12,3,7,7,10,9,6,5,11,6,7,28,26,20,11,5,4,4,4,1
Blondell Reynolds Brown,,2,18,22,15,5,6,5,7,5,8,7,9,5,3,2,26,24,15,8,6,6,5,2,1
Ed Neilson,,,2,19,12,4,5,7,6,6,8,4,1,4,4,4,23,18,19,2,4,5,4,4,1
William K Greenlee,,,,0,11,9,9,4,3,5,6,7,3,2,0,4,20,19,17,5,6,3,5,2,1
Isaiah Thomas,,,,,3,5,5,2,6,5,2,3,6,4,2,2,17,12,13,2,1,5,1,1,1
Allan Domb,,,,,,1,6,3,3,5,4,6,2,2,4,7,10,12,5,5,6,2,5,1,1
Frank Rizzo,,,,,,,0,1,6,6,2,6,5,0,0,3,6,6,3,3,3,4,6,5,1
Wilson Alexander,,,,,,,,1,4,4,4,2,0,9,5,3,8,5,6,8,5,4,3,4,1
Helen Gym,,,,,,,,,0,4,1,3,4,0,2,3,12,8,5,2,4,2,3,3,1
Thomas Wyatt,,,,,,,,,,0,3,2,1,1,5,3,6,8,6,2,4,3,2,5,1
Marnie Aument Loughrey,,,,,,,,,,,1,1,0,3,2,2,9,9,4,5,2,3,3,2,1
Sherrie Cohen,,,,,,,,,,,,0,4,0,0,2,10,8,5,6,2,7,2,1,1
W Wilson Goode Jr,,,,,,,,,,,,,0,2,0,2,8,6,3,3,1,3,3,0,1
Jenne Ayers,,,,,,,,,,,,,,0,4,1,8,6,5,4,1,1,1,2,1
Carla M Cain,,,,,,,,,,,,,,,0,1,5,6,1,2,2,1,1,2,1
Paul Steinke,,,,,,,,,,,,,,,,0,8,6,5,4,3,1,3,3,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,0,30,24,8,7,6,4,3,1
Christine Hope,,,,,,,,,,,,,,,,,,0,20,7,4,5,6,2,1
