col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 9th District - Democrat,City Commissioners - Democrat,,,,,,1
,Cherelle Parker,Anthony Clark,Omar Sabir,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Will Mega,1
Cherelle Parker,40,65,54,40,22,24,16,1
Anthony Clark,,3,13,6,7,12,8,1
Omar Sabir,,,1,26,4,2,4,1
Lisa M Deeley,,,,1,1,4,0,1
Tracey L Gordon,,,,,3,5,0,1
Carol A Jenkins,,,,,,0,1,1
Will Mega,,,,,,,0,1
Total,178,74,58,46,27,26,18,1
,District Council 9th District - Democrat,City Commissioners - Democrat,,,,,,2
,Cherelle Parker,Anthony Clark,Omar Sabir,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Will Mega,2
Cherelle Parker,29,118,84,72,43,24,12,2
Anthony Clark,,0,21,13,27,16,2,2
Omar Sabir,,,1,48,7,1,4,2
Lisa M Deeley,,,,3,2,3,2,2
Tracey L Gordon,,,,,0,6,3,2
Carol A Jenkins,,,,,,0,0,2
Will Mega,,,,,,,8,2
Total,241,123,90,80,49,28,23,2
,District Council 9th District - Democrat,City Commissioners - Democrat,,,,,,3
,Cherelle Parker,Anthony Clark,Omar Sabir,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Will Mega,3
Cherelle Parker,36,95,87,59,38,34,15,3
Anthony Clark,,4,20,5,15,15,7,3
Omar Sabir,,,0,41,6,7,3,3
Lisa M Deeley,,,,1,3,2,0,3
Tracey L Gordon,,,,,2,11,5,3
Carol A Jenkins,,,,,,1,0,3
Will Mega,,,,,,,0,3
Total,239,104,94,64,45,41,18,3
,District Council 9th District - Democrat,City Commissioners - Democrat,,,,,,4
,Cherelle Parker,Omar Sabir,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Will Mega,4
Cherelle Parker,32,76,69,65,27,23,18,4
Omar Sabir,,2,10,48,3,5,4,4
Anthony Clark,,,1,7,11,8,9,4
Lisa M Deeley,,,,1,2,1,2,4
Tracey L Gordon,,,,,3,6,2,4
Carol A Jenkins,,,,,,1,0,4
Will Mega,,,,,,,1,4
Total,200,80,73,70,33,26,21,4
,District Council 9th District - Democrat,City Commissioners - Democrat,,,,,,5
,Cherelle Parker,Anthony Clark,Omar Sabir,Lisa M Deeley,Tracey L Gordon,Will Mega,Carol A Jenkins,5
Cherelle Parker,48,80,72,70,29,25,21,5
Anthony Clark,,6,11,10,14,11,12,5
Omar Sabir,,,2,52,5,6,2,5
Lisa M Deeley,,,,0,2,3,2,5
Tracey L Gordon,,,,,0,7,3,5
Will Mega,,,,,,1,0,5
Carol A Jenkins,,,,,,,1,5
Total,223,93,82,77,37,31,23,5
,District Council 9th District - Democrat,City Commissioners - Democrat,,,,,,6
,Cherelle Parker,Anthony Clark,Omar Sabir,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Will Mega,6
Cherelle Parker,32,74,61,49,29,29,15,6
Anthony Clark,,2,10,5,15,10,7,6
Omar Sabir,,,3,31,4,9,1,6
