col_1,col_2,division
,Register Of Wills - Democrat,All
,Ronald R Donatucci,All
Ronald R Donatucci,"2,966",All
Total,"2,966",All
,Register Of Wills - Democrat,1
,Ronald R Donatucci,1
Ronald R Donatucci,100,1
Total,100,1
,Register Of Wills - Democrat,2
,Ronald R Donatucci,2
Ronald R Donatucci,103,2
Total,103,2
,Register Of Wills - Democrat,3
,Ronald R Donatucci,3
Ronald R Donatucci,90,3
Total,90,3
,Register Of Wills - Democrat,4
,Ronald R Donatucci,4
Ronald R Donatucci,107,4
Total,107,4
,Register Of Wills - Democrat,5
,Ronald R Donatucci,5
Ronald R Donatucci,106,5
Total,106,5
,Register Of Wills - Democrat,6
,Ronald R Donatucci,6
Ronald R Donatucci,113,6
Total,113,6
,Register Of Wills - Democrat,7
,Ronald R Donatucci,7
Ronald R Donatucci,102,7
Total,102,7
,Register Of Wills - Democrat,8
,Ronald R Donatucci,8
Ronald R Donatucci,83,8
Total,83,8
,Register Of Wills - Democrat,9
,Ronald R Donatucci,9
Ronald R Donatucci,93,9
Total,93,9
,Register Of Wills - Democrat,10
,Ronald R Donatucci,10
Ronald R Donatucci,76,10
Total,76,10
,Register Of Wills - Democrat,11
,Ronald R Donatucci,11
Ronald R Donatucci,58,11
Total,58,11
,Register Of Wills - Democrat,12
,Ronald R Donatucci,12
Ronald R Donatucci,107,12
Total,107,12
,Register Of Wills - Democrat,13
,Ronald R Donatucci,13
Ronald R Donatucci,124,13
Total,124,13
,Register Of Wills - Democrat,14
,Ronald R Donatucci,14
Ronald R Donatucci,132,14
Total,132,14
,Register Of Wills - Democrat,15
,Ronald R Donatucci,15
Ronald R Donatucci,100,15
Total,100,15
,Register Of Wills - Democrat,16
,Ronald R Donatucci,16
Ronald R Donatucci,84,16
Total,84,16
,Register Of Wills - Democrat,17
,Ronald R Donatucci,17
Ronald R Donatucci,88,17
Total,88,17
,Register Of Wills - Democrat,18
,Ronald R Donatucci,18
Ronald R Donatucci,91,18
Total,91,18
,Register Of Wills - Democrat,19
,Ronald R Donatucci,19
Ronald R Donatucci,95,19
Total,95,19
,Register Of Wills - Democrat,20
,Ronald R Donatucci,20
Ronald R Donatucci,82,20
Total,82,20
,Register Of Wills - Democrat,21
,Ronald R Donatucci,21
Ronald R Donatucci,141,21
Total,141,21
,Register Of Wills - Democrat,22
,Ronald R Donatucci,22
Ronald R Donatucci,92,22
Total,92,22
,Register Of Wills - Democrat,23
,Ronald R Donatucci,23
Ronald R Donatucci,117,23
Total,117,23
,Register Of Wills - Democrat,24
,Ronald R Donatucci,24
Ronald R Donatucci,106,24
Total,106,24
,Register Of Wills - Democrat,25
,Ronald R Donatucci,25
Ronald R Donatucci,94,25
Total,94,25
,Register Of Wills - Democrat,26
,Ronald R Donatucci,26
Ronald R Donatucci,123,26
Total,123,26
,Register Of Wills - Democrat,27
,Ronald R Donatucci,27
Ronald R Donatucci,121,27
Total,121,27
,Register Of Wills - Democrat,28
,Ronald R Donatucci,28
Ronald R Donatucci,102,28
Total,102,28
,Register Of Wills - Democrat,29
,Ronald R Donatucci,29
Ronald R Donatucci,136,29
Total,136,29
