col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Justice Of The Supreme Court - Democrat,,,,,,Judge Of The Commonwealth Court - Democrat,,All
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Todd Eagen,Michael Wojcik,All
Kevin M Dougherty,"36,911","58,552","34,799","35,530","9,033","8,250","47,937","35,275",All
Anne E Lazarus,,"4,742","28,165","29,578","5,800","7,030","35,136","26,082",All
David Wecht,,,"4,694","16,658","3,370","3,657","32,629","17,053",All
Christine Donohue,,,,"3,617","4,825","3,672","26,063","23,765",All
Dwayne D Woodruff,,,,,781,"1,441","6,045","5,639",All
John Henry Foradora,,,,,,585,"5,921","4,828",All
Todd Eagen,,,,,,,916,0,All
Michael Wojcik,,,,,,,,735,All
Total,"140,495","81,482","63,095","61,205","14,449","14,406","70,508","52,334",All
