col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,All
,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Nelson Diaz,Doug Oliver,T Milton Street Sr,Anthony Clark,Lisa M Deeley,Omar Sabir,Tracey L Gordon,Carol A Jenkins,Will Mega,All
Jim Kenney,621,0,0,0,0,0,502,373,293,270,244,85,All
Anthony Hardy Williams,,230,0,0,0,0,390,65,146,123,71,85,All
Lynne M Abraham,,,113,0,0,0,105,76,32,58,73,19,All
Nelson Diaz,,,,76,0,0,46,34,27,25,22,23,All
Doug Oliver,,,,,33,0,58,20,51,42,33,18,All
T Milton Street Sr,,,,,,23,25,5,10,7,3,11,All
Anthony Clark,,,,,,,10,87,153,181,144,94,All
Lisa M Deeley,,,,,,,,1,204,64,89,17,All
Omar Sabir,,,,,,,,,2,40,31,20,All
Tracey L Gordon,,,,,,,,,,2,102,26,All
Carol A Jenkins,,,,,,,,,,,0,11,All
Will Mega,,,,,,,,,,,,5,All
Total,"1,732",823,338,192,169,63,"1,142",581,567,531,449,248,All
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,1
,Jim Kenney,Lynne M Abraham,Anthony Hardy Williams,Nelson Diaz,Doug Oliver,T Milton Street Sr,Anthony Clark,Tracey L Gordon,Omar Sabir,Carol A Jenkins,Lisa M Deeley,Will Mega,1
Jim Kenney,15,0,0,0,0,0,18,12,19,13,14,1,1
Lynne M Abraham,,5,0,0,0,0,6,4,0,3,3,3,1
Anthony Hardy Williams,,,5,0,0,0,3,3,3,1,1,2,1
Nelson Diaz,,,,1,0,0,3,4,2,2,2,4,1
Doug Oliver,,,,,0,0,3,3,1,3,1,2,1
T Milton Street Sr,,,,,,0,0,0,0,0,1,0,1
Anthony Clark,,,,,,,0,8,3,3,3,5,1
Tracey L Gordon,,,,,,,,0,6,5,3,2,1
Omar Sabir,,,,,,,,,0,3,2,1,1
Carol A Jenkins,,,,,,,,,,0,9,1,1
Lisa M Deeley,,,,,,,,,,,0,1,1
Will Mega,,,,,,,,,,,,0,1
Total,62,18,13,10,7,1,33,26,25,22,22,12,1
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,2
,Jim Kenney,Lynne M Abraham,Anthony Hardy Williams,Nelson Diaz,Doug Oliver,T Milton Street Sr,Anthony Clark,Carol A Jenkins,Tracey L Gordon,Lisa M Deeley,Omar Sabir,Will Mega,2
Jim Kenney,15,0,0,0,0,0,22,11,11,9,6,5,2
Lynne M Abraham,,8,0,0,0,0,7,8,3,5,1,1,2
Anthony Hardy Williams,,,7,0,0,0,8,0,2,3,2,3,2
Nelson Diaz,,,,1,0,0,4,2,4,3,2,0,2
Doug Oliver,,,,,1,0,1,0,1,0,1,0,2
T Milton Street Sr,,,,,,1,0,0,0,0,0,0,2
Anthony Clark,,,,,,,0,5,11,4,2,4,2
Carol A Jenkins,,,,,,,,0,4,7,1,1,2
Tracey L Gordon,,,,,,,,,0,2,2,1,2
Lisa M Deeley,,,,,,,,,,0,5,0,2
Omar Sabir,,,,,,,,,,,0,1,2
Will Mega,,,,,,,,,,,,0,2
Total,54,22,19,9,3,1,42,21,21,20,12,9,2
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,3
,Jim Kenney,Lynne M Abraham,Nelson Diaz,Anthony Hardy Williams,Doug Oliver,T Milton Street Sr,Anthony Clark,Tracey L Gordon,Lisa M Deeley,Carol A Jenkins,Omar Sabir,Will Mega,3
Jim Kenney,25,0,0,0,0,0,12,12,12,5,8,1,3
Lynne M Abraham,,2,0,0,0,0,3,5,7,6,2,0,3
Nelson Diaz,,,6,0,0,0,3,2,1,1,0,3,3
Anthony Hardy Williams,,,,4,0,0,5,3,0,0,0,0,3
Doug Oliver,,,,,2,0,0,1,0,0,1,0,3
T Milton Street Sr,,,,,,0,1,0,0,0,1,0,3
Anthony Clark,,,,,,,1,8,3,2,4,2,3
Tracey L Gordon,,,,,,,,0,5,6,2,1,3
Lisa M Deeley,,,,,,,,,0,4,4,0,3
Carol A Jenkins,,,,,,,,,,0,0,0,3
Omar Sabir,,,,,,,,,,,0,0,3
Will Mega,,,,,,,,,,,,0,3
Total,54,15,12,9,3,1,26,24,20,12,12,4,3
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,4
,Jim Kenney,Anthony Hardy Williams,Nelson Diaz,Lynne M Abraham,Doug Oliver,T Milton Street Sr,Anthony Clark,Carol A Jenkins,Lisa M Deeley,Tracey L Gordon,Omar Sabir,Will Mega,4
Jim Kenney,18,0,0,0,0,0,15,9,9,10,1,2,4
Anthony Hardy Williams,,4,0,0,0,0,7,2,0,1,5,4,4
Nelson Diaz,,,3,0,0,0,5,3,1,2,1,1,4
Lynne M Abraham,,,,2,0,0,2,2,5,1,1,0,4
Doug Oliver,,,,,1,0,3,0,1,0,3,1,4
T Milton Street Sr,,,,,,0,0,0,0,0,0,0,4
Anthony Clark,,,,,,,0,7,3,6,3,3,4
Carol A Jenkins,,,,,,,,0,2,3,1,0,4
Lisa M Deeley,,,,,,,,,0,4,3,0,4
Tracey L Gordon,,,,,,,,,,0,0,1,4
Omar Sabir,,,,,,,,,,,0,1,4
Will Mega,,,,,,,,,,,,0,4
Total,46,17,11,9,6,0,33,16,16,15,11,8,4
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,5
,Jim Kenney,Lynne M Abraham,Anthony Hardy Williams,T Milton Street Sr,Nelson Diaz,Doug Oliver,Anthony Clark,Tracey L Gordon,Omar Sabir,Carol A Jenkins,Lisa M Deeley,Will Mega,5
Jim Kenney,30,0,0,0,0,0,29,18,10,15,17,4,5
Lynne M Abraham,,12,0,0,0,0,9,4,2,4,0,2,5
Anthony Hardy Williams,,,6,0,0,0,8,2,9,2,3,2,5
T Milton Street Sr,,,,10,0,0,0,0,0,0,0,0,5
Nelson Diaz,,,,,1,0,1,1,3,0,2,0,5
Doug Oliver,,,,,,0,0,2,1,2,0,0,5
Anthony Clark,,,,,,,0,9,6,12,2,2,5
Tracey L Gordon,,,,,,,,0,2,6,5,0,5
Omar Sabir,,,,,,,,,0,0,10,1,5
Carol A Jenkins,,,,,,,,,,0,2,1,5
Lisa M Deeley,,,,,,,,,,,0,2,5
Will Mega,,,,,,,,,,,,0,5
Total,84,26,22,10,6,3,47,27,25,23,22,8,5
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,6
,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Doug Oliver,Nelson Diaz,T Milton Street Sr,Anthony Clark,Tracey L Gordon,Lisa M Deeley,Omar Sabir,Carol A Jenkins,Will Mega,6
Jim Kenney,28,0,0,0,0,0,14,9,13,12,6,5,6
Anthony Hardy Williams,,6,0,0,0,0,16,10,2,3,5,5,6
Lynne M Abraham,,,8,0,0,0,2,3,4,2,2,0,6
Doug Oliver,,,,2,0,0,1,2,1,1,2,1,6
Nelson Diaz,,,,,2,0,2,0,2,1,0,0,6
T Milton Street Sr,,,,,,0,2,0,0,0,1,1,6
Anthony Clark,,,,,,,0,6,2,1,6,5,6
Tracey L Gordon,,,,,,,,0,2,2,5,2,6
Lisa M Deeley,,,,,,,,,0,9,1,1,6
Omar Sabir,,,,,,,,,,0,0,1,6
Carol A Jenkins,,,,,,,,,,,0,0,6
Will Mega,,,,,,,,,,,,1,6
Total,66,34,16,8,6,3,37,24,22,19,16,13,6
,Mayor - Democrat,,,,,,City Commissioners - Democrat,,,,,,7
,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Nelson Diaz,Doug Oliver,T Milton Street Sr,Lisa M Deeley,Anthony Clark,Omar Sabir,Tracey L Gordon,Carol A Jenkins,Will Mega,7
Jim Kenney,30,0,0,0,0,0,33,31,20,22,17,5,7
Anthony Hardy Williams,,7,0,0,0,0,4,6,6,2,1,3,7
Lynne M Abraham,,,5,0,0,0,7,1,3,2,2,1,7
Nelson Diaz,,,,3,0,0,2,0,2,3,1,1,7
Doug Oliver,,,,,1,0,0,2,1,2,1,1,7
T Milton Street Sr,,,,,,1,0,2,2,1,0,0,7
Lisa M Deeley,,,,,,,0,7,19,6,8,2,7
