col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 9th District - Republican,Justice Of The Supreme Court - Republican,,,,,,1
,Kevin Strickland,Anne Covey,Correale Stevens,Mike George,Cheryl Allen,Judy Olson,Rebecca Warren,1
Kevin Strickland,2,14,7,7,4,4,4,1
Anne Covey,,3,5,6,3,3,3,1
Correale Stevens,,,1,3,1,1,2,1
Mike George,,,,0,3,2,0,1
Cheryl Allen,,,,,1,0,1,1
Judy Olson,,,,,,0,2,1
Rebecca Warren,,,,,,,0,1
Total,18,17,8,7,5,4,4,1
,District Council 9th District - Republican,Justice Of The Supreme Court - Republican,,,,,,2
,Kevin Strickland,Anne Covey,Judy Olson,Mike George,Cheryl Allen,Correale Stevens,Rebecca Warren,2
Kevin Strickland,1,13,11,10,5,3,4,2
Anne Covey,,1,12,13,1,1,1,2
Judy Olson,,,0,11,2,0,3,2
Mike George,,,,0,2,2,0,2
Cheryl Allen,,,,,1,1,2,2
Correale Stevens,,,,,,2,1,2
Rebecca Warren,,,,,,,0,2
Total,20,18,14,14,6,6,4,2
,District Council 9th District - Republican,Justice Of The Supreme Court - Republican,,,,,,3
,Kevin Strickland,Anne Covey,Correale Stevens,Rebecca Warren,Judy Olson,Mike George,Cheryl Allen,3
Kevin Strickland,3,10,7,6,4,2,2,3
Anne Covey,,0,7,5,2,2,2,3
Correale Stevens,,,0,4,0,0,1,3
Rebecca Warren,,,,0,1,0,0,3
Judy Olson,,,,,0,1,0,3
Mike George,,,,,,1,1,3
Cheryl Allen,,,,,,,0,3
Total,16,10,7,6,4,3,2,3
,District Council 9th District - Republican,Justice Of The Supreme Court - Republican,,,,,,4
,Kevin Strickland,Anne Covey,Correale Stevens,Mike George,Rebecca Warren,Cheryl Allen,Judy Olson,4
Kevin Strickland,0,8,5,5,5,3,4,4
Anne Covey,,1,2,3,2,1,4,4
Correale Stevens,,,0,0,3,3,0,4
Mike George,,,,0,1,0,4,4
Rebecca Warren,,,,,0,4,1,4
Cheryl Allen,,,,,,1,0,4
Judy Olson,,,,,,,0,4
Total,13,9,6,6,6,5,5,4
