col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Helen Gym,Sherrie Cohen,Paul Steinke,W Wilson Goode Jr,Blondell Reynolds Brown,Derek S Green,William K Greenlee,Isaiah Thomas,Allan Domb,Thomas Wyatt,Frank Rizzo,Jenne Ayers,Ed Neilson,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,Mia Roberts Perez,Abbe Fletman,Kai Scott,Rainy Papademetriou,Chris Mallios,Stella Tsai,Anthony Kyriakakis,Jennifer Schultz,Betsy Wahl,Ken Powell,Jodi Lobel,Stephanie M Sawyer,Joshua Hill,Daine Grey Jr,Chris Mccabe,Deborah Watson Stokes,Michael Fanning,Vincent N Melchiorre,Lucretia Clemons,Brian T Ortelere,James F Berardinelli,Lynne M Summers,Wayne M D Bennett,Frances Fattah,Leon Goodman,Tracy B Roman,Lyris Younge,Leon A King Ii,Sherman Toppin,Shanese Johnson,Marissa Brumbach,Rania Major,Thomas Martin,Tangie M Boston,Jon Marshall,Franklin A Bennett Iii,Sandjai Weaver,Vince Giusini,Edward William Louden Jr,Scott Diclaudio,Starr Marshall Cash,Vincent Furlong,William J Ciancaglini,1
Helen Gym,2,187,119,109,107,97,96,67,46,31,10,15,13,12,8,3,208,182,159,162,140,137,125,110,93,99,93,89,87,91,58,51,46,37,35,33,24,23,21,17,21,23,15,17,14,16,12,9,8,10,6,5,7,4,4,4,3,4,3,1
Sherrie Cohen,,0,74,72,93,59,73,39,33,11,7,8,11,10,7,1,140,128,110,115,97,98,87,73,71,61,59,72,48,73,40,45,35,30,22,22,15,15,13,13,13,14,10,6,4,11,8,8,5,4,5,3,3,2,2,3,2,0,1,1
Paul Steinke,,,0,43,30,63,28,56,37,36,8,2,3,4,2,0,96,96,78,77,76,68,61,57,40,56,52,40,51,35,34,15,35,10,17,20,17,7,13,3,13,6,6,9,7,1,4,3,2,1,4,3,4,1,2,1,1,0,2,1
W Wilson Goode Jr,,,,0,76,46,58,35,14,16,12,3,8,4,4,2,93,82,77,64,72,63,53,49,42,44,31,55,35,47,26,38,18,24,16,12,14,15,17,14,16,14,13,13,8,9,6,4,7,8,6,3,3,5,4,4,3,3,3,1
Blondell Reynolds Brown,,,,,0,37,73,20,16,2,8,2,14,2,4,1,85,72,69,61,55,63,60,37,40,39,34,52,34,52,23,35,14,25,13,13,7,11,10,17,10,9,10,9,6,10,4,4,7,5,6,1,3,6,4,3,3,3,1,1
Derek S Green,,,,,,1,31,44,16,10,6,5,3,5,1,1,77,72,62,59,57,56,52,61,25,53,40,28,47,35,31,14,29,6,14,9,9,13,8,8,9,12,7,8,10,7,4,5,4,4,4,3,1,6,5,3,2,5,1,1
William K Greenlee,,,,,,,1,16,9,5,6,3,7,3,1,0,74,66,54,61,55,58,49,29,41,36,28,41,32,41,22,33,6,24,10,13,10,9,6,5,10,3,5,5,6,7,4,5,3,4,3,2,2,2,1,2,3,3,2,1
Isaiah Thomas,,,,,,,,0,16,26,4,3,5,3,1,3,60,49,52,44,46,41,30,33,20,36,34,26,28,33,18,18,21,4,14,8,11,9,14,14,8,10,11,9,9,5,4,5,6,2,2,4,1,2,1,2,2,2,0,1
