col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Helen Gym,Paul Steinke,Sherrie Cohen,William K Greenlee,W Wilson Goode Jr,Allan Domb,Derek S Green,Thomas Wyatt,Isaiah Thomas,Jenne Ayers,Blondell Reynolds Brown,Carla M Cain,Marnie Aument Loughrey,Frank Rizzo,Ed Neilson,Wilson Alexander,Daniel R Sulman,Matthew Perks,Joffie C Pittman,Christine Hope,Sharon Williams Losier,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,1
Helen Gym,1,37,28,23,15,5,7,8,6,7,6,4,1,1,1,0,26,25,12,7,2,1,1,1,1
Paul Steinke,,1,26,21,15,8,9,7,4,5,5,3,1,1,0,0,27,26,11,6,1,1,1,0,1
Sherrie Cohen,,,0,21,17,4,4,3,5,3,5,2,0,0,0,0,23,22,9,3,1,3,1,0,1
William K Greenlee,,,,0,14,2,2,0,1,1,4,0,0,0,0,0,18,17,6,2,0,0,0,0,1
W Wilson Goode Jr,,,,,0,2,2,0,3,0,0,0,0,0,0,0,14,15,1,1,0,1,0,0,1
Allan Domb,,,,,,1,8,4,2,3,3,2,1,1,1,1,3,4,1,1,3,1,2,2,1
Derek S Green,,,,,,,0,5,4,3,3,1,2,0,0,1,5,5,5,1,3,1,2,1,1
Thomas Wyatt,,,,,,,,0,3,3,1,1,0,0,0,1,4,4,3,1,1,0,2,0,1
Isaiah Thomas,,,,,,,,,0,2,2,1,1,0,0,0,3,4,2,0,1,2,1,1,1
Jenne Ayers,,,,,,,,,,0,1,3,1,0,1,1,0,3,4,3,3,1,1,1,1
Blondell Reynolds Brown,,,,,,,,,,,0,0,1,1,0,0,3,1,4,0,1,1,1,1,1
