col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Justice Of The Supreme Court - Democrat,,,,,,Register Of Wills - Democrat,All
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Ronald R Donatucci,All
Kevin M Dougherty,"29,721","58,552","34,799","35,530","9,033","8,250","92,669",All
Anne E Lazarus,,"4,360","28,165","29,578","5,800","7,030","62,004",All
David Wecht,,,"5,200","16,658","3,370","3,657","46,758",All
Christine Donohue,,,,"4,237","4,825","3,672","47,765",All
Dwayne D Woodruff,,,,,728,"1,441","11,458",All
John Henry Foradora,,,,,,560,"10,232",All
Ronald R Donatucci,,,,,,,"5,239",All
Total,"140,495","81,482","63,095","61,205","14,449","14,406","133,022",All
