col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Judge Of The Municipal Court - Republican,Council At Large - Republican,,,,,,,1
,Christine Hope,Terry Tracy,David Oh,James Williams,Daniel Tinney,Al Taubenberger,Dennis M O Brien,Matt Wolfe,1
Christine Hope,0,6,6,5,5,3,4,3,1
Terry Tracy,,0,6,6,3,3,3,3,1
David Oh,,,0,4,4,2,2,2,1
James Williams,,,,0,3,3,2,3,1
Daniel Tinney,,,,,0,1,3,3,1
Al Taubenberger,,,,,,0,1,1,1
Dennis M O Brien,,,,,,,0,2,1
Matt Wolfe,,,,,,,,0,1
Total,8,8,7,7,6,4,4,4,1
,Judge Of The Municipal Court - Republican,Council At Large - Republican,,,,,,,2
,Christine Hope,Matt Wolfe,Terry Tracy,David Oh,Dennis M O Brien,Al Taubenberger,Daniel Tinney,James Williams,2
Christine Hope,0,9,8,4,4,3,4,1,2
Matt Wolfe,,0,8,4,5,4,4,1,2
Terry Tracy,,,0,4,3,3,3,0,2
David Oh,,,,0,2,3,2,0,2
Dennis M O Brien,,,,,0,2,1,1,2
Al Taubenberger,,,,,,0,3,1,2
Daniel Tinney,,,,,,,0,1,2
James Williams,,,,,,,,0,2
Total,10,10,9,5,5,4,4,1,2
,Judge Of The Municipal Court - Republican,Council At Large - Republican,,,,,,,3
,Christine Hope,Terry Tracy,David Oh,Matt Wolfe,Al Taubenberger,Dennis M O Brien,Daniel Tinney,James Williams,3
Christine Hope,1,12,8,8,5,5,3,3,3
Terry Tracy,,0,8,8,4,4,3,3,3
David Oh,,,0,6,3,4,4,2,3
Matt Wolfe,,,,0,5,3,3,0,3
Al Taubenberger,,,,,0,2,2,0,3
Dennis M O Brien,,,,,,0,3,2,3
Daniel Tinney,,,,,,,0,1,3
James Williams,,,,,,,,0,3
Total,15,13,9,9,6,5,4,3,3
,Council At Large - Republican,,,,,,,Judge Of The Municipal Court - Republican,4
,Terry Tracy,Matt Wolfe,David Oh,Al Taubenberger,Daniel Tinney,Dennis M O Brien,James Williams,Christine Hope,4
Terry Tracy,0,6,3,1,2,1,1,6,4
Matt Wolfe,,0,2,1,2,1,0,4,4
David Oh,,,0,1,2,1,1,3,4
Al Taubenberger,,,,1,1,0,0,1,4
Daniel Tinney,,,,,0,1,0,2,4
Dennis M O Brien,,,,,,0,0,1,4
James Williams,,,,,,,0,1,4
Christine Hope,,,,,,,,1,4
Total,8,6,3,2,2,1,1,7,4
,Judge Of The Municipal Court - Republican,Council At Large - Republican,,,,,,,5
,Christine Hope,Matt Wolfe,Terry Tracy,Al Taubenberger,David Oh,Daniel Tinney,Dennis M O Brien,James Williams,5
Christine Hope,1,7,7,6,5,6,5,4,5
Matt Wolfe,,0,6,4,3,5,3,2,5
Terry Tracy,,,0,4,3,5,4,3,5
Al Taubenberger,,,,0,4,3,4,2,5
David Oh,,,,,1,1,3,1,5
Daniel Tinney,,,,,,0,3,3,5
Dennis M O Brien,,,,,,,0,3,5
James Williams,,,,,,,,0,5
Total,13,8,8,7,7,6,6,4,5
,Judge Of The Municipal Court - Republican,Council At Large - Republican,,,,,,,6
,Christine Hope,Terry Tracy,David Oh,Daniel Tinney,James Williams,Matt Wolfe,Al Taubenberger,Dennis M O Brien,6
Christine Hope,1,11,8,6,6,6,5,5,6
Terry Tracy,,1,7,5,5,5,4,5,6
David Oh,,,0,5,5,5,4,4,6
Daniel Tinney,,,,0,3,3,2,3,6
James Williams,,,,,0,3,3,3,6
Matt Wolfe,,,,,,0,5,3,6
Al Taubenberger,,,,,,,0,2,6
Dennis M O Brien,,,,,,,,0,6
Total,13,12,8,6,6,6,5,5,6
,Judge Of The Municipal Court - Republican,Council At Large - Republican,,,,,,,7
,Christine Hope,David Oh,Matt Wolfe,Al Taubenberger,Terry Tracy,Dennis M O Brien,Daniel Tinney,James Williams,7
Christine Hope,0,11,11,10,10,8,5,4,7
David Oh,,1,11,8,8,6,3,3,7
Matt Wolfe,,,0,9,9,6,5,3,7
Al Taubenberger,,,,0,8,6,4,4,7
Terry Tracy,,,,,0,5,4,4,7
Dennis M O Brien,,,,,,1,3,1,7
Daniel Tinney,,,,,,,1,1,7
James Williams,,,,,,,,0,7
Total,15,14,13,11,11,9,6,4,7
,Judge Of The Municipal Court - Republican,Council At Large - Republican,,,,,,,8
,Christine Hope,Matt Wolfe,Terry Tracy,David Oh,Al Taubenberger,Daniel Tinney,James Williams,Dennis M O Brien,8
Christine Hope,2,10,10,10,4,3,4,3,8
Matt Wolfe,,0,9,7,6,4,2,3,8
Terry Tracy,,,0,8,6,5,4,3,8
David Oh,,,,1,4,3,4,3,8
Al Taubenberger,,,,,1,4,1,2,8
Daniel Tinney,,,,,,0,1,2,8
James Williams,,,,,,,0,1,8
Dennis M O Brien,,,,,,,,0,8
Total,15,13,12,11,7,5,5,4,8
,Council At Large - Republican,,,,,,,Judge Of The Municipal Court - Republican,9
,Terry Tracy,David Oh,Daniel Tinney,Matt Wolfe,Al Taubenberger,Dennis M O Brien,James Williams,Christine Hope,9
Terry Tracy,1,4,4,4,2,2,2,7,9
David Oh,,2,3,4,2,3,2,3,9
