col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Justice Of The Supreme Court - Democrat,,,,,,District Council 7th District - Democrat,,1
,Anne E Lazarus,Kevin M Dougherty,David Wecht,Christine Donohue,John Henry Foradora,Dwayne D Woodruff,Manny Morales,Maria Quinones Sanchez,1
Anne E Lazarus,6,27,20,22,12,3,0,0,1
Kevin M Dougherty,,12,16,15,1,1,0,0,1
David Wecht,,,6,5,9,1,0,0,1
Christine Donohue,,,,5,2,2,0,0,1
John Henry Foradora,,,,,0,1,0,0,1
Dwayne D Woodruff,,,,,,0,0,0,1
Manny Morales,,,,,,,0,0,1
Maria Quinones Sanchez,,,,,,,,0,1
Total,53,49,35,29,13,4,0,0,1
,Justice Of The Supreme Court - Democrat,,,,,,District Council 7th District - Democrat,,2
,Kevin M Dougherty,David Wecht,Anne E Lazarus,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Manny Morales,Maria Quinones Sanchez,2
Kevin M Dougherty,1,6,7,5,1,0,10,9,2
David Wecht,,0,4,0,0,1,5,6,2
Anne E Lazarus,,,0,5,0,1,2,7,2
Christine Donohue,,,,0,1,0,2,4,2
Dwayne D Woodruff,,,,,0,0,0,1,2
John Henry Foradora,,,,,,0,0,1,2
Manny Morales,,,,,,,4,0,2
Maria Quinones Sanchez,,,,,,,,4,2
Total,20,11,9,6,1,1,17,16,2
,Justice Of The Supreme Court - Democrat,,,,,,District Council 7th District - Democrat,,3
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Manny Morales,Maria Quinones Sanchez,3
Kevin M Dougherty,9,24,18,13,2,2,0,0,3
Anne E Lazarus,,2,7,13,2,0,0,0,3
David Wecht,,,3,6,0,1,0,0,3
Christine Donohue,,,,2,1,1,0,0,3
Dwayne D Woodruff,,,,,1,1,0,0,3
John Henry Foradora,,,,,,1,0,0,3
Manny Morales,,,,,,,0,0,3
Maria Quinones Sanchez,,,,,,,,0,3
Total,47,28,25,20,4,4,0,0,3
