col_1,col_2,division
,City Commissioners - Republican,All
,Al Schmidt,All
Al Schmidt,16,All
Total,16,All
,City Commissioners - Republican,1
,Al Schmidt,1
Al Schmidt,1,1
Total,1,1
,City Commissioners - Republican,5
,Al Schmidt,5
Al Schmidt,1,5
Total,1,5
,City Commissioners - Republican,8
,Al Schmidt,8
Al Schmidt,1,8
Total,1,8
,City Commissioners - Republican,9
,Al Schmidt,9
Al Schmidt,2,9
Total,2,9
,City Commissioners - Republican,12
,Al Schmidt,12
Al Schmidt,5,12
Total,5,12
,City Commissioners - Republican,13
,Al Schmidt,13
Al Schmidt,1,13
Total,1,13
,City Commissioners - Republican,15
,Al Schmidt,15
Al Schmidt,1,15
Total,1,15
,City Commissioners - Republican,18
,Al Schmidt,18
Al Schmidt,1,18
Total,1,18
,City Commissioners - Republican,20
,Al Schmidt,20
Al Schmidt,2,20
Total,2,20
,City Commissioners - Republican,23
,Al Schmidt,23
Al Schmidt,1,23
Total,1,23
