col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,City Commissioners - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Lisa M Deeley,Anthony Clark,Tracey L Gordon,Carol A Jenkins,Will Mega,Omar Sabir,Christine Hope,Sharon Williams Losier,Christian Dicicco,Matthew Perks,Joffie C Pittman,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,All
Lisa M Deeley,178,342,223,278,70,110,885,661,465,343,383,250,314,145,All
Anthony Clark,,88,183,160,111,37,537,467,318,332,343,233,172,146,All
Tracey L Gordon,,,30,151,37,20,390,279,232,199,161,214,142,82,All
Carol A Jenkins,,,,31,24,21,395,267,244,216,175,167,178,87,All
Will Mega,,,,,14,14,111,110,102,114,108,68,70,43,All
Omar Sabir,,,,,,10,130,85,57,43,101,33,69,29,All
Christine Hope,,,,,,,96,573,442,285,345,239,208,147,All
Sharon Williams Losier,,,,,,,,51,237,204,307,166,96,77,All
Christian Dicicco,,,,,,,,,61,190,120,136,133,107,All
Matthew Perks,,,,,,,,,,60,278,114,181,59,All
Joffie C Pittman,,,,,,,,,,,19,88,197,29,All
Gary S Silver,,,,,,,,,,,,34,142,66,All
Daniel R Sulman,,,,,,,,,,,,,26,61,All
Franklin A Bennett Iii,,,,,,,,,,,,,,6,All
Total,"1,780","1,182",762,751,326,232,"1,633","1,216",909,838,802,627,604,314,All
,Judge Of The Municipal Court - Democrat,,,,,,,,City Commissioners - Democrat,,,,,,1
,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Gary S Silver,Matthew Perks,Christian Dicicco,Daniel R Sulman,Franklin A Bennett Iii,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Carol A Jenkins,Will Mega,Omar Sabir,1
Sharon Williams Losier,1,14,7,2,2,3,2,2,9,15,7,3,0,2,1
Christine Hope,,1,6,2,3,3,1,4,7,11,8,9,3,1,1
Joffie C Pittman,,,0,2,0,0,3,1,9,4,2,3,1,1,1
Gary S Silver,,,,1,1,1,3,0,4,3,3,2,0,1,1
Matthew Perks,,,,,0,0,0,0,4,0,2,1,1,0,1
Christian Dicicco,,,,,,1,0,0,1,3,3,2,0,0,1
Daniel R Sulman,,,,,,,0,1,3,1,4,2,0,0,1
