col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,District Council 4th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Curtis J Jones Jr,Lyris Younge,Ken Powell,Kai Scott,Tracy B Roman,Abbe Fletman,Mia Roberts Perez,Daine Grey Jr,Scott Diclaudio,Stephanie M Sawyer,Frances Fattah,Jennifer Schultz,Chris Mallios,Leon Goodman,Michael Fanning,Rainy Papademetriou,Deborah Watson Stokes,Vincent N Melchiorre,Thomas Martin,Jon Marshall,Stella Tsai,Wayne M D Bennett,Lynne M Summers,Betsy Wahl,James F Berardinelli,Leon A King Ii,Lucretia Clemons,Vincent Furlong,Chris Mccabe,Edward William Louden Jr,Shanese Johnson,Jodi Lobel,Anthony Kyriakakis,Joshua Hill,Marissa Brumbach,Brian T Ortelere,Rania Major,Sandjai Weaver,Vince Giusini,Sherman Toppin,William J Ciancaglini,Tangie M Boston,Starr Marshall Cash,Franklin A Bennett Iii,All
Curtis J Jones Jr,"2,472","6,123","6,080","5,548","5,744","4,196","4,273","4,315","4,485","4,304","4,040","3,338","3,175","3,548","3,053","2,795","3,127","2,847","2,771","2,621","2,471","2,569","2,558","2,133","2,029","2,257","2,109","2,009","1,877","2,128","1,982","1,694","1,707","1,773","1,542","1,417","1,501","1,417","1,314","1,384",843,892,789,806,All
Lyris Younge,,110,"3,929","3,357","3,754","2,204","2,313","2,779","2,969","2,693","2,107","1,159","1,630","1,607","1,853","1,196","1,355","2,019","1,181","1,417",987,"1,079","1,048",783,620,985,828,801,615,"1,291",871,563,533,802,524,481,568,556,513,728,267,341,364,254,All
Ken Powell,,,118,"2,993","3,604","2,479","2,299","2,718","3,140","2,378","1,691","1,316","2,010","1,972","2,013","1,353",935,"2,094","1,395","1,654","1,008","1,177",869,719,965,969,678,905,700,"1,371",679,553,727,983,435,802,492,535,536,516,322,248,242,352,All
Kai Scott,,,,56,"2,488","2,990","2,985","2,812","1,786","3,253","2,194","1,170","2,563","1,136","2,066","1,612","1,770","2,412","1,313",556,"1,642","1,265","1,024","1,241",694,"1,117","1,166",661,"1,068",426,958,777,913,992,665,648,649,709,555,685,285,429,402,300,All
Tracy B Roman,,,,,103,"1,941","1,925","2,370","2,908","2,374","1,725","1,546","1,325","1,816","1,779","1,256","1,201","1,761","1,290","1,377","1,180",831,"1,219",769,787,900,750,847,436,"1,395",870,591,450,903,628,583,758,585,481,495,295,359,317,304,All
Abbe Fletman,,,,,,60,"2,970","2,665","1,844","2,046",922,"1,427","3,031",715,"1,881","1,326",860,"1,845",734,549,"1,156",928,615,"1,045",921,564,769,628,891,421,421,699,846,413,541,876,351,324,423,361,250,142,161,155,All
Mia Roberts Perez,,,,,,,30,"2,286","1,697","2,398","1,361","1,325","2,648",767,"2,011","1,055","1,345","1,741",652,423,"1,242",970,933,"1,201",632,711,960,541,829,341,691,740,841,503,759,431,626,497,434,537,307,299,356,176,All
Daine Grey Jr,,,,,,,,62,"2,109","2,463","1,402","1,155","1,839","1,259","1,454","1,126","1,199","1,630",793,826,849,"1,095",887,762,865,939,644,855,533,704,717,543,565,481,440,775,549,561,497,543,211,324,318,257,All
Scott Diclaudio,,,,,,,,,86,"1,555",872,947,"1,517","1,455","1,338",717,521,"1,518",599,"1,335",385,879,570,366,918,511,346,652,378,"1,192",353,359,472,351,258,610,389,364,499,396,333,180,139,256,All
Stephanie M Sawyer,,,,,,,,,,25,"1,844","1,110","1,883",826,"1,829","1,100","1,647","2,049",967,466,"1,403",952,"1,122","1,095",477,860,812,500,561,325,886,634,534,759,735,285,565,525,338,480,268,468,437,257,All
Frances Fattah,,,,,,,,,,,79,973,614,"1,108",926,912,"1,427","1,076","1,287",583,"1,127","1,065","1,194",641,392,"1,105",764,742,465,496,"1,034",427,343,953,461,288,640,590,343,588,239,449,382,350,All
Jennifer Schultz,,,,,,,,,,,,114,785,"1,059",538,"1,009","1,097",392,768,793,994,"1,019","1,205","1,120","1,179",671,784,984,761,714,748,663,703,668,820,817,683,443,548,444,415,286,308,275,All
Chris Mallios,,,,,,,,,,,,,16,453,"1,919",831,703,"1,664",486,257,786,732,317,806,636,401,424,298,791,163,219,563,727,311,359,443,158,225,362,233,226,91,181,147,All
Leon Goodman,,,,,,,,,,,,,,81,443,694,"1,053",329,842,"1,510",495,905,887,404,870,"1,093",512,809,380,"1,205",674,493,426,588,346,552,501,558,432,502,250,308,253,318,All
Michael Fanning,,,,,,,,,,,,,,,8,"1,050",497,"1,829","1,130",578,705,482,394,351,417,364,563,388,493,213,272,552,557,708,513,249,278,227,337,279,274,161,184,214,All
Rainy Papademetriou,,,,,,,,,,,,,,,,76,633,"1,027","1,293",771,"1,317",454,496,724,914,404,875,586,558,440,311,654,"1,008",685,660,868,351,288,365,264,209,146,135,156,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,50,475,682,397,997,788,"1,210",987,518,919,938,583,659,372,949,711,458,494,714,243,658,603,302,513,215,554,457,259,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,11,864,244,865,535,297,429,404,242,413,322,537,192,206,363,422,606,265,290,160,195,342,212,316,95,93,131,All
Thomas Martin,,,,,,,,,,,,,,,,,,,45,817,846,722,748,419,503,569,825,666,647,469,534,526,637,905,529,439,399,323,391,439,231,201,191,272,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,86,225,541,539,221,607,519,523,616,244,"1,136",353,445,495,355,420,488,283,263,279,328,197,146,137,219,All
