col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Helen Gym,Paul Steinke,Sherrie Cohen,Blondell Reynolds Brown,W Wilson Goode Jr,Thomas Wyatt,Isaiah Thomas,William K Greenlee,Allan Domb,Derek S Green,Jenne Ayers,Frank Rizzo,Carla M Cain,Wilson Alexander,Ed Neilson,Marnie Aument Loughrey,Joffie C Pittman,Matthew Perks,Daniel R Sulman,Christine Hope,Sharon Williams Losier,Christian Dicicco,Franklin A Bennett Iii,Gary S Silver,1
Helen Gym,6,32,24,11,13,14,10,9,8,5,8,5,5,1,2,2,31,25,26,12,7,3,1,1,1
Paul Steinke,,2,14,5,7,13,8,7,5,5,4,2,0,0,1,0,20,17,18,5,3,2,0,0,1
Sherrie Cohen,,,0,10,4,8,2,8,2,3,7,2,3,2,3,1,18,11,14,6,6,3,1,1,1
Blondell Reynolds Brown,,,,0,9,2,5,9,6,7,2,1,3,1,2,1,10,5,7,9,9,2,3,2,1
W Wilson Goode Jr,,,,,0,6,7,5,4,5,2,3,2,1,0,1,12,9,8,4,5,0,2,1,1
Thomas Wyatt,,,,,,0,9,3,2,2,3,2,1,1,0,1,11,11,12,2,0,2,1,0,1
Isaiah Thomas,,,,,,,0,4,4,4,1,1,1,1,1,1,8,5,7,5,3,2,1,0,1
William K Greenlee,,,,,,,,0,3,5,0,2,1,0,4,0,13,5,10,4,3,2,0,0,1
Allan Domb,,,,,,,,,0,4,3,2,0,1,1,1,9,7,5,5,1,0,0,2,1
Derek S Green,,,,,,,,,,0,2,0,1,1,1,0,9,5,3,4,7,1,1,2,1
Jenne Ayers,,,,,,,,,,,0,0,2,3,0,1,8,6,3,3,5,2,0,1,1
Frank Rizzo,,,,,,,,,,,,0,0,1,1,2,3,4,3,1,0,1,0,0,1
Carla M Cain,,,,,,,,,,,,,0,0,0,1,2,1,2,3,4,2,1,0,1
Wilson Alexander,,,,,,,,,,,,,,0,0,1,3,3,0,2,3,1,1,0,1
Ed Neilson,,,,,,,,,,,,,,,0,0,4,1,3,1,0,0,0,0,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,2,2,1,1,1,2,0,0,1
Joffie C Pittman,,,,,,,,,,,,,,,,,0,27,29,6,6,2,0,1,1
Matthew Perks,,,,,,,,,,,,,,,,,,0,24,3,3,1,1,1,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,0,4,1,1,0,0,1
Christine Hope,,,,,,,,,,,,,,,,,,,,1,7,3,1,2,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,,,,,0,3,2,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,63,38,26,22,19,18,17,15,14,14,12,6,5,5,4,4,42,32,31,17,15,5,3,2,1
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Joffie C Pittman,Sharon Williams Losier,Matthew Perks,Christine Hope,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,Christian Dicicco,Blondell Reynolds Brown,Helen Gym,Derek S Green,Jenne Ayers,W Wilson Goode Jr,Isaiah Thomas,Sherrie Cohen,William K Greenlee,Allan Domb,Wilson Alexander,Ed Neilson,Paul Steinke,Thomas Wyatt,Frank Rizzo,Carla M Cain,Marnie Aument Loughrey,2
Joffie C Pittman,0,24,13,10,3,2,7,2,13,15,13,11,12,12,14,12,3,7,9,5,3,2,1,0,2
Sharon Williams Losier,,3,9,10,4,2,1,1,10,9,12,11,12,9,12,8,7,8,8,1,2,2,2,1,2
Matthew Perks,,,0,2,4,1,6,0,5,7,9,8,4,4,1,4,4,6,0,5,4,1,2,1,2
Christine Hope,,,,0,2,3,0,1,12,8,6,4,10,7,7,8,4,4,6,0,1,2,1,1,2
Gary S Silver,,,,,0,4,0,1,4,3,5,2,6,2,2,1,5,6,2,0,2,2,4,1,2
Franklin A Bennett Iii,,,,,,0,1,1,7,3,4,4,3,4,1,1,3,4,0,0,0,2,1,0,2
Daniel R Sulman,,,,,,,0,0,1,7,0,1,2,3,1,2,0,0,0,4,1,0,0,0,2
Christian Dicicco,,,,,,,,0,2,3,1,1,1,2,1,0,2,0,0,0,0,1,1,1,2
Blondell Reynolds Brown,,,,,,,,,1,8,6,7,15,7,11,12,4,4,8,2,2,3,2,1,2
Helen Gym,,,,,,,,,,1,5,9,6,12,9,7,5,3,3,5,4,3,1,1,2
Derek S Green,,,,,,,,,,,1,10,1,7,2,4,8,10,2,1,3,1,2,1,2
Jenne Ayers,,,,,,,,,,,,0,5,10,3,5,4,7,0,2,3,4,0,0,2
