col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,All
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Ori C Feibush,Kenyatta Johnson,All
Kevin M Dougherty,57,77,47,28,19,11,252,80,All
Anne E Lazarus,,2,32,25,12,7,56,32,All
Christine Donohue,,,4,7,8,4,40,22,All
David Wecht,,,,1,6,2,28,11,All
John Henry Foradora,,,,,3,2,19,6,All
Dwayne D Woodruff,,,,,,1,8,6,All
Ori C Feibush,,,,,,,27,0,All
Kenyatta Johnson,,,,,,,,5,All
Total,403,102,73,46,36,16,310,98,All
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,14
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,John Henry Foradora,David Wecht,Dwayne D Woodruff,Ori C Feibush,Kenyatta Johnson,14
Kevin M Dougherty,11,18,8,5,4,2,41,20,14
Anne E Lazarus,,0,3,2,3,4,12,9,14
Christine Donohue,,,1,1,2,0,10,3,14
John Henry Foradora,,,,1,2,0,2,3,14
David Wecht,,,,,0,1,5,2,14
Dwayne D Woodruff,,,,,,0,2,2,14
Ori C Feibush,,,,,,,11,0,14
Kenyatta Johnson,,,,,,,,0,14
Total,75,22,15,9,8,4,61,23,14
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,36
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Ori C Feibush,Kenyatta Johnson,36
Kevin M Dougherty,29,29,17,10,3,4,128,28,36
Anne E Lazarus,,2,14,13,4,1,20,12,36
Christine Donohue,,,2,2,3,1,11,13,36
David Wecht,,,,1,0,1,12,4,36
John Henry Foradora,,,,,1,1,7,1,36
Dwayne D Woodruff,,,,,,0,1,3,36
Ori C Feibush,,,,,,,6,0,36
Kenyatta Johnson,,,,,,,,2,36
Total,188,40,28,19,11,5,144,38,36
,Justice Of The Supreme Court - Democrat,,,,,,District Council 2nd District - Democrat,,41
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Ori C Feibush,Kenyatta Johnson,41
Kevin M Dougherty,17,30,22,14,11,5,83,32,41
Anne E Lazarus,,0,15,9,6,2,24,11,41
Christine Donohue,,,1,3,4,3,19,6,41
David Wecht,,,,0,4,0,11,5,41
John Henry Foradora,,,,,1,1,10,2,41
Dwayne D Woodruff,,,,,,1,5,1,41
Ori C Feibush,,,,,,,10,0,41
Kenyatta Johnson,,,,,,,,3,41
Total,140,40,30,19,16,7,105,37,41
