col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,division
,District Council 7th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Maria Quinones Sanchez,Manny Morales,Mia Roberts Perez,Tracy B Roman,Scott Diclaudio,Ken Powell,Kai Scott,Daine Grey Jr,Lyris Younge,Stephanie M Sawyer,Abbe Fletman,Jennifer Schultz,Stella Tsai,Chris Mallios,Leon Goodman,Betsy Wahl,Frances Fattah,Rainy Papademetriou,Brian T Ortelere,Jon Marshall,Rania Major,Leon A King Ii,Michael Fanning,Edward William Louden Jr,Lynne M Summers,Deborah Watson Stokes,James F Berardinelli,Lucretia Clemons,Vincent N Melchiorre,Thomas Martin,Anthony Kyriakakis,Marissa Brumbach,Chris Mccabe,Joshua Hill,Vincent Furlong,Jodi Lobel,Sandjai Weaver,Wayne M D Bennett,Vince Giusini,Shanese Johnson,Sherman Toppin,William J Ciancaglini,Starr Marshall Cash,Tangie M Boston,Franklin A Bennett Iii,All
Maria Quinones Sanchez,113,0,89,66,39,36,55,33,31,43,47,44,54,30,29,45,36,38,27,23,31,34,16,24,27,27,22,26,14,22,23,21,27,15,14,20,32,16,18,15,8,13,8,11,8,All
Manny Morales,,119,69,75,70,64,46,55,57,43,38,37,20,40,37,18,26,19,26,33,25,19,37,26,23,20,21,18,30,16,17,16,9,23,21,13,4,19,16,12,17,7,12,8,11,All
Mia Roberts Perez,,,1,75,46,41,72,59,46,72,61,45,52,55,21,45,37,33,22,15,34,25,36,11,35,29,22,27,33,16,25,20,19,21,18,18,23,20,19,10,12,7,11,8,8,All
Tracy B Roman,,,,1,69,62,44,53,65,47,41,46,27,35,41,32,23,19,19,29,26,20,37,33,31,25,21,23,31,19,14,19,11,15,19,11,24,17,17,15,9,11,9,9,6,All
Scott Diclaudio,,,,,3,62,35,44,54,33,35,24,13,27,32,13,10,19,22,33,13,15,34,32,12,11,19,9,28,14,14,8,4,12,12,12,9,13,15,4,10,8,6,6,11,All
Ken Powell,,,,,,0,45,46,52,30,38,22,13,34,30,10,13,17,18,30,14,19,34,30,8,8,18,13,26,13,7,8,7,12,12,9,5,14,7,6,10,7,4,6,8,All
Kai Scott,,,,,,,0,54,35,55,59,20,33,50,10,32,25,31,15,6,21,24,36,6,8,12,11,17,30,12,12,9,18,16,9,16,16,13,11,7,6,9,6,7,9,All
Daine Grey Jr,,,,,,,,0,41,45,48,25,22,38,19,20,17,26,18,14,18,18,32,16,15,14,22,9,26,14,13,7,12,18,17,5,10,15,14,4,7,4,7,5,4,All
Lyris Younge,,,,,,,,,0,37,31,25,14,30,26,13,12,13,13,21,16,14,33,21,14,13,10,17,28,10,10,10,4,8,8,4,11,8,7,7,9,7,5,8,4,All
Stephanie M Sawyer,,,,,,,,,,1,43,35,33,39,11,37,25,19,13,6,18,13,33,3,26,28,11,20,28,8,15,18,16,13,5,15,13,8,3,10,11,6,10,10,2,All
Abbe Fletman,,,,,,,,,,,0,20,24,49,16,22,16,31,21,11,10,15,31,7,8,10,15,13,28,11,16,5,15,10,7,14,13,11,9,3,7,5,2,2,3,All
Jennifer Schultz,,,,,,,,,,,,0,32,19,21,37,24,19,19,20,25,13,8,16,34,25,17,24,9,17,18,25,7,12,19,16,19,13,12,11,12,7,11,8,6,All
Stella Tsai,,,,,,,,,,,,,0,21,8,42,26,31,18,8,23,18,4,6,22,19,13,19,11,9,20,19,12,14,6,12,15,12,10,14,8,8,11,4,6,All
Chris Mallios,,,,,,,,,,,,,,0,12,15,9,15,15,9,9,16,33,3,8,9,8,12,28,6,13,4,11,8,7,10,4,10,9,4,7,5,3,2,4,All
Leon Goodman,,,,,,,,,,,,,,,1,7,12,10,14,33,12,16,6,25,13,9,14,13,6,15,11,4,6,11,13,7,12,7,14,8,4,7,4,5,7,All
Betsy Wahl,,,,,,,,,,,,,,,,0,22,26,10,7,18,15,4,6,26,23,10,21,10,14,17,19,10,14,10,13,12,9,7,9,5,3,9,5,5,All
Frances Fattah,,,,,,,,,,,,,,,,,1,13,11,8,21,16,8,10,19,17,7,16,6,14,9,15,12,9,10,3,12,11,7,13,7,5,4,10,2,All
Rainy Papademetriou,,,,,,,,,,,,,,,,,,1,23,9,11,13,4,12,8,7,19,9,9,7,17,11,11,10,8,11,8,7,9,4,4,5,1,3,5,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,,1,15,13,16,9,11,8,5,19,4,6,4,10,1,15,6,11,9,2,14,10,4,6,4,1,4,8,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,0,4,11,5,24,13,11,13,8,4,9,7,5,4,10,15,4,3,10,8,4,5,5,2,2,3,All
Rania Major,,,,,,,,,,,,,,,,,,,,,0,13,9,10,19,14,6,16,3,10,9,16,4,5,7,9,19,10,8,12,9,7,5,8,10,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,0,7,11,12,5,12,11,5,9,6,2,8,13,9,10,12,12,7,6,7,5,1,7,7,All
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,0,4,7,8,5,5,28,7,4,3,5,5,5,5,4,8,3,4,6,9,2,5,8,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,0,7,6,13,4,5,10,7,4,7,7,11,5,7,7,8,3,8,5,2,3,3,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,0,21,7,24,3,13,11,17,2,11,12,9,11,11,6,11,5,3,6,7,6,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,14,5,11,9,20,8,4,9,7,9,6,4,9,7,5,7,8,1,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,8,6,15,4,4,15,10,8,3,7,7,3,6,3,2,3,1,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,8,6,14,4,9,4,6,12,7,8,10,3,2,9,9,6,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,8,2,3,6,4,3,4,3,5,3,3,8,3,1,1,All
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,5,8,12,7,8,10,8,6,6,7,3,5,2,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,9,9,11,7,5,9,3,4,6,2,2,5,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,2,5,11,10,5,4,6,4,2,5,7,2,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,8,4,5,2,2,5,4,3,2,0,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,6,2,8,6,5,5,1,4,5,5,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,4,9,11,2,3,4,1,3,4,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,5,4,4,3,5,3,1,5,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,9,9,2,5,3,5,2,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,6,2,2,5,7,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,6,2,2,4,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,2,7,3,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,6,2,1,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,4,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,310,299,166,149,117,108,105,94,93,93,92,87,77,73,71,69,65,64,59,59,57,56,55,53,53,51,49,45,45,44,41,40,39,39,39,38,38,36,34,28,27,21,20,20,19,All
,District Council 7th District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
