col_1,col_2,division
,Register Of Wills - Democrat,All
,Ronald R Donatucci,All
Ronald R Donatucci,770,All
Total,770,All
,Register Of Wills - Democrat,1
,Ronald R Donatucci,1
Ronald R Donatucci,96,1
Total,96,1
,Register Of Wills - Democrat,2
,Ronald R Donatucci,2
Ronald R Donatucci,114,2
Total,114,2
,Register Of Wills - Democrat,3
,Ronald R Donatucci,3
Ronald R Donatucci,93,3
Total,93,3
,Register Of Wills - Democrat,4
,Ronald R Donatucci,4
Ronald R Donatucci,105,4
Total,105,4
,Register Of Wills - Democrat,5
,Ronald R Donatucci,5
Ronald R Donatucci,43,5
Total,43,5
,Register Of Wills - Democrat,6
,Ronald R Donatucci,6
Ronald R Donatucci,30,6
Total,30,6
,Register Of Wills - Democrat,7
,Ronald R Donatucci,7
Ronald R Donatucci,49,7
Total,49,7
,Register Of Wills - Democrat,8
,Ronald R Donatucci,8
Ronald R Donatucci,14,8
Total,14,8
,Register Of Wills - Democrat,9
,Ronald R Donatucci,9
Ronald R Donatucci,61,9
Total,61,9
,Register Of Wills - Democrat,10
,Ronald R Donatucci,10
Ronald R Donatucci,86,10
Total,86,10
,Register Of Wills - Democrat,11
,Ronald R Donatucci,11
Ronald R Donatucci,79,11
Total,79,11
