col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,All
,William K Greenlee,Helen Gym,Paul Steinke,Allan Domb,Sherrie Cohen,Blondell Reynolds Brown,Thomas Wyatt,Derek S Green,Isaiah Thomas,W Wilson Goode Jr,Jenne Ayers,Ed Neilson,Frank Rizzo,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,Carol A Jenkins,Anthony Clark,Lisa M Deeley,Tracey L Gordon,Will Mega,Omar Sabir,All
William K Greenlee,190,728,662,597,627,523,255,263,232,353,155,273,202,68,48,41,520,536,501,227,127,79,All
Helen Gym,,48,821,495,626,353,390,251,280,246,187,93,100,106,77,34,639,287,384,253,109,74,All
Paul Steinke,,,17,565,476,247,514,299,358,175,125,102,92,53,47,27,563,271,367,210,87,59,All
Allan Domb,,,,56,307,180,272,255,201,140,155,104,167,77,54,57,416,341,276,226,100,55,All
Sherrie Cohen,,,,,8,409,158,151,131,231,171,177,94,106,58,35,443,287,369,207,77,55,All
Blondell Reynolds Brown,,,,,,5,88,139,121,274,82,188,62,42,32,33,259,289,288,121,69,58,All
Thomas Wyatt,,,,,,,5,232,257,108,83,39,50,38,22,40,296,181,156,140,63,28,All
Derek S Green,,,,,,,,13,211,91,110,55,58,53,34,67,219,266,167,145,91,52,All
Isaiah Thomas,,,,,,,,,7,139,56,58,32,34,10,15,211,138,152,100,67,76,All
W Wilson Goode Jr,,,,,,,,,,4,41,151,60,16,4,14,161,227,178,88,44,50,All
Jenne Ayers,,,,,,,,,,,9,18,40,97,51,56,157,153,130,126,50,24,All
Ed Neilson,,,,,,,,,,,,1,27,9,9,9,86,162,180,35,37,22,All
Frank Rizzo,,,,,,,,,,,,,10,24,21,18,100,141,76,60,37,22,All
Carla M Cain,,,,,,,,,,,,,,0,49,16,122,53,91,90,17,12,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,0,11,69,34,72,44,17,7,All
Wilson Alexander,,,,,,,,,,,,,,,,1,49,85,23,44,37,9,All
Carol A Jenkins,,,,,,,,,,,,,,,,,4,175,311,176,55,31,All
Anthony Clark,,,,,,,,,,,,,,,,,,30,215,131,70,30,All
Lisa M Deeley,,,,,,,,,,,,,,,,,,,5,109,47,31,All
Tracey L Gordon,,,,,,,,,,,,,,,,,,,,6,13,22,All
Will Mega,,,,,,,,,,,,,,,,,,,,,4,19,All
Omar Sabir,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"1,858","1,513","1,365","1,198","1,079",793,702,692,605,570,418,358,334,220,143,141,"1,038",939,822,518,260,162,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,City Commissioners - Democrat,,,,,,1
,William K Greenlee,Helen Gym,Paul Steinke,Sherrie Cohen,Allan Domb,Blondell Reynolds Brown,W Wilson Goode Jr,Derek S Green,Ed Neilson,Jenne Ayers,Thomas Wyatt,Isaiah Thomas,Frank Rizzo,Wilson Alexander,Carla M Cain,Marnie Aument Loughrey,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Will Mega,Omar Sabir,1
