col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Judge Of The Commonwealth Court - Republican,Justice Of The Supreme Court - Republican,,,,,,All
,Paul Lalley,Anne Covey,Correale Stevens,Mike George,Judy Olson,Rebecca Warren,Cheryl Allen,All
Paul Lalley,314,"7,544","4,858","4,183","3,284","3,143","2,529",All
Anne Covey,,618,"2,859","3,053","2,563","2,184","1,503",All
Correale Stevens,,,377,"1,492",780,"1,502","1,038",All
Mike George,,,,258,"2,012",868,943,All
Judy Olson,,,,,86,908,817,All
Rebecca Warren,,,,,,150,"1,094",All
Cheryl Allen,,,,,,,116,All
Total,"11,301","8,919","5,713","5,057","3,895","3,800","3,055",All
