col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 1st District - Democrat,City Commissioners - Democrat,,,,,,All
,Mark F Squilla,Anthony Clark,Lisa M Deeley,Carol A Jenkins,Tracey L Gordon,Will Mega,Omar Sabir,All
Mark F Squilla,"4,849","4,961","4,696","3,968","2,373","1,096",958,All
Anthony Clark,,992,"2,018","1,054",875,575,335,All
Lisa M Deeley,,,847,"2,194",726,154,406,All
Carol A Jenkins,,,,673,"1,041",278,208,All
Tracey L Gordon,,,,,326,193,146,All
Will Mega,,,,,,180,113,All
Omar Sabir,,,,,,,141,All
Total,"15,759","7,307","7,185","6,203","3,653","1,680","1,531",All
