col_1,col_2,division
,Sheriff - Democrat,1
,Jewell Williams,1
Jewell Williams,40,1
Total,40,1
,Sheriff - Democrat,2
,Jewell Williams,2
Jewell Williams,49,2
Total,49,2
,Sheriff - Democrat,3
,Jewell Williams,3
Jewell Williams,40,3
Total,40,3
,Sheriff - Democrat,4
,Jewell Williams,4
Jewell Williams,84,4
Total,84,4
,Sheriff - Democrat,5
,Jewell Williams,5
Jewell Williams,43,5
Total,43,5
,Sheriff - Democrat,6
,Jewell Williams,6
Jewell Williams,41,6
Total,41,6
,Sheriff - Democrat,7
,Jewell Williams,7
Jewell Williams,56,7
Total,56,7
,Sheriff - Democrat,8
,Jewell Williams,8
Jewell Williams,60,8
Total,60,8
,Sheriff - Democrat,9
,Jewell Williams,9
Jewell Williams,35,9
Total,35,9
,Sheriff - Democrat,10
,Jewell Williams,10
Jewell Williams,52,10
Total,52,10
,Sheriff - Democrat,11
,Jewell Williams,11
Jewell Williams,75,11
Total,75,11
,Sheriff - Democrat,12
,Jewell Williams,12
Jewell Williams,47,12
Total,47,12
,Sheriff - Democrat,13
,Jewell Williams,13
Jewell Williams,77,13
Total,77,13
,Sheriff - Democrat,14
,Jewell Williams,14
Jewell Williams,74,14
Total,74,14
,Sheriff - Democrat,15
,Jewell Williams,15
Jewell Williams,74,15
Total,74,15
,Sheriff - Democrat,16
,Jewell Williams,16
Jewell Williams,44,16
Total,44,16
,Sheriff - Democrat,17
,Jewell Williams,17
Jewell Williams,61,17
Total,61,17
,Sheriff - Democrat,18
,Jewell Williams,18
Jewell Williams,61,18
Total,61,18
,Sheriff - Democrat,19
,Jewell Williams,19
Jewell Williams,54,19
Total,54,19
,Sheriff - Democrat,20
,Jewell Williams,20
Jewell Williams,57,20
Total,57,20
,Sheriff - Democrat,21
,Jewell Williams,21
Jewell Williams,47,21
Total,47,21
,Sheriff - Democrat,22
,Jewell Williams,22
Jewell Williams,58,22
Total,58,22
,Sheriff - Democrat,23
,Jewell Williams,23
Jewell Williams,25,23
Total,25,23
,Sheriff - Democrat,24
,Jewell Williams,24
Jewell Williams,42,24
Total,42,24
,Sheriff - Democrat,25
,Jewell Williams,25
Jewell Williams,44,25
Total,44,25
,Sheriff - Democrat,26
,Jewell Williams,26
Jewell Williams,43,26
Total,43,26
,Sheriff - Democrat,All
,Jewell Williams,All
Jewell Williams,"1,383",All
Total,"1,383",All
