col_1,col_2,col_3,col_4,division
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,All
,Jewell Williams,Todd Eagen,Michael Wojcik,All
Jewell Williams,321,798,667,All
Todd Eagen,,196,0,All
Michael Wojcik,,,188,All
Total,"1,786",994,855,All
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,1
,Jewell Williams,Michael Wojcik,Todd Eagen,1
Jewell Williams,12,27,24,1
Michael Wojcik,,8,0,1
Todd Eagen,,,5,1
Total,63,35,29,1
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,2
,Jewell Williams,Michael Wojcik,Todd Eagen,2
Jewell Williams,12,44,40,2
Michael Wojcik,,9,0,2
Todd Eagen,,,8,2
Total,96,53,48,2
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,3
,Jewell Williams,Todd Eagen,Michael Wojcik,3
Jewell Williams,5,25,23,3
Todd Eagen,,11,0,3
Michael Wojcik,,,8,3
Total,53,36,31,3
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,4
,Jewell Williams,Michael Wojcik,Todd Eagen,4
Jewell Williams,6,26,29,4
Michael Wojcik,,13,0,4
Todd Eagen,,,6,4
Total,61,39,35,4
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,5
,Jewell Williams,Todd Eagen,Michael Wojcik,5
Jewell Williams,10,23,26,5
Todd Eagen,,7,0,5
Michael Wojcik,,,1,5
Total,59,30,27,5
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,6
,Jewell Williams,Todd Eagen,Michael Wojcik,6
Jewell Williams,17,35,33,6
Todd Eagen,,8,0,6
Michael Wojcik,,,5,6
Total,85,43,38,6
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,7
,Jewell Williams,Todd Eagen,Michael Wojcik,7
Jewell Williams,11,25,17,7
Todd Eagen,,1,0,7
Michael Wojcik,,,5,7
Total,53,26,22,7
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,8
,Jewell Williams,Todd Eagen,Michael Wojcik,8
Jewell Williams,15,43,25,8
Todd Eagen,,8,0,8
Michael Wojcik,,,10,8
Total,83,51,35,8
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,9
,Jewell Williams,Todd Eagen,Michael Wojcik,9
Jewell Williams,9,21,17,9
Todd Eagen,,6,0,9
Michael Wojcik,,,3,9
Total,47,27,20,9
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,10
,Jewell Williams,Todd Eagen,Michael Wojcik,10
Jewell Williams,14,29,19,10
Todd Eagen,,6,0,10
Michael Wojcik,,,8,10
Total,62,35,27,10
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,11
,Jewell Williams,Todd Eagen,Michael Wojcik,11
Jewell Williams,10,33,18,11
Todd Eagen,,12,0,11
Michael Wojcik,,,5,11
Total,61,45,23,11
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,12
,Jewell Williams,Todd Eagen,Michael Wojcik,12
Jewell Williams,8,36,16,12
Todd Eagen,,8,0,12
Michael Wojcik,,,7,12
Total,60,44,23,12
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,13
,Jewell Williams,Michael Wojcik,Todd Eagen,13
Jewell Williams,17,26,18,13
Michael Wojcik,,16,0,13
Todd Eagen,,,6,13
Total,61,42,24,13
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,14
,Jewell Williams,Todd Eagen,Michael Wojcik,14
Jewell Williams,10,32,26,14
Todd Eagen,,9,0,14
Michael Wojcik,,,9,14
Total,68,41,35,14
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,15
,Jewell Williams,Todd Eagen,Michael Wojcik,15
Jewell Williams,15,26,29,15
Todd Eagen,,10,0,15
Michael Wojcik,,,3,15
Total,70,36,32,15
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,16
,Jewell Williams,Todd Eagen,Michael Wojcik,16
Jewell Williams,15,25,20,16
Todd Eagen,,6,0,16
Michael Wojcik,,,6,16
Total,60,31,26,16
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,17
,Jewell Williams,Todd Eagen,Michael Wojcik,17
Jewell Williams,17,37,39,17
Todd Eagen,,11,0,17
Michael Wojcik,,,8,17
Total,93,48,47,17
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,18
,Jewell Williams,Michael Wojcik,Todd Eagen,18
Jewell Williams,14,33,33,18
Michael Wojcik,,9,0,18
Todd Eagen,,,6,18
Total,80,42,39,18
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,19
,Jewell Williams,Todd Eagen,Michael Wojcik,19
Jewell Williams,11,37,14,19
Todd Eagen,,8,0,19
Michael Wojcik,,,6,19
Total,62,45,20,19
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,20
,Jewell Williams,Todd Eagen,Michael Wojcik,20
Jewell Williams,11,21,13,20
Todd Eagen,,2,0,20
Michael Wojcik,,,3,20
Total,45,23,16,20
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,21
,Jewell Williams,Todd Eagen,Michael Wojcik,21
Jewell Williams,8,18,18,21
Todd Eagen,,12,0,21
Michael Wojcik,,,6,21
Total,44,30,24,21
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,22
,Jewell Williams,Michael Wojcik,Todd Eagen,22
Jewell Williams,8,26,26,22
Michael Wojcik,,7,0,22
Todd Eagen,,,5,22
Total,60,33,31,22
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,23
,Jewell Williams,Todd Eagen,Michael Wojcik,23
Jewell Williams,16,34,27,23
Todd Eagen,,5,0,23
Michael Wojcik,,,9,23
Total,77,39,36,23
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,24
,Jewell Williams,Todd Eagen,Michael Wojcik,24
Jewell Williams,8,16,14,24
Todd Eagen,,7,0,24
Michael Wojcik,,,2,24
Total,38,23,16,24
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,25
,Jewell Williams,Todd Eagen,Michael Wojcik,25
Jewell Williams,11,30,25,25
Todd Eagen,,10,0,25
Michael Wojcik,,,7,25
Total,66,40,32,25
,Sheriff - Democrat,Judge Of The Commonwealth Court - Democrat,,26
,Jewell Williams,Michael Wojcik,Todd Eagen,26
Jewell Williams,12,27,24,26
Michael Wojcik,,3,0,26
Todd Eagen,,,2,26
Total,63,30,26,26
