col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Justice Of The Supreme Court - Democrat,,,,,,Mayor - Democrat,,,,,,All
,Kevin M Dougherty,Anne E Lazarus,David Wecht,Christine Donohue,Dwayne D Woodruff,John Henry Foradora,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Doug Oliver,Nelson Diaz,T Milton Street Sr,All
Kevin M Dougherty,"1,878","58,552","34,799","35,530","9,033","8,250","89,062","26,890","10,823","5,528","3,342","1,404",All
Anne E Lazarus,,266,"28,165","29,578","5,800","7,030","48,027","14,838","8,961","4,306","3,183",830,All
David Wecht,,,"1,389","16,658","3,370","3,657","32,291","18,497","4,508","2,112","1,698","1,272",All
Christine Donohue,,,,516,"4,825","3,672","30,583","16,746","6,129","3,100","1,985","1,258",All
Dwayne D Woodruff,,,,,62,"1,441","6,090","4,561","1,214","1,216",651,410,All
John Henry Foradora,,,,,,64,"8,253","2,742","1,360",860,609,276,All
Jim Kenney,,,,,,,"18,899",0,0,0,0,0,All
Anthony Hardy Williams,,,,,,,,"13,751",0,0,0,0,All
Lynne M Abraham,,,,,,,,,"3,173",0,0,0,All
Doug Oliver,,,,,,,,,,"1,566",0,0,All
Nelson Diaz,,,,,,,,,,,"2,750",0,All
T Milton Street Sr,,,,,,,,,,,,736,All
Total,"140,495","81,482","63,095","61,205","14,449","14,406","129,148","60,431","19,420","9,816","8,583","3,897",All
