col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,1
,Derek S Green,Blondell Reynolds Brown,Jenne Ayers,Isaiah Thomas,W Wilson Goode Jr,Allan Domb,William K Greenlee,Wilson Alexander,Carla M Cain,Sherrie Cohen,Thomas Wyatt,Ed Neilson,Frank Rizzo,Paul Steinke,Helen Gym,Marnie Aument Loughrey,Michael Wojcik,Todd Eagen,1
Derek S Green,3,10,10,7,3,5,6,7,4,3,6,4,3,2,0,2,10,7,1
Blondell Reynolds Brown,,1,7,5,6,2,4,2,3,4,4,3,3,2,2,2,2,6,1
Jenne Ayers,,,0,2,0,3,3,4,1,1,2,2,1,1,1,0,3,7,1
Isaiah Thomas,,,,0,8,2,2,2,2,3,2,2,2,0,0,0,6,0,1
W Wilson Goode Jr,,,,,1,1,3,1,1,3,2,2,2,1,1,1,4,1,1
Allan Domb,,,,,,4,4,2,1,1,1,3,0,0,1,2,3,3,1
William K Greenlee,,,,,,,0,1,0,0,0,5,1,2,0,2,3,2,1
Wilson Alexander,,,,,,,,1,1,3,3,0,0,1,0,0,4,3,1
Carla M Cain,,,,,,,,,0,2,2,0,2,2,1,0,3,2,1
Sherrie Cohen,,,,,,,,,,1,1,0,1,1,1,0,3,2,1
Thomas Wyatt,,,,,,,,,,,0,1,0,0,1,1,1,3,1
Ed Neilson,,,,,,,,,,,,0,0,1,0,1,1,1,1
Frank Rizzo,,,,,,,,,,,,,0,1,0,0,2,2,1
Paul Steinke,,,,,,,,,,,,,,0,1,0,1,1,1
Helen Gym,,,,,,,,,,,,,,,0,1,0,2,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,2,1,1
Michael Wojcik,,,,,,,,,,,,,,,,,0,0,1
Todd Eagen,,,,,,,,,,,,,,,,,,1,1
Total,28,18,14,13,13,12,9,9,8,8,8,6,4,4,3,3,16,11,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,2
,Blondell Reynolds Brown,William K Greenlee,Derek S Green,W Wilson Goode Jr,Allan Domb,Jenne Ayers,Isaiah Thomas,Ed Neilson,Sherrie Cohen,Paul Steinke,Helen Gym,Wilson Alexander,Frank Rizzo,Carla M Cain,Thomas Wyatt,Marnie Aument Loughrey,Todd Eagen,Michael Wojcik,2
Blondell Reynolds Brown,2,22,8,19,12,5,8,12,9,6,4,1,3,1,0,1,16,3,2
William K Greenlee,,0,4,20,10,4,10,12,8,4,2,1,3,0,1,0,16,2,2
Derek S Green,,,4,5,3,8,6,0,1,2,1,5,2,2,1,0,8,10,2
W Wilson Goode Jr,,,,0,7,2,10,12,8,2,1,2,3,1,1,0,14,4,2
Allan Domb,,,,,3,3,7,4,2,6,2,0,0,1,0,0,10,4,2
Jenne Ayers,,,,,,0,1,1,2,3,0,2,2,0,0,1,5,9,2
Isaiah Thomas,,,,,,,0,0,1,3,2,2,1,2,2,0,6,5,2
Ed Neilson,,,,,,,,0,8,3,0,0,0,0,0,0,7,1,2
Sherrie Cohen,,,,,,,,,0,3,1,0,0,0,0,1,5,1,2
Paul Steinke,,,,,,,,,,0,2,0,0,2,1,1,4,4,2
Helen Gym,,,,,,,,,,,1,0,0,0,0,0,4,1,2
Wilson Alexander,,,,,,,,,,,,0,0,0,0,0,3,2,2
Frank Rizzo,,,,,,,,,,,,,0,0,0,0,3,1,2
Carla M Cain,,,,,,,,,,,,,,0,1,0,1,2,2
Thomas Wyatt,,,,,,,,,,,,,,,0,0,1,1,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,0,0,2
Todd Eagen,,,,,,,,,,,,,,,,,5,0,2
Michael Wojcik,,,,,,,,,,,,,,,,,,5,2
