col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Mayor - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Anthony Hardy Williams,Jim Kenney,T Milton Street Sr,Doug Oliver,Nelson Diaz,Lynne M Abraham,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Daniel R Sulman,Christian Dicicco,Gary S Silver,Matthew Perks,Franklin A Bennett Iii,1
Anthony Hardy Williams,13,0,0,0,0,0,13,10,6,1,0,2,1,0,1
Jim Kenney,,10,0,0,0,0,3,6,3,3,2,2,0,1,1
T Milton Street Sr,,,2,0,0,0,1,0,1,0,1,0,1,0,1
Doug Oliver,,,,0,0,0,1,0,1,1,1,0,0,0,1
Nelson Diaz,,,,,2,0,0,0,0,0,0,0,0,0,1
Lynne M Abraham,,,,,,1,0,0,0,0,0,0,0,0,1
Sharon Williams Losier,,,,,,,0,8,7,0,1,0,2,0,1
Joffie C Pittman,,,,,,,,1,7,3,1,1,1,0,1
Christine Hope,,,,,,,,,0,2,1,0,0,0,1
Daniel R Sulman,,,,,,,,,,0,3,1,0,1,1
Christian Dicicco,,,,,,,,,,,0,0,1,1,1
Gary S Silver,,,,,,,,,,,,0,0,0,1
Matthew Perks,,,,,,,,,,,,,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,0,1
Total,33,21,4,2,2,1,19,18,12,5,4,4,2,1,1
,Mayor - Democrat,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Doug Oliver,T Milton Street Sr,Nelson Diaz,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Franklin A Bennett Iii,Christian Dicicco,Matthew Perks,Gary S Silver,Daniel R Sulman,2
Jim Kenney,21,0,0,0,0,0,6,7,3,3,2,2,2,1,2
Anthony Hardy Williams,,16,0,0,0,0,9,9,9,3,4,3,3,2,2
Lynne M Abraham,,,4,0,0,0,2,2,2,0,1,1,0,1,2
