col_1,col_2,division
,City Commissioners - Republican,1
,Al Schmidt,1
Al Schmidt,4,1
Total,4,1
,City Commissioners - Republican,2
,Al Schmidt,2
Al Schmidt,3,2
Total,3,2
,City Commissioners - Republican,3
,Al Schmidt,3
Al Schmidt,4,3
Total,4,3
,City Commissioners - Republican,4
,Al Schmidt,4
Al Schmidt,8,4
Total,8,4
,City Commissioners - Republican,5
,Al Schmidt,5
Al Schmidt,1,5
Total,1,5
,City Commissioners - Republican,6
,Al Schmidt,6
Al Schmidt,4,6
Total,4,6
,City Commissioners - Republican,7
,Al Schmidt,7
Al Schmidt,7,7
Total,7,7
,City Commissioners - Republican,8
,Al Schmidt,8
Al Schmidt,5,8
Total,5,8
,City Commissioners - Republican,9
,Al Schmidt,9
Al Schmidt,2,9
Total,2,9
,City Commissioners - Republican,10
,Al Schmidt,10
Al Schmidt,3,10
Total,3,10
,City Commissioners - Republican,12
,Al Schmidt,12
Al Schmidt,9,12
Total,9,12
,City Commissioners - Republican,13
,Al Schmidt,13
Al Schmidt,1,13
Total,1,13
,City Commissioners - Republican,14
,Al Schmidt,14
Al Schmidt,24,14
Total,24,14
,City Commissioners - Republican,15
,Al Schmidt,15
Al Schmidt,7,15
Total,7,15
,City Commissioners - Republican,16
,Al Schmidt,16
Al Schmidt,4,16
Total,4,16
,City Commissioners - Republican,17
,Al Schmidt,17
Al Schmidt,5,17
Total,5,17
,City Commissioners - Republican,18
,Al Schmidt,18
Al Schmidt,5,18
Total,5,18
,City Commissioners - Republican,19
,Al Schmidt,19
Al Schmidt,2,19
Total,2,19
,City Commissioners - Republican,20
,Al Schmidt,20
Al Schmidt,1,20
Total,1,20
,City Commissioners - Republican,21
,Al Schmidt,21
Al Schmidt,2,21
Total,2,21
,City Commissioners - Republican,23
,Al Schmidt,23
Al Schmidt,5,23
Total,5,23
,City Commissioners - Republican,24
,Al Schmidt,24
Al Schmidt,3,24
Total,3,24
,City Commissioners - Republican,25
,Al Schmidt,25
Al Schmidt,7,25
Total,7,25
,City Commissioners - Republican,26
,Al Schmidt,26
Al Schmidt,7,26
Total,7,26
,City Commissioners - Republican,27
,Al Schmidt,27
Al Schmidt,5,27
Total,5,27
,City Commissioners - Republican,28
,Al Schmidt,28
Al Schmidt,3,28
Total,3,28
,City Commissioners - Republican,29
,Al Schmidt,29
Al Schmidt,3,29
Total,3,29
,City Commissioners - Republican,30
,Al Schmidt,30
Al Schmidt,4,30
Total,4,30
,City Commissioners - Republican,31
,Al Schmidt,31
Al Schmidt,18,31
Total,18,31
,City Commissioners - Republican,32
,Al Schmidt,32
Al Schmidt,1,32
Total,1,32
,City Commissioners - Republican,33
,Al Schmidt,33
Al Schmidt,9,33
Total,9,33
,City Commissioners - Republican,34
,Al Schmidt,34
Al Schmidt,1,34
Total,1,34
,City Commissioners - Republican,35
,Al Schmidt,35
Al Schmidt,6,35
Total,6,35
,City Commissioners - Republican,36
,Al Schmidt,36
Al Schmidt,6,36
Total,6,36
,City Commissioners - Republican,37
,Al Schmidt,37
Al Schmidt,6,37
Total,6,37
,City Commissioners - Republican,38
,Al Schmidt,38
Al Schmidt,7,38
Total,7,38
,City Commissioners - Republican,39
,Al Schmidt,39
Al Schmidt,9,39
Total,9,39
,City Commissioners - Republican,40
,Al Schmidt,40
Al Schmidt,3,40
Total,3,40
,City Commissioners - Republican,41
,Al Schmidt,41
Al Schmidt,14,41
Total,14,41
,City Commissioners - Republican,42
,Al Schmidt,42
Al Schmidt,13,42
Total,13,42
,City Commissioners - Republican,43
,Al Schmidt,43
Al Schmidt,10,43
Total,10,43
,City Commissioners - Republican,44
,Al Schmidt,44
Al Schmidt,5,44
Total,5,44
,City Commissioners - Republican,45
,Al Schmidt,45
Al Schmidt,9,45
Total,9,45
,City Commissioners - Republican,46
,Al Schmidt,46
Al Schmidt,22,46
Total,22,46
,City Commissioners - Republican,All
,Al Schmidt,All
Al Schmidt,277,All
Total,277,All
