col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,District Council 10th District - Republican,Council At Large - Republican,,,,,,,All
,Brian J O Neill,Dennis M O Brien,Daniel Tinney,David Oh,Al Taubenberger,Terry Tracy,Matt Wolfe,James Williams,All
Brian J O Neill,144,"2,339","1,973","2,102","1,815","1,745","1,228","1,095",All
Dennis M O Brien,,189,"1,761","1,472","1,584","1,152",997,613,All
Daniel Tinney,,,101,"1,274","1,395","1,181","1,116",618,All
David Oh,,,,65,"1,196","1,246",751,941,All
Al Taubenberger,,,,,136,"1,022","1,038",460,All
Terry Tracy,,,,,,22,769,851,All
Matt Wolfe,,,,,,,16,345,All
James Williams,,,,,,,,20,All
Total,"4,016","3,149","2,682","2,587","2,519","2,142","1,626","1,272",All
