col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,division
,Judge Of The Commonwealth Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Todd Eagen,Michael Wojcik,Lyris Younge,Tracy B Roman,Ken Powell,Kai Scott,Leon Goodman,Frances Fattah,Rainy Papademetriou,Stephanie M Sawyer,Jennifer Schultz,Daine Grey Jr,Jon Marshall,Mia Roberts Perez,Thomas Martin,Scott Diclaudio,Abbe Fletman,Brian T Ortelere,Deborah Watson Stokes,Michael Fanning,Lynne M Summers,Leon A King Ii,Shanese Johnson,Edward William Louden Jr,Chris Mallios,Marissa Brumbach,Wayne M D Bennett,Vincent Furlong,Betsy Wahl,James F Berardinelli,Sandjai Weaver,Lucretia Clemons,Sherman Toppin,Rania Major,Stella Tsai,Joshua Hill,Tangie M Boston,Vincent N Melchiorre,Anthony Kyriakakis,Vince Giusini,Jodi Lobel,Chris Mccabe,Franklin A Bennett Iii,Starr Marshall Cash,William J Ciancaglini,All
Todd Eagen,81,0,658,727,686,513,404,352,432,472,312,342,316,402,401,363,369,200,217,337,219,219,212,233,337,147,177,155,142,131,116,121,121,144,118,104,93,83,87,73,71,69,77,78,51,All
Michael Wojcik,,54,326,337,305,306,352,313,166,252,280,282,234,198,200,203,162,158,253,99,207,186,183,172,80,126,213,163,145,133,140,146,143,151,155,126,111,89,82,86,84,82,69,68,54,All
Lyris Younge,,,48,688,622,567,317,283,390,468,240,355,277,410,349,335,384,139,207,335,189,160,170,270,332,91,147,118,117,123,92,104,156,101,101,74,76,138,72,60,72,89,53,59,34,All
Tracy B Roman,,,,39,654,497,367,238,404,454,274,345,274,417,402,373,403,159,196,331,195,162,172,289,327,95,158,148,137,144,97,112,107,143,112,81,73,92,59,69,63,48,65,56,33,All
Ken Powell,,,,,24,435,399,218,379,392,218,327,332,354,376,327,364,158,150,330,183,178,155,279,311,61,168,154,92,138,89,90,97,102,68,100,57,100,67,59,52,47,62,34,40,All
Kai Scott,,,,,,38,207,313,338,568,186,337,115,470,387,136,390,89,291,363,209,199,222,83,360,109,170,112,150,80,125,172,149,135,130,100,101,146,61,77,83,92,59,68,39,All
Leon Goodman,,,,,,,32,433,379,164,455,295,570,111,179,285,91,390,178,71,163,203,147,249,46,283,198,172,90,152,120,97,104,114,87,105,67,45,69,62,52,46,65,41,42,All
Frances Fattah,,,,,,,,43,345,271,430,233,355,185,213,117,122,321,267,99,225,206,218,84,67,337,163,134,142,76,134,131,132,132,130,113,109,69,50,46,63,66,68,72,62,All
Rainy Papademetriou,,,,,,,,,6,315,419,221,358,294,318,131,366,399,94,268,89,79,86,119,263,273,78,129,62,154,64,41,55,56,68,34,37,61,46,48,35,17,24,24,23,All
Stephanie M Sawyer,,,,,,,,,,19,190,307,99,443,356,121,347,83,270,361,202,179,200,58,361,114,138,83,151,61,109,126,100,131,126,62,111,99,56,51,54,49,55,71,45,All
Jennifer Schultz,,,,,,,,,,,16,266,404,133,137,177,183,434,164,51,178,145,153,154,55,350,147,169,149,183,105,95,92,123,114,80,74,45,89,62,56,32,40,50,43,All
Daine Grey Jr,,,,,,,,,,,,20,188,217,167,233,223,191,214,144,194,185,161,163,123,106,208,197,138,184,132,102,116,131,103,102,82,114,67,87,73,50,63,51,40,All
Jon Marshall,,,,,,,,,,,,,24,69,119,258,81,367,84,56,100,113,88,229,41,268,106,111,49,128,75,46,70,71,55,60,27,27,53,41,39,30,36,28,32,All
Mia Roberts Perez,,,,,,,,,,,,,,5,325,115,341,47,168,335,138,101,120,49,334,71,97,65,120,47,73,118,85,92,113,59,58,108,54,39,65,67,32,65,34,All
Thomas Martin,,,,,,,,,,,,,,,3,97,286,70,154,275,162,136,138,85,278,55,142,124,75,58,86,79,99,84,61,95,57,37,40,58,32,41,56,37,37,All
Scott Diclaudio,,,,,,,,,,,,,,,,34,157,144,55,97,92,78,78,258,78,41,117,100,47,136,57,32,66,76,50,49,35,83,60,57,26,24,44,23,36,All
Abbe Fletman,,,,,,,,,,,,,,,,,3,117,92,288,86,74,74,87,306,43,67,112,55,119,51,65,67,54,78,36,29,101,42,37,52,44,20,25,28,All
Brian T Ortelere,,,,,,,,,,,,,,,,,,10,62,55,61,77,69,119,28,260,103,129,50,151,48,25,51,65,45,43,31,29,37,52,28,18,41,18,23,All
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,14,85,192,164,185,59,64,109,135,94,143,59,107,149,107,112,124,65,120,59,46,36,75,82,64,76,40,All
Michael Fanning,,,,,,,,,,,,,,,,,,,,1,53,63,62,29,327,31,59,42,33,33,38,26,49,59,29,51,31,100,28,25,22,45,46,39,23,All
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,11,158,187,66,56,81,117,107,119,54,73,125,79,139,94,82,85,33,71,52,52,38,50,46,41,All
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,6,130,78,64,58,186,90,72,75,92,90,92,93,75,95,71,26,64,61,37,37,59,33,37,All
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,9,59,52,101,120,70,122,37,88,113,70,118,94,70,87,33,44,44,48,38,47,56,37,All
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,17,22,32,100,100,48,120,36,40,46,50,40,44,30,27,41,45,13,17,35,21,25,All
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,2,22,32,34,43,30,28,25,42,28,39,35,27,68,36,26,23,37,23,27,23,All
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,32,106,19,59,63,26,65,63,39,45,25,37,37,39,21,20,39,10,All
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,12,104,70,69,84,69,73,111,60,89,69,26,72,85,33,35,69,31,35,All
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,53,130,54,47,64,65,42,72,40,23,50,50,27,23,45,30,36,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,32,62,92,46,90,103,41,59,37,42,39,70,27,28,44,20,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,53,30,55,37,48,43,40,18,46,66,15,19,23,19,23,All
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,63,58,63,75,38,59,38,34,46,50,25,37,39,17,All
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,64,87,95,48,53,35,31,28,56,41,33,34,21,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,41,56,41,32,38,44,39,45,50,37,30,19,All
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,81,47,63,25,43,35,37,27,45,36,31,All
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,44,60,47,32,38,55,41,25,34,22,All
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,15,32,34,19,31,35,23,26,All
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,25,34,26,23,25,38,26,All
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,16,58,34,12,15,11,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,52,29,19,18,16,17,All
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,21,20,11,13,15,All
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,40,16,24,17,All
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17,36,17,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,14,All
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,All
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,"1,497","1,109","1,272","1,234","1,138","1,082","1,030",997,891,884,882,832,798,706,683,676,657,616,572,518,508,488,483,476,472,458,457,399,355,348,347,338,335,329,311,253,242,235,197,195,193,169,168,164,124,All
,Judge Of The Commonwealth Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Todd Eagen,Michael Wojcik,Kai Scott,Frances Fattah,Leon Goodman,Ken Powell,Lyris Younge,Jennifer Schultz,Rainy Papademetriou,Tracy B Roman,Daine Grey Jr,Brian T Ortelere,Deborah Watson Stokes,Jon Marshall,Abbe Fletman,Stephanie M Sawyer,Thomas Martin,Marissa Brumbach,Mia Roberts Perez,Edward William Louden Jr,Scott Diclaudio,Chris Mallios,Leon A King Ii,Michael Fanning,Shanese Johnson,James F Berardinelli,Rania Major,Sherman Toppin,Vincent Furlong,Joshua Hill,Lynne M Summers,Sandjai Weaver,Tangie M Boston,Stella Tsai,Betsy Wahl,Chris Mccabe,Franklin A Bennett Iii,Wayne M D Bennett,Lucretia Clemons,Anthony Kyriakakis,Vincent N Melchiorre,Starr Marshall Cash,Vince Giusini,Jodi Lobel,William J Ciancaglini,1
Todd Eagen,2,0,27,18,16,24,24,12,16,22,17,14,11,10,15,12,18,7,12,11,12,11,9,9,9,5,5,7,6,3,4,6,4,4,4,3,6,5,3,3,0,1,0,0,0,1
Michael Wojcik,,0,13,12,10,9,7,10,8,9,11,7,12,8,8,7,4,7,7,7,7,5,5,5,5,8,9,5,5,7,5,5,6,4,7,5,3,4,4,4,3,1,2,0,1,1
Kai Scott,,,2,16,12,21,22,6,11,20,21,8,17,4,16,17,16,5,13,7,4,13,12,13,8,3,7,10,7,6,7,10,7,3,7,6,6,7,6,3,5,1,1,0,0,1
Frances Fattah,,,,2,21,7,7,22,19,7,10,21,12,17,4,4,9,18,6,5,3,5,12,5,6,5,4,4,5,7,4,5,7,3,4,5,5,6,3,0,2,0,1,1,1,1
Leon Goodman,,,,,2,13,14,22,22,12,11,25,8,25,7,6,8,18,5,9,11,4,7,2,9,6,3,3,6,7,6,4,3,1,2,4,5,4,3,4,0,0,1,0,0,1
Ken Powell,,,,,,0,21,5,16,20,17,7,6,7,15,12,14,2,13,11,9,11,7,10,5,3,6,6,8,4,5,5,4,1,3,3,4,5,1,2,2,0,0,0,1,1
Lyris Younge,,,,,,,0,8,13,17,15,10,6,13,12,9,11,3,9,10,9,9,7,10,4,5,4,8,6,4,5,4,2,1,3,4,3,2,2,2,2,0,0,0,0,1
Jennifer Schultz,,,,,,,,0,21,6,8,26,5,21,9,3,4,18,4,8,8,1,4,4,6,7,4,2,4,4,2,1,3,4,3,0,3,2,1,1,1,0,1,1,0,1
Rainy Papademetriou,,,,,,,,,0,14,9,23,4,21,14,10,8,17,9,8,5,9,3,8,3,6,2,1,6,3,2,2,6,1,3,0,1,1,1,0,1,0,0,0,1,1
Tracy B Roman,,,,,,,,,,1,11,9,9,8,15,11,13,2,10,11,11,12,4,9,4,5,5,2,7,3,2,3,4,3,5,2,2,4,2,1,2,2,2,0,0,1
Daine Grey Jr,,,,,,,,,,,0,8,12,6,14,8,6,3,6,10,10,5,5,6,5,7,6,7,8,6,5,8,6,2,6,4,6,6,5,4,3,1,1,1,0,1
Brian T Ortelere,,,,,,,,,,,,0,4,21,10,6,6,18,2,7,7,3,4,3,6,6,4,0,7,3,2,1,3,2,1,0,3,1,2,2,0,0,1,0,0,1
Deborah Watson Stokes,,,,,,,,,,,,,5,2,5,8,6,6,5,6,3,4,8,2,11,4,7,4,1,2,7,6,6,4,8,4,5,4,4,3,2,2,1,0,0,1
Jon Marshall,,,,,,,,,,,,,,1,4,2,4,16,1,9,8,2,3,2,4,6,2,3,3,5,3,2,1,1,1,3,2,0,1,1,0,0,0,0,0,1
Abbe Fletman,,,,,,,,,,,,,,,0,12,10,3,11,8,10,11,3,12,2,7,5,0,6,3,0,3,4,3,3,2,1,3,1,1,2,0,1,0,0,1
Stephanie M Sawyer,,,,,,,,,,,,,,,,0,9,7,12,3,2,8,4,10,6,1,5,1,3,1,2,4,3,5,4,2,1,1,5,2,3,2,0,0,0,1
Thomas Martin,,,,,,,,,,,,,,,,,0,1,10,3,5,11,7,11,6,2,5,6,3,3,4,5,4,1,0,3,2,4,1,1,0,0,2,0,0,1
Marissa Brumbach,,,,,,,,,,,,,,,,,,0,3,3,2,1,4,1,6,1,4,0,1,2,2,2,3,4,5,0,3,0,3,2,2,1,0,0,0,1
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,0,1,3,8,5,12,2,2,3,2,1,3,1,2,3,2,4,3,1,4,2,0,3,1,0,0,1,1
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,1,12,1,4,1,4,4,4,2,5,2,1,3,3,3,6,1,2,2,1,1,1,0,0,0,1,1
Scott Diclaudio,,,,,,,,,,,,,,,,,,,,,0,3,1,2,4,6,4,1,4,3,2,1,2,2,4,2,3,2,1,2,0,0,2,0,0,1
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,0,2,9,4,4,2,2,4,4,2,1,3,0,0,2,2,2,0,2,0,0,1,0,0,1
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,0,2,5,0,4,5,4,5,5,5,3,1,3,3,3,6,2,0,1,0,0,0,1,1
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,2,3,1,3,1,2,2,1,2,3,2,1,0,1,3,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,0,3,6,3,2,5,7,1,3,3,3,2,5,1,4,4,0,1,1,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,4,4,2,1,2,0,1,2,3,2,0,1,0,0,1,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,1,4,3,5,5,5,0,1,2,4,3,0,1,1,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,3,3,1,0,2,2,3,1,1,2,1,0,0,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,2,3,1,2,1,2,2,1,3,0,0,0,1,1,1
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,0,2,5,4,5,1,2,0,0,1,0,1,1
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,1,0,3,4,1,1,2,0,1,1,0,0,1
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,2,4,3,3,2,3,1,1,0,0,0,1
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,0,0,2,3,2,1,0,1,0,1,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,0,0,3,1,0,2,0,1,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,2,2,2,2,1,0,0,1,1
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,0,1,0,0,0,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,0,0,0,0,0,1
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,1
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,0,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
