col_1,col_2,col_3,col_4,col_5,division
,District Council 7th District - Democrat,,Judge Of The Commonwealth Court - Democrat,,All
,Maria Quinones Sanchez,Manny Morales,Todd Eagen,Michael Wojcik,All
Maria Quinones Sanchez,303,0,275,161,All
Manny Morales,,182,139,102,All
Todd Eagen,,,24,0,All
Michael Wojcik,,,,19,All
Total,739,423,438,282,All
,District Council 7th District - Democrat,,Judge Of The Commonwealth Court - Democrat,,1
,Maria Quinones Sanchez,Manny Morales,Todd Eagen,Michael Wojcik,1
Maria Quinones Sanchez,29,0,32,17,1
Manny Morales,,11,8,10,1
Todd Eagen,,,3,0,1
Michael Wojcik,,,,0,1
Total,78,29,43,27,1
,District Council 7th District - Democrat,,Judge Of The Commonwealth Court - Democrat,,2
,Maria Quinones Sanchez,Manny Morales,Todd Eagen,Michael Wojcik,2
Maria Quinones Sanchez,29,0,7,9,2
Manny Morales,,22,10,7,2
Todd Eagen,,,1,0,2
Michael Wojcik,,,,0,2
Total,45,39,18,16,2
,District Council 7th District - Democrat,,Judge Of The Commonwealth Court - Democrat,,3
,Manny Morales,Maria Quinones Sanchez,Todd Eagen,Michael Wojcik,3
Manny Morales,30,0,25,3,3
Maria Quinones Sanchez,,10,22,6,3
Todd Eagen,,,2,0,3
Michael Wojcik,,,,3,3
Total,58,38,49,12,3
,District Council 7th District - Democrat,,Judge Of The Commonwealth Court - Democrat,,4
,Maria Quinones Sanchez,Manny Morales,Todd Eagen,Michael Wojcik,4
Maria Quinones Sanchez,13,0,28,13,4
Manny Morales,,7,1,5,4
Todd Eagen,,,0,0,4
Michael Wojcik,,,,0,4
Total,54,13,29,18,4
,District Council 7th District - Democrat,,Judge Of The Commonwealth Court - Democrat,,5
,Maria Quinones Sanchez,Manny Morales,Todd Eagen,Michael Wojcik,5
Maria Quinones Sanchez,29,0,19,12,5
Manny Morales,,13,11,8,5
Todd Eagen,,,3,0,5
Michael Wojcik,,,,3,5
Total,60,32,33,23,5
,District Council 7th District - Democrat,,Judge Of The Commonwealth Court - Democrat,,6
,Maria Quinones Sanchez,Manny Morales,Michael Wojcik,Todd Eagen,6
Maria Quinones Sanchez,8,0,13,11,6
Manny Morales,,13,8,10,6
Michael Wojcik,,,3,0,6
Todd Eagen,,,,2,6
Total,32,31,24,23,6
,District Council 7th District - Democrat,,Judge Of The Commonwealth Court - Democrat,,7
,Maria Quinones Sanchez,Manny Morales,Todd Eagen,Michael Wojcik,7
Maria Quinones Sanchez,34,0,33,7,7
Manny Morales,,16,7,6,7
Todd Eagen,,,2,0,7
Michael Wojcik,,,,0,7
Total,74,29,42,13,7
,District Council 7th District - Democrat,,Judge Of The Commonwealth Court - Democrat,,8
,Maria Quinones Sanchez,Manny Morales,Todd Eagen,Michael Wojcik,8
Maria Quinones Sanchez,17,0,19,17,8
Manny Morales,,9,11,8,8
Todd Eagen,,,2,0,8
Michael Wojcik,,,,2,8
Total,53,28,32,27,8
,District Council 7th District - Democrat,,Judge Of The Commonwealth Court - Democrat,,9
,Maria Quinones Sanchez,Manny Morales,Todd Eagen,Michael Wojcik,9
Maria Quinones Sanchez,24,0,18,8,9
Manny Morales,,15,8,10,9
Todd Eagen,,,1,0,9
Michael Wojcik,,,,0,9
Total,50,33,27,18,9
,District Council 7th District - Democrat,,Judge Of The Commonwealth Court - Democrat,,10
,Maria Quinones Sanchez,Manny Morales,Michael Wojcik,Todd Eagen,10
Maria Quinones Sanchez,20,0,15,11,10
Manny Morales,,7,7,6,10
Michael Wojcik,,,1,0,10
Todd Eagen,,,,0,10
Total,46,20,23,17,10
,District Council 7th District - Democrat,,Judge Of The Commonwealth Court - Democrat,,11
,Maria Quinones Sanchez,Manny Morales,Todd Eagen,Michael Wojcik,11
Maria Quinones Sanchez,24,0,16,13,11
Manny Morales,,10,10,9,11
Todd Eagen,,,2,0,11
Michael Wojcik,,,,2,11
Total,53,29,28,24,11
,District Council 7th District - Democrat,,Judge Of The Commonwealth Court - Democrat,,14
,Maria Quinones Sanchez,Manny Morales,Todd Eagen,Michael Wojcik,14
Maria Quinones Sanchez,24,0,39,12,14
Manny Morales,,5,17,8,14
Todd Eagen,,,6,0,14
Michael Wojcik,,,,3,14
Total,75,30,62,23,14
,District Council 7th District - Democrat,,Judge Of The Commonwealth Court - Democrat,,22
,Maria Quinones Sanchez,Manny Morales,Todd Eagen,Michael Wojcik,22
Maria Quinones Sanchez,22,0,17,13,22
Manny Morales,,9,10,5,22
Todd Eagen,,,0,0,22
Michael Wojcik,,,,2,22
Total,52,24,27,20,22
,District Council 7th District - Democrat,,Judge Of The Commonwealth Court - Democrat,,23
,Maria Quinones Sanchez,Manny Morales,Michael Wojcik,Todd Eagen,23
Maria Quinones Sanchez,20,0,6,3,23
Manny Morales,,15,8,5,23
Michael Wojcik,,,0,0,23
Todd Eagen,,,,0,23
Total,29,28,14,8,23
