col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Justice Of The Supreme Court - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Kevin M Dougherty,Anne E Lazarus,Christine Donohue,David Wecht,John Henry Foradora,Dwayne D Woodruff,Helen Gym,Sherrie Cohen,Allan Domb,Paul Steinke,Blondell Reynolds Brown,William K Greenlee,Derek S Green,Jenne Ayers,Frank Rizzo,W Wilson Goode Jr,Thomas Wyatt,Ed Neilson,Isaiah Thomas,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,All
Kevin M Dougherty,118,594,363,295,70,51,363,326,328,263,303,287,239,198,256,188,192,210,152,154,130,92,All
Anne E Lazarus,,18,370,277,88,54,447,356,267,287,243,222,174,216,180,153,187,109,161,147,124,78,All
Christine Donohue,,,13,164,54,44,263,221,152,150,141,129,177,220,125,92,116,66,102,140,100,76,All
David Wecht,,,,31,34,16,184,187,140,147,153,156,138,104,90,112,87,113,82,47,43,64,All
John Henry Foradora,,,,,1,16,59,53,50,34,42,31,35,40,34,26,44,21,19,36,25,15,All
Dwayne D Woodruff,,,,,,3,36,40,24,35,26,30,31,24,13,28,37,15,25,21,11,15,All
Helen Gym,,,,,,,27,299,136,248,156,128,89,154,77,114,127,53,126,108,79,33,All
Sherrie Cohen,,,,,,,,1,106,165,190,180,86,125,81,143,99,105,92,94,52,32,All
Allan Domb,,,,,,,,,16,149,91,104,107,78,113,52,95,54,52,52,44,37,All
Paul Steinke,,,,,,,,,,3,77,99,91,60,70,45,140,45,90,41,36,31,All
Blondell Reynolds Brown,,,,,,,,,,,1,188,101,77,73,148,55,120,71,47,53,30,All
William K Greenlee,,,,,,,,,,,,6,78,47,85,135,50,135,59,23,45,22,All
Derek S Green,,,,,,,,,,,,,8,89,67,47,88,49,56,49,43,71,All
Jenne Ayers,,,,,,,,,,,,,,2,59,36,56,19,35,117,70,51,All
Frank Rizzo,,,,,,,,,,,,,,,5,57,49,45,41,48,45,31,All
W Wilson Goode Jr,,,,,,,,,,,,,,,,3,34,86,69,19,16,20,All
Thomas Wyatt,,,,,,,,,,,,,,,,,1,32,63,35,21,40,All
Ed Neilson,,,,,,,,,,,,,,,,,,13,27,15,30,14,All
Isaiah Thomas,,,,,,,,,,,,,,,,,,,3,25,20,17,All
