col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Alice Beck Dubow,Robert Colville,Sharon Williams Losier,Christine Hope,Christian Dicicco,Joffie C Pittman,Matthew Perks,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,All
Alice Beck Dubow,131,0,306,277,198,177,154,91,75,72,All
Robert Colville,,23,37,36,28,33,28,17,16,16,All
Sharon Williams Losier,,,14,152,98,81,76,41,25,23,All
Christine Hope,,,,17,123,58,47,36,43,39,All
Christian Dicicco,,,,,18,25,38,33,27,33,All
Joffie C Pittman,,,,,,16,60,24,16,25,All
Matthew Perks,,,,,,,12,20,20,21,All
Gary S Silver,,,,,,,,5,16,16,All
Franklin A Bennett Iii,,,,,,,,,6,12,All
Daniel R Sulman,,,,,,,,,,2,All
Total,773,136,369,347,255,237,201,123,101,96,All
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Alice Beck Dubow,Robert Colville,Christine Hope,Sharon Williams Losier,Matthew Perks,Christian Dicicco,Gary S Silver,Joffie C Pittman,Daniel R Sulman,Franklin A Bennett Iii,1
Alice Beck Dubow,7,0,18,14,9,7,8,7,7,4,1
Robert Colville,,3,1,0,1,2,0,0,0,0,1
Christine Hope,,,1,10,2,6,6,1,4,4,1
Sharon Williams Losier,,,,1,4,2,2,2,3,1,1
Matthew Perks,,,,,0,2,1,4,3,1,1
Christian Dicicco,,,,,,0,2,0,2,1,1
Gary S Silver,,,,,,,0,1,1,3,1
Joffie C Pittman,,,,,,,,0,1,2,1
Daniel R Sulman,,,,,,,,,0,0,1
Franklin A Bennett Iii,,,,,,,,,,0,1
Total,40,6,23,17,11,10,10,8,7,7,1
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Alice Beck Dubow,Robert Colville,Christine Hope,Sharon Williams Losier,Christian Dicicco,Matthew Perks,Joffie C Pittman,Franklin A Bennett Iii,Daniel R Sulman,Gary S Silver,2
Alice Beck Dubow,7,0,14,16,13,13,10,6,5,6,2
Robert Colville,,1,3,2,1,0,2,1,0,0,2
Christine Hope,,,2,6,9,6,1,2,0,1,2
Sharon Williams Losier,,,,0,3,6,6,3,0,3,2
Christian Dicicco,,,,,2,5,0,3,3,3,2
Matthew Perks,,,,,,0,5,0,0,0,2
Joffie C Pittman,,,,,,,0,0,1,1,2
Franklin A Bennett Iii,,,,,,,,0,1,1,2
Daniel R Sulman,,,,,,,,,1,3,2
Gary S Silver,,,,,,,,,,0,2
Total,44,7,19,18,16,13,12,7,6,6,2
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,3
,Alice Beck Dubow,Robert Colville,Christine Hope,Sharon Williams Losier,Christian Dicicco,Matthew Perks,Gary S Silver,Daniel R Sulman,Joffie C Pittman,Franklin A Bennett Iii,3
Alice Beck Dubow,7,0,14,13,10,7,4,5,5,1,3
Robert Colville,,3,2,2,1,0,3,0,0,1,3
Christine Hope,,,1,10,6,2,1,2,2,0,3
Sharon Williams Losier,,,,0,6,4,4,1,2,1,3
Christian Dicicco,,,,,2,1,2,3,1,0,3
Matthew Perks,,,,,,1,1,1,1,0,3
Gary S Silver,,,,,,,0,1,0,1,3
Daniel R Sulman,,,,,,,,0,3,0,3
Joffie C Pittman,,,,,,,,,0,0,3
Franklin A Bennett Iii,,,,,,,,,,1,3
Total,33,8,17,15,13,8,7,6,6,3,3
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,4
,Alice Beck Dubow,Robert Colville,Sharon Williams Losier,Christian Dicicco,Christine Hope,Matthew Perks,Joffie C Pittman,Daniel R Sulman,Franklin A Bennett Iii,Gary S Silver,4
Alice Beck Dubow,2,0,16,11,10,9,5,3,3,4,4
Robert Colville,,1,0,3,4,1,2,2,1,0,4
Sharon Williams Losier,,,2,7,6,5,3,2,0,1,4
Christian Dicicco,,,,1,7,4,0,4,2,3,4
Christine Hope,,,,,2,2,3,3,3,0,4
Matthew Perks,,,,,,0,3,0,0,1,4
Joffie C Pittman,,,,,,,0,0,2,0,4
Daniel R Sulman,,,,,,,,0,1,0,4
Franklin A Bennett Iii,,,,,,,,,0,0,4
Gary S Silver,,,,,,,,,,0,4
Total,28,7,18,16,16,11,7,5,4,4,4
,Judge Of The Superior Court - Democrat,,Judge Of The Municipal Court - Democrat,,,,,,,,5
,Alice Beck Dubow,Robert Colville,Sharon Williams Losier,Christine Hope,Christian Dicicco,Joffie C Pittman,Matthew Perks,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,5
Alice Beck Dubow,7,0,20,18,13,6,8,7,2,0,5
Robert Colville,,0,3,1,2,4,3,2,3,1,5
Sharon Williams Losier,,,0,12,5,3,4,4,0,1,5
