col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,District Council 2nd District - Democrat,,Mayor - Democrat,,,,,,1
,Kenyatta Johnson,Ori C Feibush,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Nelson Diaz,Doug Oliver,T Milton Street Sr,1
Kenyatta Johnson,7,0,62,49,6,3,2,0,1
Ori C Feibush,,3,35,5,1,0,0,0,1
Jim Kenney,,,8,0,0,0,0,0,1
Anthony Hardy Williams,,,,2,0,0,0,0,1
Lynne M Abraham,,,,,0,0,0,0,1
Nelson Diaz,,,,,,0,0,0,1
Doug Oliver,,,,,,,0,0,1
T Milton Street Sr,,,,,,,,0,1
Total,129,44,105,56,7,3,2,0,1
,District Council 2nd District - Democrat,,Mayor - Democrat,,,,,,2
,Kenyatta Johnson,Ori C Feibush,Jim Kenney,Anthony Hardy Williams,Doug Oliver,Lynne M Abraham,T Milton Street Sr,Nelson Diaz,2
Kenyatta Johnson,7,0,42,51,9,2,3,2,2
Ori C Feibush,,1,31,6,2,6,0,0,2
Jim Kenney,,,3,0,0,0,0,0,2
Anthony Hardy Williams,,,,3,0,0,0,0,2
Doug Oliver,,,,,0,0,0,0,2
Lynne M Abraham,,,,,,0,0,0,2
T Milton Street Sr,,,,,,,0,0,2
Nelson Diaz,,,,,,,,0,2
Total,116,46,76,60,11,8,3,2,2
,District Council 2nd District - Democrat,,Mayor - Democrat,,,,,,3
,Kenyatta Johnson,Ori C Feibush,Anthony Hardy Williams,Jim Kenney,T Milton Street Sr,Lynne M Abraham,Doug Oliver,Nelson Diaz,3
Kenyatta Johnson,16,0,68,45,7,2,3,0,3
Ori C Feibush,,1,7,26,1,3,1,2,3
Anthony Hardy Williams,,,5,0,0,0,0,0,3
Jim Kenney,,,,2,0,0,0,0,3
T Milton Street Sr,,,,,0,0,0,0,3
Lynne M Abraham,,,,,,0,0,0,3
Doug Oliver,,,,,,,0,0,3
Nelson Diaz,,,,,,,,0,3
Total,141,41,80,73,8,5,4,2,3
,District Council 2nd District - Democrat,,Mayor - Democrat,,,,,,4
,Kenyatta Johnson,Ori C Feibush,Anthony Hardy Williams,Jim Kenney,Doug Oliver,Lynne M Abraham,T Milton Street Sr,Nelson Diaz,4
Kenyatta Johnson,5,0,56,36,3,3,1,1,4
Ori C Feibush,,0,2,8,1,1,0,0,4
Anthony Hardy Williams,,,1,0,0,0,0,0,4
Jim Kenney,,,,1,0,0,0,0,4
Doug Oliver,,,,,0,0,0,0,4
Lynne M Abraham,,,,,,0,0,0,4
T Milton Street Sr,,,,,,,1,0,4
Nelson Diaz,,,,,,,,0,4
Total,105,12,59,45,4,4,2,1,4
,District Council 2nd District - Democrat,,Mayor - Democrat,,,,,,5
,Kenyatta Johnson,Ori C Feibush,Anthony Hardy Williams,Jim Kenney,Lynne M Abraham,Doug Oliver,T Milton Street Sr,Nelson Diaz,5
Kenyatta Johnson,15,0,90,42,5,5,4,2,5
Ori C Feibush,,0,2,15,3,2,0,2,5
Anthony Hardy Williams,,,8,0,0,0,0,0,5
Jim Kenney,,,,2,0,0,0,0,5
Lynne M Abraham,,,,,0,0,0,0,5
Doug Oliver,,,,,,0,0,0,5
T Milton Street Sr,,,,,,,2,0,5
Nelson Diaz,,,,,,,,0,5
Total,163,24,100,59,8,7,6,4,5
,District Council 2nd District - Democrat,,Mayor - Democrat,,,,,,6
,Kenyatta Johnson,Ori C Feibush,Anthony Hardy Williams,Jim Kenney,Doug Oliver,Nelson Diaz,Lynne M Abraham,T Milton Street Sr,6
Kenyatta Johnson,10,0,80,43,10,9,2,4,6
Ori C Feibush,,0,3,14,1,0,1,0,6
Anthony Hardy Williams,,,6,0,0,0,0,0,6
Jim Kenney,,,,8,0,0,0,0,6
Doug Oliver,,,,,1,0,0,0,6
Nelson Diaz,,,,,,1,0,0,6
Lynne M Abraham,,,,,,,1,0,6
T Milton Street Sr,,,,,,,,0,6
Total,158,19,89,65,12,10,4,4,6
,District Council 2nd District - Democrat,,Mayor - Democrat,,,,,,7
,Kenyatta Johnson,Ori C Feibush,Anthony Hardy Williams,Jim Kenney,Doug Oliver,Lynne M Abraham,T Milton Street Sr,Nelson Diaz,7
Kenyatta Johnson,11,0,56,43,5,3,4,0,7
Ori C Feibush,,0,4,8,1,1,1,0,7
Anthony Hardy Williams,,,2,0,0,0,0,0,7
Jim Kenney,,,,8,0,0,0,0,7
Doug Oliver,,,,,2,0,0,0,7
Lynne M Abraham,,,,,,1,0,0,7
T Milton Street Sr,,,,,,,0,0,7
Nelson Diaz,,,,,,,,0,7
Total,122,15,62,59,8,5,5,0,7
,District Council 2nd District - Democrat,,Mayor - Democrat,,,,,,8
,Kenyatta Johnson,Ori C Feibush,Anthony Hardy Williams,Jim Kenney,Doug Oliver,Lynne M Abraham,T Milton Street Sr,Nelson Diaz,8
Kenyatta Johnson,11,0,73,40,4,2,3,2,8
Ori C Feibush,,2,9,10,0,1,0,0,8
Anthony Hardy Williams,,,4,0,0,0,0,0,8
Jim Kenney,,,,4,0,0,0,0,8
Doug Oliver,,,,,1,0,0,0,8
