col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,division
,District Council 5th District - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Darrell L Clarke,Rainy Papademetriou,Abbe Fletman,Kai Scott,Mia Roberts Perez,Stella Tsai,Chris Mallios,Ken Powell,Anthony Kyriakakis,Brian T Ortelere,James F Berardinelli,Jennifer Schultz,Stephanie M Sawyer,Vincent N Melchiorre,Daine Grey Jr,Michael Fanning,Tracy B Roman,Chris Mccabe,Deborah Watson Stokes,Betsy Wahl,Lucretia Clemons,Leon Goodman,Jodi Lobel,Lyris Younge,Lynne M Summers,Frances Fattah,Joshua Hill,Marissa Brumbach,Scott Diclaudio,Leon A King Ii,Rania Major,Shanese Johnson,Sandjai Weaver,Vince Giusini,Thomas Martin,Vincent Furlong,Starr Marshall Cash,Sherman Toppin,Edward William Louden Jr,Wayne M D Bennett,Jon Marshall,Franklin A Bennett Iii,William J Ciancaglini,Tangie M Boston,All
Darrell L Clarke,62,156,167,167,177,166,146,137,131,125,130,98,96,81,84,80,87,67,78,69,73,67,55,56,66,63,46,57,55,45,48,44,38,39,32,31,35,39,33,35,32,16,16,15,All
Rainy Papademetriou,,7,156,152,133,145,133,114,117,124,106,47,56,86,57,66,32,40,23,39,35,17,28,23,20,18,28,20,22,26,15,6,21,17,17,15,11,8,7,11,11,2,3,3,All
Abbe Fletman,,,6,168,129,144,155,114,110,113,109,42,58,77,58,66,30,31,29,36,42,19,42,21,24,13,24,23,20,20,16,7,14,16,20,13,7,7,10,15,11,4,2,5,All
Kai Scott,,,,1,144,142,148,113,116,111,107,39,77,84,64,79,24,38,40,42,44,25,41,31,19,22,30,23,15,31,15,18,21,11,17,14,14,15,7,17,6,6,5,5,All
Mia Roberts Perez,,,,,1,147,121,111,107,100,96,54,76,69,60,74,41,29,50,56,41,27,30,26,34,25,26,39,21,22,33,24,27,18,9,12,22,14,14,15,7,4,7,9,All
Stella Tsai,,,,,,0,123,108,113,101,100,60,71,65,48,63,37,27,44,49,38,18,34,15,37,24,25,35,13,23,30,22,23,10,5,10,17,7,7,10,6,2,2,9,All
Chris Mallios,,,,,,,3,98,106,100,99,31,52,67,47,65,21,33,32,29,26,10,33,14,14,15,20,17,14,21,10,5,6,11,7,6,8,8,2,14,4,1,2,4,All
Ken Powell,,,,,,,,0,94,105,105,24,46,73,54,72,33,25,21,12,18,30,18,28,12,16,17,8,27,16,9,13,17,12,17,19,5,12,21,12,24,6,5,4,All
