col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Allan Domb,Ed Neilson,Frank Rizzo,Sherrie Cohen,William K Greenlee,Paul Steinke,Derek S Green,Helen Gym,Thomas Wyatt,Blondell Reynolds Brown,Isaiah Thomas,Jenne Ayers,W Wilson Goode Jr,Carla M Cain,Wilson Alexander,Marnie Aument Loughrey,Christine Hope,Sharon Williams Losier,Christian Dicicco,Matthew Perks,Joffie C Pittman,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,All
Allan Domb,133,705,589,594,512,619,299,414,419,271,204,236,134,177,130,137,748,486,446,417,362,370,312,149,All
Ed Neilson,,93,427,438,626,386,266,311,238,316,329,85,219,66,51,85,649,472,366,289,282,195,249,116,All
Frank Rizzo,,,67,332,334,292,198,234,199,138,119,140,136,111,80,98,487,311,418,247,164,223,186,130,All
Sherrie Cohen,,,,23,393,332,187,358,178,242,124,189,105,167,63,91,537,367,265,228,278,270,270,103,All
William K Greenlee,,,,,14,263,290,240,147,345,170,85,229,69,42,62,512,315,285,246,278,163,228,96,All
Paul Steinke,,,,,,14,255,331,402,103,232,125,92,86,61,87,431,290,300,325,222,206,229,89,All
Derek S Green,,,,,,,42,133,270,213,199,198,160,96,179,77,420,361,210,275,289,161,149,99,All
Helen Gym,,,,,,,,29,186,157,144,143,152,117,41,103,406,267,230,230,211,142,205,71,All
Thomas Wyatt,,,,,,,,,12,66,168,133,61,92,100,70,320,201,217,266,191,160,148,95,All
Blondell Reynolds Brown,,,,,,,,,,15,106,77,211,64,51,61,338,254,143,133,235,97,120,63,All
Isaiah Thomas,,,,,,,,,,,4,44,146,21,20,23,268,299,117,134,153,66,100,48,All
Jenne Ayers,,,,,,,,,,,,9,40,195,141,101,307,299,176,157,172,115,73,60,All
W Wilson Goode Jr,,,,,,,,,,,,,4,26,22,12,234,156,105,116,144,72,89,50,All
Carla M Cain,,,,,,,,,,,,,,6,65,82,249,189,150,88,107,103,51,47,All
Wilson Alexander,,,,,,,,,,,,,,,5,34,138,151,85,133,122,72,48,49,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,170,131,140,85,75,54,48,58,All
Christine Hope,,,,,,,,,,,,,,,,,49,573,442,285,345,239,208,147,All
Sharon Williams Losier,,,,,,,,,,,,,,,,,,27,237,204,307,166,96,77,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,14,190,120,136,133,107,All
Matthew Perks,,,,,,,,,,,,,,,,,,,,20,278,114,181,59,All
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,,9,88,197,29,All
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,12,142,66,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,10,61,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,4,All
Total,"1,920","1,614","1,212","1,143","1,121","1,080",978,925,800,690,659,591,484,428,350,314,"1,633","1,216",909,838,802,627,604,314,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Allan Domb,Ed Neilson,Sherrie Cohen,Blondell Reynolds Brown,Frank Rizzo,Derek S Green,Jenne Ayers,Paul Steinke,William K Greenlee,Isaiah Thomas,Helen Gym,Thomas Wyatt,Wilson Alexander,Marnie Aument Loughrey,W Wilson Goode Jr,Carla M Cain,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Gary S Silver,Matthew Perks,Christian Dicicco,Daniel R Sulman,Franklin A Bennett Iii,1
Allan Domb,3,11,12,8,7,3,4,7,10,3,5,2,1,2,1,0,8,11,6,7,4,1,4,1,1
Ed Neilson,,0,9,6,2,2,1,5,8,6,1,1,0,1,1,1,12,9,5,5,1,2,2,0,1
Sherrie Cohen,,,1,5,6,3,3,8,8,2,2,2,2,1,0,1,8,10,6,5,1,1,3,0,1
Blondell Reynolds Brown,,,,0,4,3,6,3,6,2,1,1,1,2,2,1,7,8,6,2,0,2,2,2,1
Frank Rizzo,,,,,0,3,2,5,1,2,3,2,1,0,3,1,7,9,3,2,1,3,0,2,1
Derek S Green,,,,,,1,4,3,0,2,3,3,4,2,2,1,8,7,3,2,3,2,1,2,1
Jenne Ayers,,,,,,,0,1,1,3,1,2,3,2,2,2,5,6,6,1,1,1,2,3,1
Paul Steinke,,,,,,,,0,4,2,2,3,0,1,0,0,5,6,2,4,2,1,2,0,1
William K Greenlee,,,,,,,,,0,1,1,0,0,2,0,0,5,7,2,2,0,1,1,0,1
Isaiah Thomas,,,,,,,,,,0,0,1,0,0,1,1,7,4,4,1,1,0,0,1,1
Helen Gym,,,,,,,,,,,1,2,2,1,1,0,3,5,1,2,1,1,2,2,1
Thomas Wyatt,,,,,,,,,,,,0,2,1,0,0,3,4,2,1,2,1,2,2,1
Wilson Alexander,,,,,,,,,,,,,0,1,0,0,4,2,2,1,1,1,2,1,1
Marnie Aument Loughrey,,,,,,,,,,,,,,0,0,0,2,3,0,1,1,1,0,0,1
W Wilson Goode Jr,,,,,,,,,,,,,,,0,0,2,3,2,0,1,1,0,1,1
Carla M Cain,,,,,,,,,,,,,,,,0,2,3,1,0,0,0,0,1,1
Sharon Williams Losier,,,,,,,,,,,,,,,,,0,14,7,2,2,3,2,2,1
Christine Hope,,,,,,,,,,,,,,,,,,1,6,2,3,3,1,4,1
Joffie C Pittman,,,,,,,,,,,,,,,,,,,0,2,0,0,3,1,1
Gary S Silver,,,,,,,,,,,,,,,,,,,,0,1,1,3,0,1
Matthew Perks,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,0,1,1
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,26,19,19,14,14,13,12,12,11,9,8,7,6,4,4,3,26,25,11,8,7,6,5,5,1
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Derek S Green,Sherrie Cohen,Allan Domb,Jenne Ayers,Isaiah Thomas,Ed Neilson,Frank Rizzo,Marnie Aument Loughrey,Wilson Alexander,Paul Steinke,Thomas Wyatt,Blondell Reynolds Brown,Carla M Cain,Helen Gym,W Wilson Goode Jr,William K Greenlee,Christine Hope,Sharon Williams Losier,Christian Dicicco,Joffie C Pittman,Daniel R Sulman,Franklin A Bennett Iii,Gary S Silver,Matthew Perks,2
Derek S Green,2,5,5,5,5,3,0,2,5,2,3,2,0,2,1,1,4,9,2,4,1,2,1,3,2
Sherrie Cohen,,2,4,4,3,1,1,2,2,3,2,3,2,3,1,2,6,2,5,2,3,1,1,0,2
Allan Domb,,,1,5,2,4,3,4,3,4,4,0,1,0,0,0,5,5,5,2,2,0,1,2,2
Jenne Ayers,,,,0,1,2,1,2,3,2,1,0,3,1,0,0,4,7,2,2,0,1,2,2,2
Isaiah Thomas,,,,,0,4,1,0,1,1,1,2,0,2,2,1,1,4,1,2,2,1,1,0,2
Ed Neilson,,,,,,0,3,2,1,0,1,0,1,1,0,0,0,4,2,0,1,1,2,0,2
Frank Rizzo,,,,,,,1,2,0,0,1,0,1,1,0,0,2,2,2,0,1,0,2,0,2
Marnie Aument Loughrey,,,,,,,,0,1,1,2,1,1,0,0,1,4,3,5,1,1,0,1,0,2
Wilson Alexander,,,,,,,,,0,1,3,1,0,0,0,0,2,4,1,2,0,2,1,2,2
Paul Steinke,,,,,,,,,,0,1,1,0,0,0,1,4,1,3,2,1,0,0,1,2
Thomas Wyatt,,,,,,,,,,,0,1,0,0,0,0,3,2,3,1,2,1,1,1,2
Blondell Reynolds Brown,,,,,,,,,,,,0,0,0,2,1,2,0,2,2,0,1,0,0,2
Carla M Cain,,,,,,,,,,,,,0,1,0,0,2,2,1,1,0,0,1,0,2
Helen Gym,,,,,,,,,,,,,,0,0,1,1,2,1,1,2,0,1,0,2
W Wilson Goode Jr,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,2
William K Greenlee,,,,,,,,,,,,,,,,0,1,0,1,2,1,0,0,0,2
Christine Hope,,,,,,,,,,,,,,,,,2,4,6,1,1,2,1,0,2
Sharon Williams Losier,,,,,,,,,,,,,,,,,,0,2,3,0,1,2,3,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,0,1,3,1,1,0,2
Joffie C Pittman,,,,,,,,,,,,,,,,,,,,0,1,0,0,3,2
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,0,0,1,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,0,1,0,2
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Matthew Perks,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,15,13,12,9,8,7,6,6,6,5,5,4,4,4,3,2,14,13,9,7,4,3,3,3,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,3
,Allan Domb,Ed Neilson,Sherrie Cohen,Frank Rizzo,Derek S Green,Helen Gym,Isaiah Thomas,Paul Steinke,William K Greenlee,Thomas Wyatt,Jenne Ayers,W Wilson Goode Jr,Wilson Alexander,Blondell Reynolds Brown,Carla M Cain,Marnie Aument Loughrey,Sharon Williams Losier,Christine Hope,Matthew Perks,Christian Dicicco,Daniel R Sulman,Gary S Silver,Joffie C Pittman,Franklin A Bennett Iii,3
Allan Domb,0,16,23,29,10,15,8,21,13,15,12,7,9,5,3,4,17,26,14,18,12,17,8,5,3
Ed Neilson,,1,13,10,6,11,17,11,8,8,2,3,5,1,3,1,15,14,11,9,9,8,5,1,3
