col_1,col_2,col_3,col_4,col_5,division
,Judge Of The Superior Court - Democrat,,District Council 2nd District - Democrat,,1
,Alice Beck Dubow,Robert Colville,Ori C Feibush,Kenyatta Johnson,1
Alice Beck Dubow,9,0,94,35,1
Robert Colville,,2,3,7,1
Ori C Feibush,,,15,0,1
Kenyatta Johnson,,,,3,1
Total,138,12,112,45,1
,Judge Of The Superior Court - Democrat,,District Council 2nd District - Democrat,,2
,Alice Beck Dubow,Robert Colville,Ori C Feibush,Kenyatta Johnson,2
Alice Beck Dubow,16,0,107,48,2
Robert Colville,,1,6,2,2
Ori C Feibush,,,16,0,2
Kenyatta Johnson,,,,6,2
Total,171,9,129,56,2
,Judge Of The Superior Court - Democrat,,District Council 2nd District - Democrat,,3
,Alice Beck Dubow,Robert Colville,Ori C Feibush,Kenyatta Johnson,3
Alice Beck Dubow,17,0,72,67,3
Robert Colville,,0,7,5,3
Ori C Feibush,,,21,0,3
Kenyatta Johnson,,,,12,3
Total,156,12,100,84,3
,Judge Of The Superior Court - Democrat,,District Council 2nd District - Democrat,,4
,Alice Beck Dubow,Robert Colville,Ori C Feibush,Kenyatta Johnson,4
Alice Beck Dubow,14,0,72,66,4
Robert Colville,,1,6,2,4
Ori C Feibush,,,17,0,4
Kenyatta Johnson,,,,5,4
Total,152,9,95,73,4
,Judge Of The Superior Court - Democrat,,District Council 2nd District - Democrat,,5
,Alice Beck Dubow,Robert Colville,Ori C Feibush,Kenyatta Johnson,5
Alice Beck Dubow,18,0,47,43,5
Robert Colville,,0,4,1,5
Ori C Feibush,,,10,0,5
Kenyatta Johnson,,,,5,5
Total,108,5,61,49,5
,Judge Of The Superior Court - Democrat,,District Council 2nd District - Democrat,,6
,Alice Beck Dubow,Robert Colville,Ori C Feibush,Kenyatta Johnson,6
Alice Beck Dubow,20,0,111,43,6
Robert Colville,,1,5,3,6
Ori C Feibush,,,14,0,6
Kenyatta Johnson,,,,7,6
Total,174,9,130,53,6
,Judge Of The Superior Court - Democrat,,District Council 2nd District - Democrat,,7
,Alice Beck Dubow,Robert Colville,Ori C Feibush,Kenyatta Johnson,7
Alice Beck Dubow,33,0,76,66,7
Robert Colville,,1,4,11,7
Ori C Feibush,,,15,0,7
Kenyatta Johnson,,,,14,7
Total,175,16,95,91,7
,Judge Of The Superior Court - Democrat,,District Council 2nd District - Democrat,,8
,Alice Beck Dubow,Robert Colville,Kenyatta Johnson,Ori C Feibush,8
Alice Beck Dubow,147,0,0,0,8
Robert Colville,,14,0,0,8
Kenyatta Johnson,,,0,0,8
Ori C Feibush,,,,0,8
Total,147,14,0,0,8
,Judge Of The Superior Court - Democrat,,District Council 2nd District - Democrat,,9
,Alice Beck Dubow,Robert Colville,Ori C Feibush,Kenyatta Johnson,9
Alice Beck Dubow,13,0,84,47,9
Robert Colville,,0,7,8,9
Ori C Feibush,,,16,0,9
Kenyatta Johnson,,,,11,9
Total,144,15,107,66,9
