col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,All
,Christian Dicicco,Christine Hope,Joffie C Pittman,Sharon Williams Losier,Matthew Perks,Daniel R Sulman,Gary S Silver,Franklin A Bennett Iii,Thomas Wyatt,Helen Gym,Ed Neilson,William K Greenlee,Allan Domb,Paul Steinke,Sherrie Cohen,Blondell Reynolds Brown,Derek S Green,Frank Rizzo,Jenne Ayers,Isaiah Thomas,W Wilson Goode Jr,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,All
Christian Dicicco,134,421,164,203,113,107,75,54,639,348,573,525,360,248,260,235,226,312,160,117,113,108,94,44,All
Christine Hope,,14,171,238,75,57,58,48,294,240,293,296,190,139,210,193,170,116,148,104,104,122,86,32,All
Joffie C Pittman,,,8,146,259,252,24,21,245,321,100,173,151,212,234,196,178,82,123,131,114,65,48,49,All
Sharon Williams Losier,,,,12,79,33,38,27,128,177,120,120,137,99,187,136,154,90,150,65,76,95,79,57,All
Matthew Perks,,,,,6,201,31,21,197,213,63,81,150,172,130,89,124,75,95,94,74,58,38,47,All
Daniel R Sulman,,,,,,2,18,15,165,254,41,100,106,182,178,94,70,71,55,74,65,38,32,17,All
Gary S Silver,,,,,,,3,18,80,54,47,39,81,45,41,32,42,54,37,16,18,35,23,21,All
Franklin A Bennett Iii,,,,,,,,1,47,34,26,30,46,32,33,29,37,48,30,18,21,21,16,14,All
Thomas Wyatt,,,,,,,,,31,386,356,371,267,338,215,125,178,132,110,155,73,72,44,48,All
Helen Gym,,,,,,,,,,54,129,212,202,376,391,264,122,94,139,200,147,86,65,22,All
Ed Neilson,,,,,,,,,,,128,505,157,95,117,151,128,125,36,67,72,17,44,17,All
William K Greenlee,,,,,,,,,,,,5,134,123,177,227,154,111,46,82,101,22,47,19,All
Allan Domb,,,,,,,,,,,,,43,212,136,101,119,179,107,78,62,88,48,40,All
Paul Steinke,,,,,,,,,,,,,,11,262,160,121,79,65,153,63,39,32,28,All
Sherrie Cohen,,,,,,,,,,,,,,,4,206,106,81,120,109,103,94,57,24,All
Blondell Reynolds Brown,,,,,,,,,,,,,,,,6,138,66,67,113,125,40,44,17,All
Derek S Green,,,,,,,,,,,,,,,,,15,68,98,95,54,29,32,68,All
Frank Rizzo,,,,,,,,,,,,,,,,,,38,74,25,63,44,48,26,All
Jenne Ayers,,,,,,,,,,,,,,,,,,,8,31,43,116,63,58,All
Isaiah Thomas,,,,,,,,,,,,,,,,,,,,5,74,16,14,9,All
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,,,3,19,14,7,All
Carla M Cain,,,,,,,,,,,,,,,,,,,,,,3,57,24,All
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,3,10,All
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,"1,488",754,613,481,438,385,175,114,"1,073",981,943,809,733,651,638,534,499,493,361,349,284,230,183,131,All
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Christian Dicicco,Christine Hope,Joffie C Pittman,Daniel R Sulman,Sharon Williams Losier,Matthew Perks,Gary S Silver,Franklin A Bennett Iii,Helen Gym,Thomas Wyatt,William K Greenlee,Paul Steinke,Sherrie Cohen,Blondell Reynolds Brown,Allan Domb,Ed Neilson,Frank Rizzo,Isaiah Thomas,W Wilson Goode Jr,Jenne Ayers,Carla M Cain,Derek S Green,Marnie Aument Loughrey,Wilson Alexander,1
Christian Dicicco,11,22,6,5,6,3,6,2,14,33,29,8,9,11,10,19,16,8,5,3,6,1,6,0,1
Christine Hope,,0,4,2,10,3,2,0,11,16,15,5,9,6,9,13,4,4,4,4,8,3,2,1,1
Joffie C Pittman,,,0,14,4,9,2,0,20,10,9,15,17,7,8,2,0,5,3,3,1,2,0,2,1
Daniel R Sulman,,,,0,2,10,1,0,15,9,8,13,14,6,5,2,2,5,3,2,3,1,0,2,1
Sharon Williams Losier,,,,,0,2,0,1,12,6,4,3,6,4,2,1,2,2,3,6,3,4,3,2,1
Matthew Perks,,,,,,0,2,0,9,7,4,8,8,3,7,2,2,2,2,3,2,1,1,2,1
Gary S Silver,,,,,,,0,1,2,4,1,1,2,2,5,0,2,1,1,0,2,0,2,0,1
Franklin A Bennett Iii,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Helen Gym,,,,,,,,,2,21,21,28,29,19,11,5,3,15,8,5,3,2,3,0,1
Thomas Wyatt,,,,,,,,,,0,20,14,15,2,12,17,4,11,2,5,7,2,2,1,1
William K Greenlee,,,,,,,,,,,0,13,11,19,7,22,8,5,8,1,1,1,0,0,1
Paul Steinke,,,,,,,,,,,,1,20,14,12,3,1,10,3,3,0,3,0,1,1
Sherrie Cohen,,,,,,,,,,,,,0,12,6,3,3,6,6,5,5,0,3,1,1
Blondell Reynolds Brown,,,,,,,,,,,,,,0,3,3,3,6,8,0,0,1,2,1,1
Allan Domb,,,,,,,,,,,,,,,1,6,3,3,3,2,3,1,0,1,1
Ed Neilson,,,,,,,,,,,,,,,,0,1,1,2,0,0,1,0,1,1
Frank Rizzo,,,,,,,,,,,,,,,,,2,1,3,3,3,0,4,0,1
Isaiah Thomas,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,1
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,0,1,2,0,1,0,1
Jenne Ayers,,,,,,,,,,,,,,,,,,,,0,5,1,1,1,1
Carla M Cain,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1
Derek S Green,,,,,,,,,,,,,,,,,,,,,,1,0,2,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,,,1,1
Total,75,37,25,19,17,15,9,2,52,50,49,36,34,29,27,27,20,18,13,12,11,7,6,4,1
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Christian Dicicco,Joffie C Pittman,Christine Hope,Daniel R Sulman,Sharon Williams Losier,Matthew Perks,Gary S Silver,Franklin A Bennett Iii,Helen Gym,Thomas Wyatt,Sherrie Cohen,Paul Steinke,William K Greenlee,Blondell Reynolds Brown,Allan Domb,Ed Neilson,Derek S Green,Jenne Ayers,Isaiah Thomas,Frank Rizzo,Carla M Cain,W Wilson Goode Jr,Marnie Aument Loughrey,Wilson Alexander,2
Christian Dicicco,10,6,20,6,16,3,4,2,25,38,21,16,24,15,14,19,12,10,8,14,7,3,2,2,2
Joffie C Pittman,,0,6,17,5,17,1,0,27,17,22,15,9,12,8,2,10,7,7,2,3,5,2,3,2
Christine Hope,,,0,6,16,2,1,2,18,13,18,12,11,9,7,8,8,10,2,5,10,2,3,1,2
Daniel R Sulman,,,,0,4,15,1,1,24,17,17,13,8,8,6,2,7,6,4,5,4,3,0,2,2
Sharon Williams Losier,,,,,1,1,1,0,19,8,19,9,7,10,7,4,5,9,3,2,8,3,4,2,2
Matthew Perks,,,,,,1,1,0,16,16,12,12,4,7,4,3,6,7,2,2,2,2,1,2,2
Gary S Silver,,,,,,,0,1,4,5,1,3,1,1,1,1,2,1,3,1,0,0,0,1,2
Franklin A Bennett Iii,,,,,,,,0,1,3,1,2,1,1,1,0,2,0,1,1,0,0,0,0,2
Helen Gym,,,,,,,,,2,38,42,31,17,23,12,5,11,12,14,4,7,6,3,2,2
Thomas Wyatt,,,,,,,,,,2,24,26,20,12,10,16,15,8,11,6,3,2,0,4,2
Sherrie Cohen,,,,,,,,,,,1,29,13,23,9,7,8,11,8,4,7,7,3,1,2
Paul Steinke,,,,,,,,,,,,0,8,16,7,6,12,5,7,3,2,1,1,0,2
William K Greenlee,,,,,,,,,,,,,1,17,4,17,5,1,4,2,1,5,0,1,2
Blondell Reynolds Brown,,,,,,,,,,,,,,0,3,7,8,3,5,3,1,7,0,1,2
Allan Domb,,,,,,,,,,,,,,,6,0,10,7,2,6,5,0,2,3,2
Ed Neilson,,,,,,,,,,,,,,,,3,3,2,3,3,1,1,0,0,2
Derek S Green,,,,,,,,,,,,,,,,,0,3,6,2,1,2,0,2,2
Jenne Ayers,,,,,,,,,,,,,,,,,,0,1,6,10,2,4,2,2
Isaiah Thomas,,,,,,,,,,,,,,,,,,,0,0,0,1,0,2,2
Frank Rizzo,,,,,,,,,,,,,,,,,,,,0,3,0,0,1,2
Carla M Cain,,,,,,,,,,,,,,,,,,,,,0,0,3,1,2
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,1,0,2
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,78,35,32,32,28,25,5,3,77,68,58,44,41,36,35,28,25,22,20,18,13,9,5,5,2
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,3
,Christian Dicicco,Christine Hope,Joffie C Pittman,Matthew Perks,Daniel R Sulman,Sharon Williams Losier,Gary S Silver,Franklin A Bennett Iii,Thomas Wyatt,William K Greenlee,Ed Neilson,Helen Gym,Paul Steinke,Allan Domb,Sherrie Cohen,Blondell Reynolds Brown,Derek S Green,Jenne Ayers,Isaiah Thomas,Frank Rizzo,Carla M Cain,W Wilson Goode Jr,Marnie Aument Loughrey,Wilson Alexander,3
Christian Dicicco,9,38,8,9,5,7,2,3,72,61,60,18,18,20,14,11,14,17,9,16,5,3,2,1,3
Christine Hope,,1,8,7,1,11,2,1,24,30,29,9,13,12,6,11,17,12,6,6,3,2,1,1,3
Joffie C Pittman,,,0,17,20,5,0,2,16,13,6,18,13,9,14,14,11,4,11,2,4,4,1,0,3
Matthew Perks,,,,0,18,1,0,0,15,5,3,17,14,13,9,9,4,8,7,2,4,4,2,0,3
Daniel R Sulman,,,,,0,1,2,0,13,7,2,18,11,8,9,9,3,4,8,2,3,4,1,0,3
Sharon Williams Losier,,,,,,0,2,1,11,6,1,9,9,9,4,4,8,8,3,2,4,2,0,1,3
Gary S Silver,,,,,,,0,1,5,3,2,2,2,3,0,1,0,1,1,2,0,2,0,0,3
Franklin A Bennett Iii,,,,,,,,0,3,1,1,1,2,2,2,1,1,2,0,2,0,1,0,0,3
Thomas Wyatt,,,,,,,,,4,47,44,35,28,23,18,14,15,14,13,9,7,8,0,0,3
William K Greenlee,,,,,,,,,,0,66,15,10,9,7,12,16,5,10,6,0,3,0,1,3
Ed Neilson,,,,,,,,,,,0,7,4,7,4,9,13,1,9,2,0,0,0,0,3
Helen Gym,,,,,,,,,,,,4,27,13,20,13,5,11,13,2,6,8,2,1,3
Paul Steinke,,,,,,,,,,,,,2,18,21,13,7,8,8,4,1,5,0,1,3
Allan Domb,,,,,,,,,,,,,,0,12,4,7,8,3,7,5,4,1,1,3
Sherrie Cohen,,,,,,,,,,,,,,,0,9,3,7,8,4,6,3,2,0,3
Blondell Reynolds Brown,,,,,,,,,,,,,,,,0,12,5,8,1,2,4,1,0,3
Derek S Green,,,,,,,,,,,,,,,,,1,7,11,1,1,0,0,1,3
Jenne Ayers,,,,,,,,,,,,,,,,,,1,1,4,9,2,3,1,3
Isaiah Thomas,,,,,,,,,,,,,,,,,,,0,0,1,4,0,0,3
Frank Rizzo,,,,,,,,,,,,,,,,,,,,0,3,1,1,1,3
Carla M Cain,,,,,,,,,,,,,,,,,,,,,1,0,2,0,3
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,,,,1,0,0,3
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,119,51,34,28,25,17,5,4,114,81,71,66,48,36,35,30,28,27,25,19,13,12,3,2,3
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,4
,Christian Dicicco,Christine Hope,Joffie C Pittman,Matthew Perks,Sharon Williams Losier,Daniel R Sulman,Franklin A Bennett Iii,Gary S Silver,Helen Gym,Thomas Wyatt,William K Greenlee,Paul Steinke,Blondell Reynolds Brown,Sherrie Cohen,Ed Neilson,Allan Domb,Derek S Green,Frank Rizzo,Isaiah Thomas,W Wilson Goode Jr,Jenne Ayers,Marnie Aument Loughrey,Carla M Cain,Wilson Alexander,4
Christian Dicicco,8,16,6,7,9,3,4,1,15,22,21,11,10,10,17,9,12,20,6,5,9,7,3,3,4
Christine Hope,,2,12,6,11,6,3,3,15,14,13,9,10,10,9,6,14,6,10,9,8,8,5,1,4
Joffie C Pittman,,,0,12,6,15,2,1,17,11,10,12,10,10,3,4,9,6,12,9,6,4,1,1,4
Matthew Perks,,,,0,3,9,2,0,11,8,2,7,4,4,0,4,7,4,8,6,4,4,2,2,4
Sharon Williams Losier,,,,,1,2,1,1,8,7,4,6,6,7,3,4,6,7,2,4,7,8,2,1,4
Daniel R Sulman,,,,,,0,0,0,13,7,4,6,5,9,0,2,8,4,6,6,2,1,0,1,4
Franklin A Bennett Iii,,,,,,,0,0,2,2,4,2,1,0,1,1,3,4,4,1,2,2,1,1,4
