col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,All
,Ed Neilson,William K Greenlee,Marnie Aument Loughrey,Blondell Reynolds Brown,Derek S Green,Jenne Ayers,Allan Domb,Wilson Alexander,Isaiah Thomas,Helen Gym,Thomas Wyatt,Frank Rizzo,Sherrie Cohen,Paul Steinke,W Wilson Goode Jr,Carla M Cain,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,All
Ed Neilson,46,290,287,201,21,11,18,13,32,24,11,19,17,10,22,9,32,39,24,24,32,18,19,9,All
William K Greenlee,,9,271,197,28,15,32,7,33,21,17,19,27,17,24,1,36,40,29,28,33,25,16,14,All
Marnie Aument Loughrey,,,9,181,16,9,14,5,17,22,8,15,14,11,9,6,21,28,20,19,19,14,17,13,All
Blondell Reynolds Brown,,,,11,40,16,28,16,38,22,18,21,31,27,32,16,51,55,34,32,52,17,17,16,All
Derek S Green,,,,,23,58,35,60,25,21,33,19,20,19,25,18,101,46,72,67,42,14,17,15,All
Jenne Ayers,,,,,,12,21,45,18,29,23,11,19,16,11,20,74,39,55,51,24,12,11,6,All
Allan Domb,,,,,,,15,23,20,18,32,20,20,23,10,20,38,44,24,29,31,25,15,7,All
Wilson Alexander,,,,,,,,15,12,9,22,9,7,8,9,12,53,29,43,46,12,12,7,6,All
Isaiah Thomas,,,,,,,,,15,16,16,10,14,17,26,8,38,31,29,20,21,8,12,9,All
Helen Gym,,,,,,,,,,7,15,11,20,16,16,22,29,38,21,20,27,10,15,10,All
Thomas Wyatt,,,,,,,,,,,2,13,12,16,6,16,28,36,28,18,22,22,12,8,All
Frank Rizzo,,,,,,,,,,,,5,20,7,17,9,23,31,14,14,26,15,14,8,All
Sherrie Cohen,,,,,,,,,,,,,2,10,16,13,26,32,18,14,27,15,10,10,All
Paul Steinke,,,,,,,,,,,,,,2,9,3,22,24,19,12,24,13,10,6,All
W Wilson Goode Jr,,,,,,,,,,,,,,,0,8,33,30,27,14,16,9,9,7,All
Carla M Cain,,,,,,,,,,,,,,,,3,30,38,11,8,14,10,11,2,All
Sharon Williams Losier,,,,,,,,,,,,,,,,,19,61,59,55,28,18,16,7,All
Christine Hope,,,,,,,,,,,,,,,,,,11,35,27,48,17,25,11,All
Joffie C Pittman,,,,,,,,,,,,,,,,,,,10,51,16,13,10,13,All
Matthew Perks,,,,,,,,,,,,,,,,,,,,9,26,13,8,7,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,4,13,15,7,All
Gary S Silver,,,,,,,,,,,,,,,,,,,,,,6,10,7,All
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,1,3,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,428,371,333,330,233,153,128,123,120,89,89,78,78,76,75,62,240,165,161,149,126,74,57,36,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Ed Neilson,William K Greenlee,Derek S Green,Marnie Aument Loughrey,Allan Domb,Blondell Reynolds Brown,Isaiah Thomas,Jenne Ayers,Thomas Wyatt,Frank Rizzo,Helen Gym,W Wilson Goode Jr,Paul Steinke,Sherrie Cohen,Wilson Alexander,Carla M Cain,Sharon Williams Losier,Matthew Perks,Joffie C Pittman,Christine Hope,Christian Dicicco,Franklin A Bennett Iii,Gary S Silver,Daniel R Sulman,1
Ed Neilson,1,17,0,10,1,1,5,0,0,2,2,1,0,0,0,0,1,1,1,1,1,1,0,0,1
William K Greenlee,,1,0,10,3,2,2,1,1,4,3,1,0,2,1,0,4,1,2,4,2,1,1,1,1
Derek S Green,,,1,0,3,3,1,3,4,0,1,0,1,0,1,0,3,3,2,1,2,1,1,0,1
Marnie Aument Loughrey,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Allan Domb,,,,,1,1,1,2,3,2,2,0,1,1,1,0,4,1,1,3,3,2,2,0,1
