col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Sheriff - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Jewell Williams,Joffie C Pittman,Matthew Perks,Daniel R Sulman,Christine Hope,Sharon Williams Losier,Christian Dicicco,Franklin A Bennett Iii,Gary S Silver,1
Jewell Williams,6,28,21,22,15,13,4,3,2,1
Joffie C Pittman,,2,27,29,6,6,2,0,1,1
Matthew Perks,,,1,24,3,3,1,1,1,1
Daniel R Sulman,,,,0,4,1,1,0,0,1
Christine Hope,,,,,1,7,3,1,2,1
Sharon Williams Losier,,,,,,1,3,2,0,1
Christian Dicicco,,,,,,,0,0,0,1
Franklin A Bennett Iii,,,,,,,,0,0,1
Gary S Silver,,,,,,,,,0,1
Total,47,42,32,31,17,15,5,3,2,1
,Sheriff - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Jewell Williams,Joffie C Pittman,Sharon Williams Losier,Matthew Perks,Christine Hope,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,Christian Dicicco,2
Jewell Williams,5,34,31,14,17,10,9,4,4,2
Joffie C Pittman,,2,24,13,10,3,2,7,2,2
Sharon Williams Losier,,,4,9,10,4,2,1,1,2
Matthew Perks,,,,0,2,4,1,6,0,2
Christine Hope,,,,,0,2,3,0,1,2
Gary S Silver,,,,,,0,4,0,1,2
Franklin A Bennett Iii,,,,,,,0,1,1,2
Daniel R Sulman,,,,,,,,0,0,2
Christian Dicicco,,,,,,,,,0,2
Total,59,41,37,20,18,11,9,8,4,2
,Sheriff - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,3
,Jewell Williams,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,3
Jewell Williams,10,55,42,34,17,17,14,8,4,3
Sharon Williams Losier,,3,33,25,13,9,9,3,1,3
Joffie C Pittman,,,3,22,8,6,1,2,3,3
Christine Hope,,,,4,4,9,8,4,1,3
Matthew Perks,,,,,3,2,3,2,0,3
Christian Dicicco,,,,,,1,5,2,1,3
Gary S Silver,,,,,,,1,1,0,3
Franklin A Bennett Iii,,,,,,,,0,1,3
Daniel R Sulman,,,,,,,,,0,3
Total,88,62,48,43,21,19,18,8,4,3
,Sheriff - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,4
,Jewell Williams,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Christian Dicicco,Daniel R Sulman,Franklin A Bennett Iii,Gary S Silver,4
Jewell Williams,17,27,14,14,9,8,4,3,1,4
Sharon Williams Losier,,3,8,13,6,9,2,3,2,4
Joffie C Pittman,,,3,2,7,2,3,0,0,4
Christine Hope,,,,0,2,4,1,3,2,4
Matthew Perks,,,,,0,1,3,0,0,4
Christian Dicicco,,,,,,0,1,0,0,4
Daniel R Sulman,,,,,,,0,0,2,4
Franklin A Bennett Iii,,,,,,,,0,0,4
Gary S Silver,,,,,,,,,0,4
Total,57,33,20,17,12,9,7,3,3,4
,Sheriff - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,5
,Jewell Williams,Joffie C Pittman,Daniel R Sulman,Matthew Perks,Christine Hope,Sharon Williams Losier,Christian Dicicco,Gary S Silver,Franklin A Bennett Iii,5
Jewell Williams,17,28,15,19,22,18,11,5,4,5
Joffie C Pittman,,2,29,28,11,11,1,1,1,5
Daniel R Sulman,,,0,24,5,1,1,0,0,5
Matthew Perks,,,,1,3,3,2,1,2,5
Christine Hope,,,,,0,16,9,2,2,5
Sharon Williams Losier,,,,,,0,5,1,0,5
Christian Dicicco,,,,,,,0,2,2,5
Gary S Silver,,,,,,,,0,1,5
Franklin A Bennett Iii,,,,,,,,,0,5
Total,66,49,33,33,27,22,12,6,4,5
,Sheriff - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,6
,Jewell Williams,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Christian Dicicco,Matthew Perks,Franklin A Bennett Iii,Daniel R Sulman,Gary S Silver,6
Jewell Williams,47,49,43,41,14,12,11,8,9,6
Sharon Williams Losier,,3,31,26,2,8,6,3,6,6
Joffie C Pittman,,,5,25,4,6,4,3,1,6
Christine Hope,,,,6,8,2,4,2,3,6
Christian Dicicco,,,,,2,4,1,1,1,6
Matthew Perks,,,,,,0,1,1,3,6
Franklin A Bennett Iii,,,,,,,0,2,2,6
Daniel R Sulman,,,,,,,,1,1,6
Gary S Silver,,,,,,,,,0,6
Total,132,58,54,49,16,14,12,10,10,6
,Sheriff - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,7
,Jewell Williams,Joffie C Pittman,Sharon Williams Losier,Christine Hope,Matthew Perks,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,Christian Dicicco,7
Jewell Williams,31,37,42,28,26,16,13,7,6,7
Joffie C Pittman,,7,17,14,11,5,6,6,1,7
Sharon Williams Losier,,,3,13,8,2,4,1,3,7
Christine Hope,,,,4,5,6,2,3,0,7
Matthew Perks,,,,,0,5,4,2,0,7
Gary S Silver,,,,,,1,3,1,2,7
Franklin A Bennett Iii,,,,,,,0,1,2,7
Daniel R Sulman,,,,,,,,0,1,7
Christian Dicicco,,,,,,,,,2,7
Total,124,49,48,32,28,17,13,9,8,7
,Sheriff - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,8
,Jewell Williams,Christine Hope,Sharon Williams Losier,Joffie C Pittman,Matthew Perks,Gary S Silver,Daniel R Sulman,Christian Dicicco,Franklin A Bennett Iii,8
Jewell Williams,12,30,29,24,18,20,12,11,6,8
Christine Hope,,2,16,8,4,9,5,6,4,8
Sharon Williams Losier,,,2,8,4,10,1,6,0,8
Joffie C Pittman,,,,1,13,2,9,0,2,8
Matthew Perks,,,,,1,4,10,3,1,8
Gary S Silver,,,,,,1,1,7,3,8
Daniel R Sulman,,,,,,,0,3,1,8
Christian Dicicco,,,,,,,,0,1,8
Franklin A Bennett Iii,,,,,,,,,0,8
Total,74,34,32,27,23,21,15,13,6,8
,Sheriff - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,9
,Jewell Williams,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Christian Dicicco,Matthew Perks,Gary S Silver,Franklin A Bennett Iii,Daniel R Sulman,9
Jewell Williams,12,40,27,24,12,11,8,6,3,9
Sharon Williams Losier,,3,20,17,5,5,4,4,0,9
Christine Hope,,,1,15,7,4,3,2,1,9
Joffie C Pittman,,,,0,2,5,2,0,1,9
Christian Dicicco,,,,,1,2,1,1,1,9
Matthew Perks,,,,,,0,3,1,2,9
Gary S Silver,,,,,,,0,2,1,9
Franklin A Bennett Iii,,,,,,,,0,0,9
Daniel R Sulman,,,,,,,,,0,9
Total,69,44,29,25,13,11,8,6,3,9
,Sheriff - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,10
,Jewell Williams,Christine Hope,Christian Dicicco,Gary S Silver,Joffie C Pittman,Daniel R Sulman,Franklin A Bennett Iii,Sharon Williams Losier,Matthew Perks,10
Jewell Williams,0,3,2,2,2,1,1,1,0,10
Christine Hope,,0,1,1,2,1,0,1,0,10
Christian Dicicco,,,0,1,0,0,1,1,0,10
Gary S Silver,,,,0,1,0,1,0,0,10
Joffie C Pittman,,,,,0,1,0,0,0,10
Daniel R Sulman,,,,,,0,0,0,0,10
Franklin A Bennett Iii,,,,,,,0,0,0,10
Sharon Williams Losier,,,,,,,,0,0,10
Matthew Perks,,,,,,,,,0,10
Total,4,3,2,2,2,1,1,1,0,10
,Sheriff - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,11
,Jewell Williams,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Matthew Perks,Gary S Silver,Christian Dicicco,Franklin A Bennett Iii,Daniel R Sulman,11
Jewell Williams,8,35,34,21,9,8,7,7,4,11
Sharon Williams Losier,,3,25,15,8,4,2,1,2,11
Joffie C Pittman,,,1,12,7,5,3,3,4,11
Christine Hope,,,,3,2,3,2,3,2,11
Matthew Perks,,,,,1,1,3,1,2,11
Gary S Silver,,,,,,0,1,3,1,11
Christian Dicicco,,,,,,,0,2,0,11
Franklin A Bennett Iii,,,,,,,,0,0,11
Daniel R Sulman,,,,,,,,,0,11
Total,64,43,40,27,14,10,8,7,6,11
,Sheriff - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,12
,Jewell Williams,Christine Hope,Joffie C Pittman,Sharon Williams Losier,Daniel R Sulman,Gary S Silver,Christian Dicicco,Franklin A Bennett Iii,Matthew Perks,12
Jewell Williams,11,10,6,6,4,3,3,2,1,12
Christine Hope,,3,4,3,4,2,3,1,1,12
Joffie C Pittman,,,0,1,0,0,1,1,0,12
Sharon Williams Losier,,,,0,0,1,1,0,0,12
Daniel R Sulman,,,,,0,1,1,0,1,12
Gary S Silver,,,,,,1,0,0,0,12
Christian Dicicco,,,,,,,0,0,0,12
Franklin A Bennett Iii,,,,,,,,0,0,12
Matthew Perks,,,,,,,,,1,12
Total,28,13,6,6,4,4,3,2,2,12
,Sheriff - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,13
,Jewell Williams,Sharon Williams Losier,Joffie C Pittman,Christine Hope,Gary S Silver,Matthew Perks,Christian Dicicco,Franklin A Bennett Iii,Daniel R Sulman,13
Jewell Williams,11,37,22,20,17,15,8,6,7,13
Sharon Williams Losier,,3,13,13,10,8,5,5,3,13
Joffie C Pittman,,,2,6,2,4,2,2,1,13
Christine Hope,,,,0,6,3,5,3,1,13
Gary S Silver,,,,,0,3,2,4,4,13
