col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,division
,Judge Of The Municipal Court - Democrat,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Sharon Williams Losier,Christine Hope,Joffie C Pittman,Christian Dicicco,Matthew Perks,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,Jenne Ayers,Derek S Green,Allan Domb,Blondell Reynolds Brown,Frank Rizzo,Paul Steinke,Ed Neilson,Isaiah Thomas,Thomas Wyatt,William K Greenlee,Helen Gym,Sherrie Cohen,Wilson Alexander,Carla M Cain,W Wilson Goode Jr,Marnie Aument Loughrey,1
Sharon Williams Losier,0,11,8,4,2,2,1,1,10,8,3,7,2,2,7,3,3,6,4,5,3,5,4,3,1
Christine Hope,,0,7,7,2,3,1,3,6,2,5,8,6,7,8,4,4,6,6,6,2,4,5,2,1
Joffie C Pittman,,,0,3,1,0,1,0,8,7,3,6,2,4,3,4,2,5,2,3,3,2,3,1,1
Christian Dicicco,,,,0,3,2,1,2,5,4,6,6,6,7,3,3,3,3,4,2,1,1,2,2,1
Matthew Perks,,,,,0,2,0,0,3,3,1,4,3,1,0,3,1,2,1,1,2,2,2,1,1
Gary S Silver,,,,,,0,0,0,1,1,4,2,2,3,1,1,1,2,2,1,1,1,1,0,1
Daniel R Sulman,,,,,,,0,0,2,2,1,0,2,1,0,0,1,0,0,0,1,0,1,0,1
Franklin A Bennett Iii,,,,,,,,0,1,0,2,0,3,2,3,1,2,0,0,0,0,1,0,0,1
Jenne Ayers,,,,,,,,,0,8,3,5,2,2,1,3,2,2,3,1,5,4,1,3,1
Derek S Green,,,,,,,,,,0,4,3,4,3,1,2,3,2,0,1,4,1,2,1,1
Allan Domb,,,,,,,,,,,3,2,7,7,4,1,4,3,2,2,1,1,1,0,1
Blondell Reynolds Brown,,,,,,,,,,,,1,2,2,4,5,1,6,5,5,1,2,5,2,1
Frank Rizzo,,,,,,,,,,,,,0,6,5,2,4,1,1,1,0,1,1,0,1
Paul Steinke,,,,,,,,,,,,,,0,4,2,6,2,4,1,0,0,0,0,1
Ed Neilson,,,,,,,,,,,,,,,0,2,3,4,3,5,0,1,3,0,1
Isaiah Thomas,,,,,,,,,,,,,,,,1,2,1,2,1,1,2,4,0,1
Thomas Wyatt,,,,,,,,,,,,,,,,,0,0,2,0,2,2,1,0,1
William K Greenlee,,,,,,,,,,,,,,,,,,0,2,4,0,2,3,1,1
Helen Gym,,,,,,,,,,,,,,,,,,,0,3,0,2,0,2,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,0,1,1,3,1,1
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,2,1,2,0,1
Carla M Cain,,,,,,,,,,,,,,,,,,,,,,0,0,2,1
