col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Register Of Wills - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,1
,Ronald R Donatucci,Christine Hope,Christian Dicicco,Sharon Williams Losier,Joffie C Pittman,Gary S Silver,Matthew Perks,Daniel R Sulman,Franklin A Bennett Iii,1
Ronald R Donatucci,14,45,28,21,12,10,11,6,8,1
Christine Hope,,20,23,17,5,8,8,5,5,1
Christian Dicicco,,,0,10,3,4,5,4,3,1
Sharon Williams Losier,,,,0,4,2,4,1,1,1
Joffie C Pittman,,,,,0,1,2,2,2,1
Gary S Silver,,,,,,1,1,1,3,1
Matthew Perks,,,,,,,0,1,1,1
Daniel R Sulman,,,,,,,,0,1,1
Franklin A Bennett Iii,,,,,,,,,0,1
Total,76,71,33,21,14,12,12,8,8,1
,Register Of Wills - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,2
,Ronald R Donatucci,Christine Hope,Christian Dicicco,Sharon Williams Losier,Matthew Perks,Joffie C Pittman,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,2
Ronald R Donatucci,10,58,41,35,27,22,13,13,13,2
Christine Hope,,12,30,24,15,13,10,7,8,2
Christian Dicicco,,,0,9,11,6,5,9,8,2
Sharon Williams Losier,,,,2,7,9,6,3,5,2
Matthew Perks,,,,,0,9,3,5,0,2
Joffie C Pittman,,,,,,0,1,4,2,2
Gary S Silver,,,,,,,1,2,0,2
Daniel R Sulman,,,,,,,,0,4,2
Franklin A Bennett Iii,,,,,,,,,0,2
Total,101,77,44,40,29,26,18,17,15,2
,Register Of Wills - Democrat,Judge Of The Municipal Court - Democrat,,,,,,,,3
,Ronald R Donatucci,Christine Hope,Christian Dicicco,Sharon Williams Losier,Matthew Perks,Joffie C Pittman,Gary S Silver,Daniel R Sulman,Franklin A Bennett Iii,3
Ronald R Donatucci,13,31,23,22,14,10,6,5,4,3
Christine Hope,,6,17,13,8,9,4,3,2,3
Christian Dicicco,,,0,5,4,2,3,3,2,3
Sharon Williams Losier,,,,0,5,11,0,0,0,3
Matthew Perks,,,,,2,4,4,2,2,3
Joffie C Pittman,,,,,,0,1,0,0,3
Gary S Silver,,,,,,,0,2,1,3
Daniel R Sulman,,,,,,,,0,0,3
