col_1,col_2,col_3,division
,Judge Of The Municipal Court - Republican,Judge Of The Commonwealth Court - Republican,1
,Christine Hope,Paul Lalley,1
Christine Hope,1,3,1
Paul Lalley,,0,1
Total,4,3,1
,Judge Of The Municipal Court - Republican,Judge Of The Commonwealth Court - Republican,6
,Christine Hope,Paul Lalley,6
Christine Hope,1,2,6
Paul Lalley,,0,6
Total,3,2,6
,Judge Of The Commonwealth Court - Republican,Judge Of The Municipal Court - Republican,7
,Paul Lalley,Christine Hope,7
Paul Lalley,1,0,7
Christine Hope,,0,7
Total,1,0,7
,Judge Of The Municipal Court - Republican,Judge Of The Commonwealth Court - Republican,9
,Christine Hope,Paul Lalley,9
Christine Hope,1,1,9
Paul Lalley,,0,9
Total,2,1,9
,Judge Of The Municipal Court - Republican,Judge Of The Commonwealth Court - Republican,11
,Christine Hope,Paul Lalley,11
Christine Hope,0,2,11
Paul Lalley,,0,11
Total,2,2,11
,Judge Of The Municipal Court - Republican,Judge Of The Commonwealth Court - Republican,12
,Christine Hope,Paul Lalley,12
Christine Hope,0,1,12
Paul Lalley,,0,12
Total,1,1,12
,Judge Of The Commonwealth Court - Republican,Judge Of The Municipal Court - Republican,15
,Paul Lalley,Christine Hope,15
Paul Lalley,1,1,15
Christine Hope,,0,15
Total,2,1,15
,Judge Of The Municipal Court - Republican,Judge Of The Commonwealth Court - Republican,18
,Christine Hope,Paul Lalley,18
Christine Hope,0,2,18
Paul Lalley,,0,18
Total,2,2,18
,Judge Of The Municipal Court - Republican,Judge Of The Commonwealth Court - Republican,21
,Christine Hope,Paul Lalley,21
Christine Hope,0,5,21
Paul Lalley,,0,21
Total,5,5,21
,Judge Of The Municipal Court - Republican,Judge Of The Commonwealth Court - Republican,All
,Christine Hope,Paul Lalley,All
Christine Hope,3,17,All
Paul Lalley,,2,All
Total,20,19,All
