col_1,col_2,division
,District Council 8th District - Democrat,1
,Cindy Bass,1
Cindy Bass,215,1
Total,215,1
,District Council 8th District - Democrat,2
,Cindy Bass,2
Cindy Bass,222,2
Total,222,2
,District Council 8th District - Democrat,3
,Cindy Bass,3
Cindy Bass,253,3
Total,253,3
,District Council 8th District - Democrat,4
,Cindy Bass,4
Cindy Bass,129,4
Total,129,4
,District Council 8th District - Democrat,5
,Cindy Bass,5
Cindy Bass,148,5
Total,148,5
,District Council 8th District - Democrat,6
,Cindy Bass,6
Cindy Bass,143,6
Total,143,6
,District Council 8th District - Democrat,7
,Cindy Bass,7
Cindy Bass,121,7
Total,121,7
,District Council 8th District - Democrat,8
,Cindy Bass,8
Cindy Bass,80,8
Total,80,8
,District Council 8th District - Democrat,9
,Cindy Bass,9
Cindy Bass,203,9
Total,203,9
,District Council 8th District - Democrat,10
,Cindy Bass,10
Cindy Bass,136,10
Total,136,10
,District Council 8th District - Democrat,11
,Cindy Bass,11
Cindy Bass,187,11
Total,187,11
,District Council 8th District - Democrat,12
,Cindy Bass,12
Cindy Bass,214,12
Total,214,12
,District Council 8th District - Democrat,13
,Cindy Bass,13
Cindy Bass,199,13
Total,199,13
,District Council 8th District - Democrat,14
,Cindy Bass,14
Cindy Bass,157,14
Total,157,14
,District Council 8th District - Democrat,15
,Cindy Bass,15
Cindy Bass,189,15
Total,189,15
,District Council 8th District - Democrat,16
,Cindy Bass,16
Cindy Bass,112,16
Total,112,16
,District Council 8th District - Democrat,17
,Cindy Bass,17
Cindy Bass,121,17
Total,121,17
,District Council 8th District - Democrat,All
,Cindy Bass,All
Cindy Bass,"2,829",All
Total,"2,829",All
