col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Representative In The General Assembly 197th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,All
,Leslie Acosta,Cindy Bass,Katherine J Gilmore,Malcolm Kenyatta,Jerry T Jordan,Ken Washington,Mary Jo Daley,Mark Aronchick,Nicole Allen White,Vincent Hughes,Blondell Reynolds Brown,Michelle W Singer,Joe Foster,Heather A Steinmiller,Yasmeen Kaboud,Lou Agre,Ariana Flores Gordon,Sherrie Cohen,Carol Rose Fleischman,Gwen Snyder,Hamdi Soysal,Tonya Diane Bah,Waleed Shahid,Margaret Lenzi,William Leopold,All
Leslie Acosta,778,"2,774","2,068","2,075","1,910","1,497","1,464","1,391","1,389","1,389","1,375","1,380","1,351","1,315","1,156","1,062",697,658,626,595,581,561,559,547,547,All
Cindy Bass,,131,"2,099","2,110","1,997","1,591","1,582","1,501","1,496","1,476","1,483","1,481","1,443","1,432",525,533,252,248,234,205,196,186,175,172,174,All
Katherine J Gilmore,,,26,"2,027","1,943","1,481","1,498","1,432","1,396","1,394","1,388","1,415","1,371","1,379",477,451,196,206,183,164,159,149,138,149,145,All
Malcolm Kenyatta,,,,19,"1,959","1,504","1,502","1,453","1,406","1,421","1,425","1,426","1,396","1,392",503,502,227,243,208,194,195,177,158,173,172,All
Jerry T Jordan,,,,,8,"1,422","1,432","1,395","1,340","1,349","1,352","1,364","1,349","1,348",452,463,191,204,181,163,165,140,139,145,148,All
Ken Washington,,,,,,8,"1,472","1,430","1,456","1,416","1,405","1,419","1,407","1,418",180,206,171,171,147,146,132,135,128,128,134,All
Mary Jo Daley,,,,,,,4,"1,479","1,389","1,370","1,355","1,390","1,355","1,359",168,157,144,168,139,121,138,110,93,100,104,All
Mark Aronchick,,,,,,,,6,"1,340","1,330","1,330","1,363","1,338","1,336",155,160,148,169,138,118,125,104,89,87,89,All
Nicole Allen White,,,,,,,,,3,"1,401","1,385","1,397","1,401","1,363",134,132,136,132,112,112,93,118,128,133,121,All
Vincent Hughes,,,,,,,,,,6,"1,439","1,378","1,395","1,341",138,135,107,134,99,109,91,110,112,124,113,All
Blondell Reynolds Brown,,,,,,,,,,,9,"1,368","1,378","1,350",120,117,97,125,84,96,75,93,95,110,96,All
Michelle W Singer,,,,,,,,,,,,0,"1,375","1,376",125,130,101,120,95,111,78,90,96,108,95,All
Joe Foster,,,,,,,,,,,,,1,"1,352",133,134,118,131,106,110,87,110,124,125,116,All
Heather A Steinmiller,,,,,,,,,,,,,,5,109,127,88,113,86,80,70,89,82,92,91,All
Yasmeen Kaboud,,,,,,,,,,,,,,,31,900,603,591,575,559,569,531,518,501,520,All
Lou Agre,,,,,,,,,,,,,,,,32,595,580,573,548,556,524,502,502,519,All
Ariana Flores Gordon,,,,,,,,,,,,,,,,,5,590,592,540,568,509,509,488,509,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,1,579,540,577,519,488,500,522,All
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,,3,541,566,507,490,481,498,All
Gwen Snyder,,,,,,,,,,,,,,,,,,,,2,513,499,497,481,497,All
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,0,496,477,476,499,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,0,494,492,510,All
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,1,492,499,All
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,,0,509,All
William Leopold,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,"4,849","3,264","2,416","2,409","2,201","1,783","1,720","1,634","1,633","1,628","1,626","1,612","1,584","1,577","1,313","1,242",793,757,722,682,667,646,642,631,631,All
