col_1,col_2,col_3,col_4,col_5,division
,State Treasurer - Republican,Delegate To The Republican National Convention 1st District,,,All
,Otto Voit,Christopher M Vogler,Seth Kaufer,Dave Hackett,All
Otto Voit,12,31,29,24,All
Christopher M Vogler,,2,23,19,All
Seth Kaufer,,,2,19,All
Dave Hackett,,,,1,All
Total,54,33,31,25,All
,State Treasurer - Republican,Delegate To The Republican National Convention 1st District,,,1
,Otto Voit,Christopher M Vogler,Dave Hackett,Seth Kaufer,1
Otto Voit,1,1,1,1,1
Christopher M Vogler,,0,1,1,1
Dave Hackett,,,0,1,1
Seth Kaufer,,,,0,1
Total,2,1,1,1,1
,Delegate To The Republican National Convention 1st District,,,State Treasurer - Republican,4
,Christopher M Vogler,Dave Hackett,Seth Kaufer,Otto Voit,4
Christopher M Vogler,0,0,0,1,4
Dave Hackett,,0,0,0,4
Seth Kaufer,,,0,0,4
Otto Voit,,,,0,4
Total,1,0,0,1,4
,State Treasurer - Republican,Delegate To The Republican National Convention 1st District,,,5
,Otto Voit,Christopher M Vogler,Seth Kaufer,Dave Hackett,5
Otto Voit,1,2,2,1,5
Christopher M Vogler,,0,1,1,5
Seth Kaufer,,,0,1,5
Dave Hackett,,,,0,5
Total,4,2,2,1,5
,Delegate To The Republican National Convention 1st District,,,State Treasurer - Republican,8
,Dave Hackett,Christopher M Vogler,Seth Kaufer,Otto Voit,8
Dave Hackett,0,2,2,4,8
Christopher M Vogler,,0,2,2,8
Seth Kaufer,,,0,2,8
Otto Voit,,,,0,8
Total,4,2,2,4,8
,State Treasurer - Republican,Delegate To The Republican National Convention 1st District,,,9
,Otto Voit,Dave Hackett,Seth Kaufer,Christopher M Vogler,9
Otto Voit,1,1,0,0,9
Dave Hackett,,0,0,0,9
Seth Kaufer,,,1,0,9
Christopher M Vogler,,,,0,9
Total,2,1,1,0,9
,State Treasurer - Republican,Delegate To The Republican National Convention 1st District,,,10
,Otto Voit,Christopher M Vogler,Dave Hackett,Seth Kaufer,10
Otto Voit,1,2,1,1,10
Christopher M Vogler,,0,1,1,10
Dave Hackett,,,0,1,10
Seth Kaufer,,,,0,10
Total,3,2,1,1,10
,State Treasurer - Republican,Delegate To The Republican National Convention 1st District,,,11
,Otto Voit,Dave Hackett,Christopher M Vogler,Seth Kaufer,11
Otto Voit,1,2,1,1,11
Dave Hackett,,0,1,1,11
Christopher M Vogler,,,0,1,11
Seth Kaufer,,,,0,11
Total,3,2,1,1,11
,State Treasurer - Republican,Delegate To The Republican National Convention 1st District,,,12
,Otto Voit,Seth Kaufer,Christopher M Vogler,Dave Hackett,12
Otto Voit,3,7,5,3,12
Seth Kaufer,,0,4,3,12
Christopher M Vogler,,,0,3,12
Dave Hackett,,,,1,12
Total,11,7,5,4,12
,Delegate To The Republican National Convention 1st District,,,State Treasurer - Republican,13
,Christopher M Vogler,Dave Hackett,Seth Kaufer,Otto Voit,13
Christopher M Vogler,0,1,1,1,13
Dave Hackett,,0,1,1,13
Seth Kaufer,,,0,1,13
Otto Voit,,,,0,13
Total,1,1,1,1,13
,Delegate To The Republican National Convention 1st District,,,State Treasurer - Republican,14
,Christopher M Vogler,Dave Hackett,Seth Kaufer,Otto Voit,14
Christopher M Vogler,0,1,1,1,14
Dave Hackett,,0,1,1,14
Seth Kaufer,,,0,1,14
Otto Voit,,,,0,14
Total,1,1,1,1,14
,Delegate To The Republican National Convention 1st District,,,State Treasurer - Republican,15
,Dave Hackett,Christopher M Vogler,Seth Kaufer,Otto Voit,15
Dave Hackett,0,0,0,1,15
Christopher M Vogler,,0,0,0,15
Seth Kaufer,,,0,0,15
Otto Voit,,,,0,15
Total,1,0,0,1,15
,Delegate To The Republican National Convention 1st District,,,State Treasurer - Republican,16
,Christopher M Vogler,Seth Kaufer,Dave Hackett,Otto Voit,16
Christopher M Vogler,1,0,0,1,16
Seth Kaufer,,0,0,1,16
Dave Hackett,,,0,0,16
Otto Voit,,,,0,16
Total,2,1,0,2,16
,Delegate To The Republican National Convention 1st District,,,State Treasurer - Republican,17
,Christopher M Vogler,Dave Hackett,Seth Kaufer,Otto Voit,17
Christopher M Vogler,0,1,1,1,17
Dave Hackett,,0,1,1,17
Seth Kaufer,,,0,1,17
Otto Voit,,,,0,17
Total,1,1,1,1,17
,State Treasurer - Republican,Delegate To The Republican National Convention 1st District,,,20
,Otto Voit,Christopher M Vogler,Seth Kaufer,Dave Hackett,20
Otto Voit,1,5,4,3,20
Christopher M Vogler,,0,3,3,20
Seth Kaufer,,,0,3,20
Dave Hackett,,,,0,20
Total,7,5,4,3,20
,State Treasurer - Republican,Delegate To The Republican National Convention 1st District,,,21
,Otto Voit,Christopher M Vogler,Seth Kaufer,Dave Hackett,21
Otto Voit,2,4,3,1,21
Christopher M Vogler,,0,3,1,21
Seth Kaufer,,,0,1,21
Dave Hackett,,,,0,21
Total,6,4,3,1,21
,Delegate To The Republican National Convention 1st District,,,State Treasurer - Republican,22
,Christopher M Vogler,Dave Hackett,Seth Kaufer,Otto Voit,22
Christopher M Vogler,1,2,2,2,22
Dave Hackett,,0,2,2,22
Seth Kaufer,,,0,2,22
Otto Voit,,,,1,22
Total,3,2,2,3,22
,Delegate To The Republican National Convention 1st District,,,State Treasurer - Republican,23
,Seth Kaufer,Christopher M Vogler,Dave Hackett,Otto Voit,23
Seth Kaufer,1,2,1,2,23
Christopher M Vogler,,0,1,2,23
Dave Hackett,,,0,1,23
Otto Voit,,,,0,23
Total,3,2,1,2,23
