col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In The General Assembly 179th District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,Jason T Dawkins,Allyson Y Schwartz,Betsy May Kilkenny,Val Arkoosh,Michael J Rahming,Elaine Tomlin,Charles Quann,Mike Stack,Louis Farinella,W Gerard Oleksiak,Mark B Cohen,Henry Albert,Linda A Fields,Melissa Robbins,Bev Hahn,All
Jason T Dawkins,400,"3,206","2,284","2,163","1,810","1,796","1,587","1,530","1,471","1,356","1,219",907,911,829,709,All
Allyson Y Schwartz,,106,"2,223","2,144",889,"1,701","1,573","1,528","1,485","1,358",594,402,412,361,275,All
Betsy May Kilkenny,,,22,"2,040",717,"1,572","1,485","1,394","1,417","1,297",434,272,269,234,153,All
Val Arkoosh,,,,17,708,"1,504","1,461","1,348","1,378","1,276",391,246,237,194,140,All
Michael J Rahming,,,,,68,440,389,337,317,237,986,847,781,722,675,All
Elaine Tomlin,,,,,,60,"1,500","1,432","1,440","1,305",464,290,312,273,196,All
Charles Quann,,,,,,,3,"1,376","1,426","1,286",377,254,240,204,139,All
Mike Stack,,,,,,,,6,"1,315","1,298",350,228,262,231,168,All
Louis Farinella,,,,,,,,,6,"1,249",327,197,183,150,101,All
W Gerard Oleksiak,,,,,,,,,,3,242,153,171,138,104,All
Mark B Cohen,,,,,,,,,,,15,906,821,765,686,All
Henry Albert,,,,,,,,,,,,5,772,711,670,All
Linda A Fields,,,,,,,,,,,,,2,749,708,All
Melissa Robbins,,,,,,,,,,,,,,4,690,All
Bev Hahn,,,,,,,,,,,,,,,0,All
Total,"5,177","3,530","2,493","2,359","2,027","2,008","1,727","1,658","1,606","1,471","1,381","1,035","1,025",927,799,All
