col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,All
,Thaddeus Kirkland,Blake Rutherford,H Douglass Brown,Peter Cutty,Anne Wakabayashi,Jennifer Lentz,Ryan N Boyer,Amanda Mcillmurray,Maria Quinones Sanchez,Cathy Brady,Leanne Krueger Braneky,Angel Cruz,Ted Kirsch,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Thaddeus Kirkland,40,"1,103",292,298,964,880,901,247,852,854,868,827,816,170,157,149,698,423,217,192,All
Blake Rutherford,,9,253,264,867,846,867,221,769,804,796,780,777,156,131,135,600,367,148,104,All
H Douglass Brown,,,21,934,198,211,197,859,142,163,159,157,138,775,732,715,385,388,289,119,All
Peter Cutty,,,,7,199,229,202,815,144,162,156,166,151,738,702,690,346,367,242,98,All
Anne Wakabayashi,,,,,0,858,858,214,825,817,840,778,779,148,130,117,561,332,92,68,All
Jennifer Lentz,,,,,,1,832,249,781,797,794,799,777,178,165,157,535,324,86,61,All
Ryan N Boyer,,,,,,,1,205,755,781,781,774,773,156,140,140,521,323,85,63,All
Amanda Mcillmurray,,,,,,,,2,161,192,176,181,161,792,751,718,358,338,193,65,All
Maria Quinones Sanchez,,,,,,,,,4,760,799,789,782,128,132,123,531,306,71,52,All
Cathy Brady,,,,,,,,,,1,786,758,768,117,135,109,525,300,80,50,All
Leanne Krueger Braneky,,,,,,,,,,,0,766,761,131,120,113,515,292,77,62,All
Angel Cruz,,,,,,,,,,,,0,789,139,128,133,499,297,81,47,All
Ted Kirsch,,,,,,,,,,,,,1,127,130,122,503,301,78,44,All
Kat Richter,,,,,,,,,,,,,,0,716,698,294,305,178,51,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,0,665,295,287,169,41,All
Jacob Adeniran,,,,,,,,,,,,,,,,0,267,289,160,42,All
Katie Mcginty,,,,,,,,,,,,,,,,,229,0,0,0,All
Joe Sestak,,,,,,,,,,,,,,,,,,197,0,0,All
John Fetterman,,,,,,,,,,,,,,,,,,,94,0,All
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,,37,All
Total,"1,631","1,285","1,267","1,116","1,087","1,042","1,025","1,008",996,984,979,954,954,873,832,795,"1,367","1,028",609,337,All
,United States Senator - Democrat,,,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,1
,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,Thaddeus Kirkland,H Douglass Brown,Peter Cutty,Jennifer Lentz,Anne Wakabayashi,Blake Rutherford,Katherine Hunter Snyder,Cathy Brady,Amanda Mcillmurray,Ryan N Boyer,Ted Kirsch,Jacob Adeniran,Leanne Krueger Braneky,Kat Richter,Angel Cruz,Maria Quinones Sanchez,1
