col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,Representative In The General Assembly 175th District - Democrat,,All
,Thaddeus Kirkland,Blake Rutherford,Anne Wakabayashi,Maria Quinones Sanchez,Jennifer Lentz,Leanne Krueger Braneky,Cathy Brady,Angel Cruz,Ryan N Boyer,Ted Kirsch,H Douglass Brown,Amanda Mcillmurray,Peter Cutty,Katherine Hunter Snyder,Kat Richter,Jacob Adeniran,Michael H Obrien,Sean Sullivan,All
Thaddeus Kirkland,27,"2,673","2,570","2,430","2,431","2,416","2,369","2,339","2,386","2,276",421,420,387,350,320,272,"1,510","1,278",All
Blake Rutherford,,11,"2,485","2,342","2,409","2,356","2,337","2,287","2,368","2,244",363,366,338,304,274,223,"1,420","1,166",All
Anne Wakabayashi,,,3,"2,438","2,457","2,436","2,357","2,324","2,356","2,254",381,424,344,357,327,271,"1,405","1,125",All
Maria Quinones Sanchez,,,,5,"2,304","2,369","2,322","2,325","2,233","2,262",327,364,309,349,307,279,"1,362","1,083",All
Jennifer Lentz,,,,,1,"2,344","2,322","2,278","2,267","2,218",359,415,350,335,305,282,"1,331","1,100",All
Leanne Krueger Braneky,,,,,,0,"2,310","2,265","2,238","2,212",304,335,276,286,260,223,"1,298","1,065",All
Cathy Brady,,,,,,,2,"2,242","2,230","2,189",266,299,244,259,212,186,"1,262","1,050",All
Angel Cruz,,,,,,,,2,"2,191","2,223",292,314,287,299,254,238,"1,289","1,015",All
Ryan N Boyer,,,,,,,,,0,"2,154",284,299,260,253,239,196,"1,281","1,021",All
Ted Kirsch,,,,,,,,,,1,196,236,198,211,183,177,"1,225",980,All
H Douglass Brown,,,,,,,,,,,32,"1,793","1,734","1,673","1,684","1,605","1,025",888,All
Amanda Mcillmurray,,,,,,,,,,,,3,"1,621","1,699","1,703","1,619",950,805,All
Peter Cutty,,,,,,,,,,,,,10,"1,522","1,528","1,472",923,754,All
Katherine Hunter Snyder,,,,,,,,,,,,,,2,"1,637","1,563",894,721,All
Kat Richter,,,,,,,,,,,,,,,1,"1,571",873,726,All
Jacob Adeniran,,,,,,,,,,,,,,,,1,824,681,All
Michael H Obrien,,,,,,,,,,,,,,,,,174,0,All
Sean Sullivan,,,,,,,,,,,,,,,,,,241,All
Total,"3,121","2,883","2,817","2,713","2,687","2,628","2,563","2,556","2,546","2,444","2,199","2,004","1,920","1,847","1,824","1,720","2,688","2,397",All
,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,Representative In The General Assembly 175th District - Democrat,,1
,Thaddeus Kirkland,Blake Rutherford,Jennifer Lentz,Maria Quinones Sanchez,Anne Wakabayashi,Leanne Krueger Braneky,Angel Cruz,Cathy Brady,Ryan N Boyer,Ted Kirsch,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Katherine Hunter Snyder,Kat Richter,Jacob Adeniran,Sean Sullivan,Michael H Obrien,1
Thaddeus Kirkland,0,229,218,214,217,215,207,208,208,201,35,38,37,35,28,25,136,120,1
Blake Rutherford,,0,210,201,199,203,204,200,204,194,26,29,31,27,21,17,111,112,1
Jennifer Lentz,,,0,205,203,211,205,205,198,196,32,36,37,35,29,27,115,104,1
Maria Quinones Sanchez,,,,1,208,208,205,202,196,199,25,27,29,29,25,21,110,106,1
Anne Wakabayashi,,,,,0,200,199,197,195,192,30,29,29,28,28,23,108,103,1
Leanne Krueger Braneky,,,,,,0,197,204,195,192,27,29,31,27,24,20,107,104,1
Angel Cruz,,,,,,,0,195,191,196,25,31,32,31,24,24,103,103,1
Cathy Brady,,,,,,,,1,190,187,17,19,23,18,13,12,100,102,1
Ryan N Boyer,,,,,,,,,0,190,20,22,21,22,20,14,100,100,1
Ted Kirsch,,,,,,,,,,0,15,18,21,18,17,14,94,103,1
H Douglass Brown,,,,,,,,,,,0,148,142,138,139,129,87,65,1
Peter Cutty,,,,,,,,,,,,0,148,143,142,131,83,68,1
Amanda Mcillmurray,,,,,,,,,,,,,0,145,144,134,82,67,1
Katherine Hunter Snyder,,,,,,,,,,,,,,0,138,132,77,62,1
Kat Richter,,,,,,,,,,,,,,,0,131,73,65,1
Jacob Adeniran,,,,,,,,,,,,,,,,0,72,53,1
Sean Sullivan,,,,,,,,,,,,,,,,,16,0,1
