col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In The General Assembly 186th District - Democrat,,United States Senator - Democrat,,,,All
,Jordan A Harris,L Warren Bullard,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,All
Jordan A Harris,171,0,493,223,199,154,All
L Warren Bullard,,4,8,2,4,6,All
Katie Mcginty,,,128,0,0,0,All
Joe Sestak,,,,61,0,0,All
Joseph J Vodvarka,,,,,36,0,All
John Fetterman,,,,,,33,All
Total,"1,240",24,629,286,239,193,All
,Representative In The General Assembly 186th District - Democrat,,United States Senator - Democrat,,,,3
,Jordan A Harris,L Warren Bullard,Katie Mcginty,Joseph J Vodvarka,Joe Sestak,John Fetterman,3
Jordan A Harris,15,0,45,20,15,13,3
L Warren Bullard,,0,1,1,0,0,3
Katie Mcginty,,,9,0,0,0,3
Joseph J Vodvarka,,,,6,0,0,3
Joe Sestak,,,,,7,0,3
John Fetterman,,,,,,1,3
Total,108,2,55,27,22,14,3
,Representative In The General Assembly 186th District - Democrat,,United States Senator - Democrat,,,,7
,Jordan A Harris,L Warren Bullard,Katie Mcginty,John Fetterman,Joe Sestak,Joseph J Vodvarka,7
Jordan A Harris,9,0,47,23,20,21,7
L Warren Bullard,,0,1,0,0,0,7
Katie Mcginty,,,13,0,0,0,7
John Fetterman,,,,8,0,0,7
Joe Sestak,,,,,5,0,7
Joseph J Vodvarka,,,,,,3,7
Total,120,1,61,31,25,24,7
,Representative In The General Assembly 186th District - Democrat,,United States Senator - Democrat,,,,8
,Jordan A Harris,L Warren Bullard,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,8
Jordan A Harris,30,0,57,16,22,7,8
L Warren Bullard,,1,0,1,0,0,8
Katie Mcginty,,,14,0,0,0,8
Joe Sestak,,,,9,0,0,8
Joseph J Vodvarka,,,,,4,0,8
John Fetterman,,,,,,3,8
Total,132,2,71,26,26,10,8
,Representative In The General Assembly 186th District - Democrat,,United States Senator - Democrat,,,,9
,Jordan A Harris,L Warren Bullard,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,9
Jordan A Harris,15,0,46,20,10,11,9
L Warren Bullard,,2,2,0,0,1,9
Katie Mcginty,,,17,0,0,0,9
Joe Sestak,,,,6,0,0,9
Joseph J Vodvarka,,,,,6,0,9
John Fetterman,,,,,,2,9
Total,102,5,65,26,16,14,9
,Representative In The General Assembly 186th District - Democrat,,United States Senator - Democrat,,,,10
,Jordan A Harris,L Warren Bullard,Katie Mcginty,John Fetterman,Joe Sestak,Joseph J Vodvarka,10
Jordan A Harris,11,0,36,16,17,17,10
L Warren Bullard,,0,0,0,0,0,10
Katie Mcginty,,,18,0,0,0,10
John Fetterman,,,,7,0,0,10
Joe Sestak,,,,,5,0,10
Joseph J Vodvarka,,,,,,2,10
Total,97,0,54,23,22,19,10
,Representative In The General Assembly 186th District - Democrat,,United States Senator - Democrat,,,,11
,Jordan A Harris,L Warren Bullard,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,11
Jordan A Harris,27,0,45,18,17,15,11
L Warren Bullard,,1,1,0,0,0,11
Katie Mcginty,,,11,0,0,0,11
Joe Sestak,,,,4,0,0,11
Joseph J Vodvarka,,,,,2,0,11
John Fetterman,,,,,,1,11
Total,122,2,57,22,19,16,11
,Representative In The General Assembly 186th District - Democrat,,United States Senator - Democrat,,,,12
,Jordan A Harris,L Warren Bullard,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,12
Jordan A Harris,10,0,56,51,28,17,12
L Warren Bullard,,0,0,0,2,3,12
Katie Mcginty,,,10,0,0,0,12
Joe Sestak,,,,9,0,0,12
Joseph J Vodvarka,,,,,3,0,12
John Fetterman,,,,,,3,12
Total,162,5,66,60,33,23,12
,Representative In The General Assembly 186th District - Democrat,,United States Senator - Democrat,,,,21
,Jordan A Harris,L Warren Bullard,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,21
Jordan A Harris,14,0,44,18,13,6,21
L Warren Bullard,,0,1,0,0,0,21
Katie Mcginty,,,10,0,0,0,21
Joe Sestak,,,,2,0,0,21
Joseph J Vodvarka,,,,,3,0,21
John Fetterman,,,,,,1,21
Total,95,1,55,20,16,7,21
,Representative In The General Assembly 186th District - Democrat,,United States Senator - Democrat,,,,22
,Jordan A Harris,L Warren Bullard,Katie Mcginty,Joseph J Vodvarka,John Fetterman,Joe Sestak,22
Jordan A Harris,24,0,64,28,26,17,22
L Warren Bullard,,0,2,1,1,0,22
Katie Mcginty,,,10,0,0,0,22
Joseph J Vodvarka,,,,4,0,0,22
John Fetterman,,,,,3,0,22
Joe Sestak,,,,,,7,22
Total,159,4,76,33,30,24,22
,Representative In The General Assembly 186th District - Democrat,,United States Senator - Democrat,,,,24
,Jordan A Harris,L Warren Bullard,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,24
Jordan A Harris,16,0,53,31,23,20,24
L Warren Bullard,,0,0,1,0,1,24
Katie Mcginty,,,16,0,0,0,24
Joe Sestak,,,,7,0,0,24
Joseph J Vodvarka,,,,,3,0,24
John Fetterman,,,,,,4,24
Total,143,2,69,39,26,25,24
