col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Senator In The General Assembly 5th District - Democrat,,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Kevin J Boyle,John Sabatina,Thaddeus Kirkland,H Douglass Brown,Blake Rutherford,Peter Cutty,Amanda Mcillmurray,Anne Wakabayashi,Jennifer Lentz,Ryan N Boyer,Cathy Brady,Maria Quinones Sanchez,Kat Richter,Leanne Krueger Braneky,Katherine Hunter Snyder,Angel Cruz,Ted Kirsch,Jacob Adeniran,All
Kevin J Boyle,946,0,"2,072","1,854","1,665","1,586","1,410","1,359","1,376","1,345","1,311","1,272","1,281","1,229","1,205","1,222","1,213","1,139",All
John Sabatina,,936,"2,139","1,753","1,546","1,447","1,268","1,301","1,194","1,132","1,135","1,136","1,098","1,148","1,080","1,079","1,010",999,All
Thaddeus Kirkland,,,69,846,"2,803",829,648,"2,386","2,195","2,202","2,138","2,108",480,"2,161",468,"2,002","1,953",393,All
H Douglass Brown,,,,41,746,"2,700","2,431",567,641,561,503,419,"2,215",459,"2,116",449,377,"2,029",All
Blake Rutherford,,,,,27,738,564,"2,162","2,105","2,128","2,007","1,880",428,"1,952",391,"1,890","1,860",350,All
Peter Cutty,,,,,,19,"2,272",565,654,559,475,408,"2,101",447,"2,002",452,404,"1,960",All
Amanda Mcillmurray,,,,,,,2,588,696,551,526,432,"2,268",480,"2,132",464,410,"2,033",All
Anne Wakabayashi,,,,,,,,5,"2,167","2,110","2,062","2,041",436,"2,126",432,"1,924","1,901",356,All
Jennifer Lentz,,,,,,,,,0,"2,073","2,027","1,899",538,"1,978",511,"1,960","1,897",445,All
Ryan N Boyer,,,,,,,,,,6,"1,971","1,840",455,"1,910",435,"1,888","1,861",386,All
Cathy Brady,,,,,,,,,,,1,"1,891",381,"1,946",436,"1,872","1,874",323,All
Maria Quinones Sanchez,,,,,,,,,,,,5,374,"1,956",407,"1,915","1,851",338,All
Kat Richter,,,,,,,,,,,,,1,387,"2,071",402,358,"2,020",All
Leanne Krueger Braneky,,,,,,,,,,,,,,3,382,"1,840","1,813",318,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,2,410,381,"1,927",All
Angel Cruz,,,,,,,,,,,,,,,,6,"1,869",362,All
Ted Kirsch,,,,,,,,,,,,,,,,,0,332,All
Jacob Adeniran,,,,,,,,,,,,,,,,,,0,All
Total,"5,059","4,871","4,412","3,781","3,357","3,178","2,803","2,767","2,663","2,567","2,530","2,511","2,496","2,472","2,402","2,385","2,305","2,245",All
