col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Representative In The General Assembly 198th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,All
,Rosita C Youngblood,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Ken Washington,Mary Jo Daley,Vincent Hughes,Mark Aronchick,Nicole Allen White,Blondell Reynolds Brown,Michelle W Singer,Heather A Steinmiller,Joe Foster,Yasmeen Kaboud,Lou Agre,Sherrie Cohen,Ariana Flores Gordon,Carol Rose Fleischman,Gwen Snyder,Waleed Shahid,William Leopold,Hamdi Soysal,Tonya Diane Bah,Margaret Lenzi,All
Rosita C Youngblood,66,840,636,594,572,501,474,466,445,443,437,435,412,408,298,260,217,193,177,172,161,167,157,156,151,All
Cindy Bass,,27,631,603,589,500,487,470,455,445,449,441,421,408,134,141,119,90,83,85,72,78,68,70,66,All
Malcolm Kenyatta,,,2,579,571,469,450,444,436,425,418,425,407,388,121,122,103,76,68,75,64,71,57,62,59,All
Katherine J Gilmore,,,,4,551,433,437,419,419,406,393,407,392,372,123,115,87,66,63,69,57,61,53,50,48,All
Jerry T Jordan,,,,,3,439,429,415,423,403,396,407,396,373,110,117,77,64,59,62,53,52,44,45,41,All
Ken Washington,,,,,,1,460,454,434,439,424,436,424,410,70,71,79,59,53,59,46,56,40,49,41,All
Mary Jo Daley,,,,,,,2,417,443,408,391,408,400,382,56,55,71,45,48,43,37,40,38,32,29,All
Vincent Hughes,,,,,,,,1,408,427,441,422,408,406,49,48,66,42,37,43,43,50,25,36,41,All
Mark Aronchick,,,,,,,,,1,400,389,407,398,377,53,61,69,48,43,41,39,36,36,30,31,All
Nicole Allen White,,,,,,,,,,0,406,417,403,395,46,53,63,45,39,43,48,49,31,40,41,All
Blondell Reynolds Brown,,,,,,,,,,,2,399,393,379,38,43,60,30,26,32,32,40,17,29,32,All
Michelle W Singer,,,,,,,,,,,,1,415,389,41,45,54,33,32,42,36,40,26,31,29,All
Heather A Steinmiller,,,,,,,,,,,,,0,376,35,33,40,23,25,26,25,29,15,22,23,All
Joe Foster,,,,,,,,,,,,,,0,39,45,50,33,33,33,41,39,24,29,27,All
Yasmeen Kaboud,,,,,,,,,,,,,,,5,218,163,168,152,148,135,133,149,135,120,All
Lou Agre,,,,,,,,,,,,,,,,4,169,163,155,146,132,139,148,132,124,All
Sherrie Cohen,,,,,,,,,,,,,,,,,1,165,162,153,138,151,156,135,136,All
Ariana Flores Gordon,,,,,,,,,,,,,,,,,,0,156,147,139,134,153,128,125,All
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,,0,139,124,126,148,127,121,All
Gwen Snyder,,,,,,,,,,,,,,,,,,,,1,131,141,134,136,121,All
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,0,136,123,122,117,All
William Leopold,,,,,,,,,,,,,,,,,,,,,,0,125,131,123,All
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,,,0,121,116,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,,,1,112,All
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,204",944,703,657,635,553,524,518,489,489,481,479,451,447,333,288,238,213,197,194,180,180,176,174,161,All
,Representative In The General Assembly 198th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,16
