col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In The General Assembly 192nd District - Democrat,,,,,United States Senator - Democrat,,,,All
,Morgan Cephas,Steven Jones,Lynwood W Savage,Edwin Santana,Jess Johnson,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Morgan Cephas,999,0,0,0,0,"3,229","1,733",832,650,All
Steven Jones,,433,0,0,0,"1,008",741,603,796,All
Lynwood W Savage,,,368,0,0,"1,359",545,118,79,All
Edwin Santana,,,,276,0,878,661,176,133,All
Jess Johnson,,,,,139,291,300,244,153,All
Katie Mcginty,,,,,,561,0,0,0,All
Joe Sestak,,,,,,,307,0,0,All
John Fetterman,,,,,,,,126,0,All
Joseph J Vodvarka,,,,,,,,,136,All
Total,"7,443","3,581","2,469","2,124","1,127","7,326","4,287","2,099","1,947",All
