col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 195th District - Democrat,,,,State Treasurer - Democrat,All
,Donna Bullock,Jimmie Moore,Jamar Izzo Izzard,Donnell L Jones,Joe Torsella,All
Donna Bullock,"1,341",0,0,0,"1,397",All
Jimmie Moore,,259,0,0,210,All
Jamar Izzo Izzard,,,78,0,148,All
Donnell L Jones,,,,3,1,All
Joe Torsella,,,,,48,All
Total,"2,738",469,226,4,"1,804",All
,Representative In The General Assembly 195th District - Democrat,,,,State Treasurer - Democrat,1
,Donna Bullock,Jimmie Moore,Jamar Izzo Izzard,Donnell L Jones,Joe Torsella,1
Donna Bullock,23,0,0,0,58,1
Jimmie Moore,,5,0,0,6,1
Jamar Izzo Izzard,,,1,0,3,1
Donnell L Jones,,,,0,0,1
Joe Torsella,,,,,1,1
Total,81,11,4,0,68,1
,Representative In The General Assembly 195th District - Democrat,,,,State Treasurer - Democrat,2
,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,Joe Torsella,2
Donna Bullock,43,0,0,0,101,2
Jamar Izzo Izzard,,2,0,0,3,2
Jimmie Moore,,,1,0,1,2
Donnell L Jones,,,,0,0,2
Joe Torsella,,,,,8,2
Total,144,5,2,0,113,2
,Representative In The General Assembly 195th District - Democrat,,,,State Treasurer - Democrat,3
,Donna Bullock,Jimmie Moore,Jamar Izzo Izzard,Donnell L Jones,Joe Torsella,3
Donna Bullock,43,0,0,0,42,3
Jimmie Moore,,27,0,0,12,3
Jamar Izzo Izzard,,,0,0,5,3
Donnell L Jones,,,,0,0,3
Joe Torsella,,,,,2,3
Total,85,39,5,0,61,3
,Representative In The General Assembly 195th District - Democrat,,,,State Treasurer - Democrat,4
,Donna Bullock,Jimmie Moore,Jamar Izzo Izzard,Donnell L Jones,Joe Torsella,4
Donna Bullock,45,0,0,0,64,4
Jimmie Moore,,6,0,0,10,4
Jamar Izzo Izzard,,,5,0,5,4
Donnell L Jones,,,,0,0,4
Joe Torsella,,,,,1,4
Total,109,16,10,0,80,4
,Representative In The General Assembly 195th District - Democrat,,,,State Treasurer - Democrat,10
,Donna Bullock,Jamar Izzo Izzard,Jimmie Moore,Donnell L Jones,Joe Torsella,10
Donna Bullock,72,0,0,0,78,10
Jamar Izzo Izzard,,7,0,0,7,10
Jimmie Moore,,,7,0,7,10
