col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 1st District - Democrat,Attorney General - Democrat,,,All
,Robert A Brady,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,All
Robert A Brady,72,581,511,146,All
Josh Shapiro,,57,0,0,All
Stephen A Zappala Jr,,,124,0,All
John Morganelli,,,,20,All
Total,"1,310",638,635,166,All
,Representative In Congress 1st District - Democrat,Attorney General - Democrat,,,1
,Robert A Brady,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,1
Robert A Brady,10,67,49,22,1
Josh Shapiro,,9,0,0,1
Stephen A Zappala Jr,,,15,0,1
John Morganelli,,,,5,1
Total,148,76,64,27,1
,Representative In Congress 1st District - Democrat,Attorney General - Democrat,,,2
,Robert A Brady,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,2
Robert A Brady,2,43,25,19,2
Josh Shapiro,,2,0,0,2
Stephen A Zappala Jr,,,12,0,2
John Morganelli,,,,1,2
Total,89,45,37,20,2
,Representative In Congress 1st District - Democrat,Attorney General - Democrat,,,3
,Robert A Brady,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,3
Robert A Brady,8,108,66,22,3
Josh Shapiro,,10,0,0,3
Stephen A Zappala Jr,,,15,0,3
John Morganelli,,,,2,3
Total,204,118,81,24,3
,Representative In Congress 1st District - Democrat,Attorney General - Democrat,,,4
,Robert A Brady,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,4
Robert A Brady,9,76,51,16,4
Josh Shapiro,,9,0,0,4
Stephen A Zappala Jr,,,25,0,4
John Morganelli,,,,4,4
Total,152,85,76,20,4
,Representative In Congress 1st District - Democrat,Attorney General - Democrat,,,5
,Robert A Brady,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,5
Robert A Brady,3,29,26,11,5
Stephen A Zappala Jr,,4,0,0,5
Josh Shapiro,,,4,0,5
John Morganelli,,,,0,5
Total,69,33,30,11,5
,Representative In Congress 1st District - Democrat,Attorney General - Democrat,,,6
,Robert A Brady,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,6
Robert A Brady,20,114,114,16,6
Stephen A Zappala Jr,,27,0,0,6
Josh Shapiro,,,15,0,6
John Morganelli,,,,3,6
Total,264,141,129,19,6
,Representative In Congress 1st District - Democrat,Attorney General - Democrat,,,8
,Robert A Brady,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,8
Robert A Brady,3,31,23,5,8
Stephen A Zappala Jr,,1,0,0,8
Josh Shapiro,,,1,0,8
John Morganelli,,,,3,8
Total,62,32,24,8,8
,Representative In Congress 1st District - Democrat,Attorney General - Democrat,,,10
,Robert A Brady,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,10
Robert A Brady,13,81,55,22,10
Stephen A Zappala Jr,,22,0,0,10
Josh Shapiro,,,7,0,10
John Morganelli,,,,2,10
Total,171,103,62,24,10
,Representative In Congress 1st District - Democrat,Attorney General - Democrat,,,11
,Robert A Brady,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,11
Robert A Brady,4,69,65,13,11
Josh Shapiro,,0,0,0,11
Stephen A Zappala Jr,,,3,0,11
John Morganelli,,,,0,11
Total,151,69,68,13,11
