col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 173rd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Mike Driscoll,Thaddeus Kirkland,H Douglass Brown,Peter Cutty,Blake Rutherford,Amanda Mcillmurray,Kat Richter,Anne Wakabayashi,Jennifer Lentz,Katherine Hunter Snyder,Jacob Adeniran,Ryan N Boyer,Cathy Brady,Maria Quinones Sanchez,Angel Cruz,Leanne Krueger Braneky,Ted Kirsch,All
Mike Driscoll,183,755,730,612,582,519,475,485,482,450,438,457,447,442,427,424,389,All
Thaddeus Kirkland,,72,196,200,527,128,103,447,407,97,91,413,392,397,367,398,347,All
H Douglass Brown,,,44,607,176,536,488,135,166,464,460,135,114,93,110,103,84,All
Peter Cutty,,,,7,174,504,464,137,170,434,447,138,112,94,109,103,92,All
Blake Rutherford,,,,,22,116,92,407,396,81,81,393,370,346,344,360,334,All
Amanda Mcillmurray,,,,,,2,496,120,154,456,449,117,103,83,98,89,75,All
Kat Richter,,,,,,,0,92,127,448,455,103,83,83,96,78,76,All
Anne Wakabayashi,,,,,,,,0,408,96,83,399,377,378,361,403,341,All
Jennifer Lentz,,,,,,,,,2,122,118,388,379,346,360,364,339,All
Katherine Hunter Snyder,,,,,,,,,,0,429,89,88,82,98,82,82,All
Jacob Adeniran,,,,,,,,,,,1,92,77,81,93,74,77,All
Ryan N Boyer,,,,,,,,,,,,5,375,354,354,359,340,All
Cathy Brady,,,,,,,,,,,,,1,360,347,353,335,All
Maria Quinones Sanchez,,,,,,,,,,,,,,2,365,351,327,All
Angel Cruz,,,,,,,,,,,,,,,4,331,339,All
Leanne Krueger Braneky,,,,,,,,,,,,,,,,4,327,All
Ted Kirsch,,,,,,,,,,,,,,,,,0,All
Total,"1,666",892,873,708,658,601,545,525,520,518,505,498,487,487,466,465,421,All
,Representative In The General Assembly 173rd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,4
,Mike Driscoll,Thaddeus Kirkland,H Douglass Brown,Peter Cutty,Blake Rutherford,Anne Wakabayashi,Cathy Brady,Jennifer Lentz,Ryan N Boyer,Amanda Mcillmurray,Leanne Krueger Braneky,Ted Kirsch,Maria Quinones Sanchez,Angel Cruz,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,4
Mike Driscoll,7,49,42,39,36,35,32,32,32,30,30,28,28,24,25,23,22,4
Thaddeus Kirkland,,4,11,13,34,31,31,28,29,9,28,23,24,22,6,5,4,4
H Douglass Brown,,,4,33,11,10,8,13,9,28,7,7,4,7,22,22,22,4
Peter Cutty,,,,0,12,11,8,13,10,26,8,7,4,5,21,19,20,4
Blake Rutherford,,,,,1,27,27,26,27,9,24,21,21,20,5,3,2,4
Anne Wakabayashi,,,,,,0,30,29,29,10,30,26,25,22,6,7,6,4
Cathy Brady,,,,,,,0,28,29,9,25,23,22,22,5,4,2,4
Jennifer Lentz,,,,,,,,0,27,11,25,22,20,23,8,7,6,4
Ryan N Boyer,,,,,,,,,1,10,24,23,21,20,6,5,4,4
Amanda Mcillmurray,,,,,,,,,,0,8,7,3,4,25,21,21,4
Leanne Krueger Braneky,,,,,,,,,,,0,22,22,18,4,5,4,4
Ted Kirsch,,,,,,,,,,,,0,22,21,6,8,7,4
Maria Quinones Sanchez,,,,,,,,,,,,,0,21,4,4,3,4
Angel Cruz,,,,,,,,,,,,,,0,4,5,3,4
Kat Richter,,,,,,,,,,,,,,,0,19,20,4
Katherine Hunter Snyder,,,,,,,,,,,,,,,,0,20,4
Jacob Adeniran,,,,,,,,,,,,,,,,,0,4
Total,95,58,48,40,39,36,34,34,33,32,31,29,28,26,26,24,23,4
,Representative In The General Assembly 173rd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,6
,Mike Driscoll,Thaddeus Kirkland,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Kat Richter,Blake Rutherford,Angel Cruz,Katherine Hunter Snyder,Anne Wakabayashi,Ryan N Boyer,Cathy Brady,Jacob Adeniran,Jennifer Lentz,Maria Quinones Sanchez,Ted Kirsch,Leanne Krueger Braneky,6
Mike Driscoll,9,50,47,41,34,31,33,30,31,30,29,28,28,26,26,26,26,6
Thaddeus Kirkland,,5,11,9,8,5,28,22,8,26,22,21,5,21,19,20,22,6
H Douglass Brown,,,3,37,33,30,8,9,27,8,11,10,27,8,6,6,7,6
Peter Cutty,,,,0,31,28,8,9,25,8,12,10,26,9,6,7,6,6
Amanda Mcillmurray,,,,,0,31,7,9,27,9,9,9,27,11,5,7,6,6
Kat Richter,,,,,,0,4,10,27,7,9,7,27,7,7,7,6,6
Blake Rutherford,,,,,,,0,18,4,24,20,19,3,21,18,19,19,6
Angel Cruz,,,,,,,,0,13,21,23,22,9,21,23,23,19,6
Katherine Hunter Snyder,,,,,,,,,0,8,10,11,23,8,7,8,7,6
Anne Wakabayashi,,,,,,,,,,0,24,22,5,23,20,19,24,6
Ryan N Boyer,,,,,,,,,,,0,23,7,20,22,21,21,6
Cathy Brady,,,,,,,,,,,,1,7,21,20,20,20,6
Jacob Adeniran,,,,,,,,,,,,,0,7,5,7,5,6
Jennifer Lentz,,,,,,,,,,,,,,1,17,18,18,6
Maria Quinones Sanchez,,,,,,,,,,,,,,,0,22,19,6
Ted Kirsch,,,,,,,,,,,,,,,,0,19,6
Leanne Krueger Braneky,,,,,,,,,,,,,,,,,0,6
Total,107,55,53,44,37,35,34,33,33,31,31,29,29,28,28,28,26,6
,Representative In The General Assembly 173rd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,8
,Mike Driscoll,Thaddeus Kirkland,H Douglass Brown,Peter Cutty,Anne Wakabayashi,Blake Rutherford,Ryan N Boyer,Cathy Brady,Jennifer Lentz,Amanda Mcillmurray,Leanne Krueger Braneky,Maria Quinones Sanchez,Angel Cruz,Jacob Adeniran,Kat Richter,Katherine Hunter Snyder,Ted Kirsch,8
Mike Driscoll,17,37,27,21,23,24,23,23,22,17,22,21,17,13,13,12,18,8
Thaddeus Kirkland,,2,9,10,22,23,22,18,21,7,20,18,15,5,5,4,18,8
H Douglass Brown,,,4,24,7,6,6,5,4,21,8,4,3,17,17,18,2,8
Peter Cutty,,,,0,7,7,8,6,6,20,7,5,4,17,17,17,4,8
Anne Wakabayashi,,,,,0,18,23,19,20,4,21,19,17,3,2,4,17,8
Blake Rutherford,,,,,,1,17,15,17,4,16,15,12,2,3,1,13,8
Ryan N Boyer,,,,,,,1,19,19,5,21,18,16,4,3,4,18,8
Cathy Brady,,,,,,,,0,18,4,18,19,17,3,2,4,16,8
Jennifer Lentz,,,,,,,,,0,4,16,17,15,2,3,2,15,8
Amanda Mcillmurray,,,,,,,,,,0,6,2,1,17,18,16,2,8
Leanne Krueger Braneky,,,,,,,,,,,0,18,15,5,4,4,16,8
Maria Quinones Sanchez,,,,,,,,,,,,0,18,4,3,4,17,8
Angel Cruz,,,,,,,,,,,,,0,2,1,4,16,8
Jacob Adeniran,,,,,,,,,,,,,,0,17,15,2,8
Kat Richter,,,,,,,,,,,,,,,0,14,1,8
Katherine Hunter Snyder,,,,,,,,,,,,,,,,0,3,8
Ted Kirsch,,,,,,,,,,,,,,,,,0,8
Total,83,41,39,28,26,26,26,24,24,23,23,22,19,19,19,19,19,8
,Representative In The General Assembly 173rd District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,9
,Mike Driscoll,Thaddeus Kirkland,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Blake Rutherford,Kat Richter,Anne Wakabayashi,Katherine Hunter Snyder,Angel Cruz,Jacob Adeniran,Ryan N Boyer,Maria Quinones Sanchez,Jennifer Lentz,Cathy Brady,Leanne Krueger Braneky,Ted Kirsch,9
