col_1,col_2,division
,Representative In Congress 1st District - Democrat,All
,Robert A Brady,All
Robert A Brady,574,All
Total,574,All
,Representative In Congress 1st District - Democrat,3
,Robert A Brady,3
Robert A Brady,111,3
Total,111,3
,Representative In Congress 1st District - Democrat,14
,Robert A Brady,14
Robert A Brady,59,14
Total,59,14
,Representative In Congress 1st District - Democrat,15
,Robert A Brady,15
Robert A Brady,67,15
Total,67,15
,Representative In Congress 1st District - Democrat,16
,Robert A Brady,16
Robert A Brady,66,16
Total,66,16
,Representative In Congress 1st District - Democrat,19
,Robert A Brady,19
Robert A Brady,83,19
Total,83,19
,Representative In Congress 1st District - Democrat,20
,Robert A Brady,20
Robert A Brady,83,20
Total,83,20
,Representative In Congress 1st District - Democrat,21
,Robert A Brady,21
Robert A Brady,105,21
Total,105,21
