col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Representative In The General Assembly 188th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,All
,James R Roebuck,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Yasmeen Kaboud,Ken Washington,Mary Jo Daley,Mark Aronchick,Vincent Hughes,Lou Agre,Blondell Reynolds Brown,Nicole Allen White,Michelle W Singer,Joe Foster,Heather A Steinmiller,Ariana Flores Gordon,Carol Rose Fleischman,Sherrie Cohen,Gwen Snyder,Hamdi Soysal,William Leopold,Waleed Shahid,Tonya Diane Bah,Margaret Lenzi,All
James R Roebuck,174,"1,290","1,126","1,038","1,002",836,826,804,789,772,738,755,752,731,701,683,632,613,613,593,577,561,554,547,526,All
Cindy Bass,,30,"1,047","1,018","1,000",237,791,801,770,738,241,726,742,725,682,691,152,149,146,145,119,115,107,99,95,All
Malcolm Kenyatta,,,17,991,"1,010",254,783,773,767,737,234,727,722,718,701,694,158,154,164,158,140,136,123,124,110,All
Katherine J Gilmore,,,,16,957,215,739,758,729,702,178,696,698,689,667,678,106,116,123,107,99,94,76,78,75,All
Jerry T Jordan,,,,,1,222,740,743,731,698,217,689,683,686,668,670,123,123,123,121,117,111,91,97,79,All
Yasmeen Kaboud,,,,,,29,129,124,131,110,707,96,108,88,102,67,620,607,605,587,596,565,564,559,538,All
Ken Washington,,,,,,,2,752,752,721,131,702,739,731,702,706,119,114,111,116,92,98,98,80,68,All
Mary Jo Daley,,,,,,,,0,766,691,114,688,705,699,671,686,98,95,104,96,86,73,63,55,52,All
Mark Aronchick,,,,,,,,,3,684,126,668,697,706,671,673,122,114,114,111,97,85,85,72,62,All
Vincent Hughes,,,,,,,,,,6,100,737,721,684,688,669,78,77,94,92,70,92,76,73,70,All
Lou Agre,,,,,,,,,,,14,82,100,88,89,58,605,598,584,573,580,560,543,554,517,All
Blondell Reynolds Brown,,,,,,,,,,,,0,709,683,674,673,76,76,89,86,66,83,70,66,67,All
Nicole Allen White,,,,,,,,,,,,,0,710,686,690,85,80,83,99,64,81,84,70,74,All
Michelle W Singer,,,,,,,,,,,,,,2,673,697,74,80,66,82,55,73,68,53,49,All
Joe Foster,,,,,,,,,,,,,,,0,662,73,69,83,80,64,85,78,64,60,All
Heather A Steinmiller,,,,,,,,,,,,,,,,0,41,42,47,49,30,47,43,37,32,All
Ariana Flores Gordon,,,,,,,,,,,,,,,,,2,621,609,588,606,561,549,563,528,All
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,0,599,582,593,555,543,555,526,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,575,606,567,547,562,539,All
Gwen Snyder,,,,,,,,,,,,,,,,,,,,1,569,559,544,551,538,All
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,0,560,537,550,524,All
William Leopold,,,,,,,,,,,,,,,,,,,,,,0,538,555,546,All
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,2,531,519,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,,,3,529,All
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,406","1,446","1,264","1,171","1,113",976,913,889,877,862,856,839,837,816,773,756,727,708,707,678,671,647,645,631,605,All
,Representative In The General Assembly 188th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,2
,James R Roebuck,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Yasmeen Kaboud,Mary Jo Daley,Mark Aronchick,Ken Washington,Jerry T Jordan,Vincent Hughes,Blondell Reynolds Brown,Nicole Allen White,Lou Agre,Joe Foster,Ariana Flores Gordon,Sherrie Cohen,Carol Rose Fleischman,Heather A Steinmiller,William Leopold,Gwen Snyder,Hamdi Soysal,Michelle W Singer,Tonya Diane Bah,Waleed Shahid,Margaret Lenzi,2
James R Roebuck,12,83,65,53,47,51,45,46,45,41,40,39,34,35,30,29,25,32,25,25,24,29,20,21,21,2
Cindy Bass,,2,57,48,17,46,41,42,45,37,36,36,12,34,10,13,9,28,12,10,8,26,5,6,7,2
Malcolm Kenyatta,,,1,47,15,40,41,38,44,38,35,33,9,33,6,8,5,28,8,8,6,26,4,3,3,2
Katherine J Gilmore,,,,2,14,41,37,40,40,35,34,34,5,32,7,9,6,28,8,6,5,27,4,3,5,2
Yasmeen Kaboud,,,,,1,13,13,11,12,10,10,11,34,11,28,27,26,6,26,25,25,7,24,27,22,2
Mary Jo Daley,,,,,,0,45,42,36,37,39,39,6,35,8,11,7,32,9,9,7,28,3,4,6,2
Mark Aronchick,,,,,,,1,38,36,35,35,34,8,33,10,11,8,30,10,9,8,26,5,3,5,2
Ken Washington,,,,,,,,0,34,38,39,37,4,35,6,9,5,31,9,6,5,28,2,3,5,2
Jerry T Jordan,,,,,,,,,0,33,32,30,8,30,4,4,4,27,7,6,3,23,2,1,3,2
Vincent Hughes,,,,,,,,,,0,37,34,4,35,3,5,3,29,8,3,1,24,3,3,3,2
Blondell Reynolds Brown,,,,,,,,,,,0,35,3,33,5,7,5,31,10,7,3,26,4,3,7,2
Nicole Allen White,,,,,,,,,,,,0,4,35,3,5,5,30,8,6,3,25,5,4,5,2
Lou Agre,,,,,,,,,,,,,0,5,26,24,24,2,22,22,24,3,23,22,20,2
Joe Foster,,,,,,,,,,,,,,0,4,4,3,28,7,5,2,25,2,5,3,2
Ariana Flores Gordon,,,,,,,,,,,,,,,0,30,28,3,24,26,27,4,23,23,22,2
Sherrie Cohen,,,,,,,,,,,,,,,,0,25,3,25,25,28,3,22,22,22,2
Carol Rose Fleischman,,,,,,,,,,,,,,,,,0,3,22,23,24,4,23,21,22,2
Heather A Steinmiller,,,,,,,,,,,,,,,,,,0,3,3,2,25,1,0,3,2
William Leopold,,,,,,,,,,,,,,,,,,,0,26,23,3,24,22,25,2
Gwen Snyder,,,,,,,,,,,,,,,,,,,,0,24,5,23,21,22,2
Hamdi Soysal,,,,,,,,,,,,,,,,,,,,,0,3,20,21,21,2
Michelle W Singer,,,,,,,,,,,,,,,,,,,,,,0,1,2,2,2
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,,,0,20,21,2
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,,0,21,2
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,150,89,70,59,56,55,51,49,47,44,43,43,42,38,36,36,33,33,32,31,31,30,28,28,27,2
,Representative In The General Assembly 188th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,4
,James R Roebuck,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Ken Washington,Mark Aronchick,Mary Jo Daley,Michelle W Singer,Nicole Allen White,Vincent Hughes,Heather A Steinmiller,Blondell Reynolds Brown,Joe Foster,Yasmeen Kaboud,Lou Agre,Ariana Flores Gordon,Carol Rose Fleischman,Sherrie Cohen,Tonya Diane Bah,Waleed Shahid,William Leopold,Margaret Lenzi,Gwen Snyder,Hamdi Soysal,4
James R Roebuck,3,119,109,108,102,91,91,90,85,83,83,84,81,83,64,50,47,45,44,41,41,41,42,41,36,4
