col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In The General Assembly 195th District - Democrat,,,,United States Senator - Democrat,,,,All
,Donna Bullock,Jimmie Moore,Jamar Izzo Izzard,Donnell L Jones,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Donna Bullock,"1,543",0,0,0,"5,157","2,408","1,767","1,221",All
Jimmie Moore,,244,0,0,827,410,177,84,All
Jamar Izzo Izzard,,,201,0,402,320,423,226,All
Donnell L Jones,,,,6,3,1,0,0,All
Katie Mcginty,,,,,513,0,0,0,All
Joe Sestak,,,,,,401,0,0,All
John Fetterman,,,,,,,250,0,All
Joseph J Vodvarka,,,,,,,,107,All
Total,"12,096","1,742","1,572",10,"6,902","3,540","2,617","1,638",All
