col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,All
,Jim Pio,Gilbert Cox,Tom Ellis,Lauren E Casper,Michael J Mcmonagle,Shannon Oscar,Pam Levy,Alan Apt,All
Jim Pio,64,201,195,186,114,105,73,70,All
Gilbert Cox,,1,211,208,29,35,21,28,All
Tom Ellis,,,1,215,41,17,27,15,All
Lauren E Casper,,,,2,44,30,24,11,All
Michael J Mcmonagle,,,,,25,25,27,15,All
Shannon Oscar,,,,,,1,31,35,All
Pam Levy,,,,,,,1,24,All
Alan Apt,,,,,,,,2,All
Total,462,293,286,285,158,118,89,81,All
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,9
,Jim Pio,Tom Ellis,Gilbert Cox,Lauren E Casper,Alan Apt,Michael J Mcmonagle,Shannon Oscar,Pam Levy,9
Jim Pio,7,46,46,39,18,15,18,13,9
Tom Ellis,,0,44,44,5,8,2,9,9
Gilbert Cox,,,0,39,4,5,5,5,9
Lauren E Casper,,,,1,0,2,3,2,9
Alan Apt,,,,,1,6,7,5,9
Michael J Mcmonagle,,,,,,4,2,4,9
Shannon Oscar,,,,,,,0,5,9
Pam Levy,,,,,,,,0,9
Total,87,58,56,51,19,19,19,16,9
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,10
,Jim Pio,Lauren E Casper,Tom Ellis,Gilbert Cox,Michael J Mcmonagle,Pam Levy,Shannon Oscar,Alan Apt,10
Jim Pio,13,18,22,16,14,11,10,7,10
Lauren E Casper,,1,20,17,9,6,6,1,10
Tom Ellis,,,0,21,4,4,2,4,10
Gilbert Cox,,,,1,4,2,2,3,10
Michael J Mcmonagle,,,,,3,3,3,3,10
Pam Levy,,,,,,1,5,2,10
Shannon Oscar,,,,,,,1,1,10
Alan Apt,,,,,,,,0,10
Total,56,33,32,27,21,15,13,7,10
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,13
,Jim Pio,Gilbert Cox,Tom Ellis,Lauren E Casper,Michael J Mcmonagle,Shannon Oscar,Alan Apt,Pam Levy,13
Jim Pio,10,31,30,25,22,12,7,11,13
Gilbert Cox,,0,34,30,8,5,5,3,13
Tom Ellis,,,0,30,9,1,1,4,13
Lauren E Casper,,,,0,5,3,4,4,13
Michael J Mcmonagle,,,,,2,3,3,4,13
Shannon Oscar,,,,,,0,5,3,13
Alan Apt,,,,,,,0,3,13
Pam Levy,,,,,,,,0,13
Total,65,44,42,39,25,14,12,11,13
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,16
,Jim Pio,Michael J Mcmonagle,Lauren E Casper,Tom Ellis,Gilbert Cox,Shannon Oscar,Alan Apt,Pam Levy,16
Jim Pio,13,23,25,22,18,19,12,10,16
Michael J Mcmonagle,,11,9,5,4,8,1,3,16
Lauren E Casper,,,0,24,19,6,1,4,16
Tom Ellis,,,,1,20,4,2,2,16
Gilbert Cox,,,,,0,5,3,4,16
Shannon Oscar,,,,,,0,7,6,16
Alan Apt,,,,,,,1,5,16
Pam Levy,,,,,,,,0,16
Total,72,39,35,33,30,23,15,14,16
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,17
,Jim Pio,Gilbert Cox,Tom Ellis,Lauren E Casper,Michael J Mcmonagle,Shannon Oscar,Pam Levy,Alan Apt,17
Jim Pio,5,28,28,26,15,14,12,10,17
Gilbert Cox,,0,31,35,2,3,0,3,17
Tom Ellis,,,0,32,5,3,3,0,17
Lauren E Casper,,,,0,4,3,2,2,17
Michael J Mcmonagle,,,,,1,3,6,1,17
Shannon Oscar,,,,,,0,8,6,17
Pam Levy,,,,,,,0,5,17
Alan Apt,,,,,,,,0,17
Total,61,41,41,39,17,16,14,10,17
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,19
,Jim Pio,Gilbert Cox,Lauren E Casper,Tom Ellis,Michael J Mcmonagle,Shannon Oscar,Alan Apt,Pam Levy,19
Jim Pio,9,36,31,30,15,13,10,8,19
Gilbert Cox,,0,45,40,2,7,6,3,19
Lauren E Casper,,,0,43,10,3,1,4,19
Tom Ellis,,,,0,5,4,2,4,19
Michael J Mcmonagle,,,,,2,2,1,3,19
Shannon Oscar,,,,,,0,5,2,19
Alan Apt,,,,,,,0,2,19
Pam Levy,,,,,,,,0,19
Total,70,60,57,52,22,14,11,9,19
,Representative In The General Assembly 172nd District - Republican,Delegate To The Republican National Convention 13th District,,,,,,,26
,Jim Pio,Gilbert Cox,Lauren E Casper,Tom Ellis,Shannon Oscar,Michael J Mcmonagle,Pam Levy,Alan Apt,26
Jim Pio,7,26,22,17,19,10,8,6,26
Gilbert Cox,,0,23,21,8,4,4,4,26
Lauren E Casper,,,0,22,6,5,2,2,26
Tom Ellis,,,,0,1,5,1,1,26
Shannon Oscar,,,,,0,4,2,4,26
Michael J Mcmonagle,,,,,,2,4,0,26
Pam Levy,,,,,,,0,2,26
Alan Apt,,,,,,,,0,26
Total,51,35,31,28,19,15,10,7,26
