col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 203rd District - Democrat,Attorney General - Democrat,,,All
,Isabella Fitzgerald,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,All
Isabella Fitzgerald,59,971,724,263,All
Josh Shapiro,,219,0,0,All
Stephen A Zappala Jr,,,163,0,All
John Morganelli,,,,42,All
Total,"2,017","1,190",887,305,All
,Representative In The General Assembly 203rd District - Democrat,Attorney General - Democrat,,,9
,Isabella Fitzgerald,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,9
Isabella Fitzgerald,8,74,62,30,9
Josh Shapiro,,25,0,0,9
Stephen A Zappala Jr,,,17,0,9
John Morganelli,,,,5,9
Total,174,99,79,35,9
,Representative In The General Assembly 203rd District - Democrat,Attorney General - Democrat,,,10
,Isabella Fitzgerald,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,10
Isabella Fitzgerald,1,73,52,13,10
Josh Shapiro,,15,0,0,10
Stephen A Zappala Jr,,,16,0,10
John Morganelli,,,,4,10
Total,139,88,68,17,10
,Representative In The General Assembly 203rd District - Democrat,Attorney General - Democrat,,,11
,Isabella Fitzgerald,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,11
Isabella Fitzgerald,2,80,58,12,11
Josh Shapiro,,12,0,0,11
Stephen A Zappala Jr,,,12,0,11
John Morganelli,,,,4,11
Total,152,92,70,16,11
,Representative In The General Assembly 203rd District - Democrat,Attorney General - Democrat,,,13
,Isabella Fitzgerald,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,13
Isabella Fitzgerald,6,90,71,22,13
Josh Shapiro,,20,0,0,13
Stephen A Zappala Jr,,,10,0,13
John Morganelli,,,,3,13
Total,189,110,81,25,13
,Representative In The General Assembly 203rd District - Democrat,Attorney General - Democrat,,,14
,Isabella Fitzgerald,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,14
Isabella Fitzgerald,2,92,25,11,14
Josh Shapiro,,13,0,0,14
Stephen A Zappala Jr,,,8,0,14
John Morganelli,,,,1,14
Total,130,105,33,12,14
,Representative In The General Assembly 203rd District - Democrat,Attorney General - Democrat,,,16
,Isabella Fitzgerald,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,16
Isabella Fitzgerald,4,55,38,15,16
Josh Shapiro,,10,0,0,16
Stephen A Zappala Jr,,,5,0,16
John Morganelli,,,,0,16
Total,112,65,43,15,16
,Representative In The General Assembly 203rd District - Democrat,Attorney General - Democrat,,,17
,Isabella Fitzgerald,Stephen A Zappala Jr,Josh Shapiro,John Morganelli,17
Isabella Fitzgerald,2,54,56,19,17
Stephen A Zappala Jr,,13,0,0,17
Josh Shapiro,,,8,0,17
John Morganelli,,,,0,17
Total,131,67,64,19,17
