col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In The General Assembly 203rd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,All
,Isabella Fitzgerald,Allyson Y Schwartz,Betsy May Kilkenny,Val Arkoosh,Michael J Rahming,Louis Farinella,Elaine Tomlin,Charles Quann,Mike Stack,W Gerard Oleksiak,Mark B Cohen,Henry Albert,Linda A Fields,Melissa Robbins,Bev Hahn,All
Isabella Fitzgerald,96,"1,325",890,850,681,641,659,639,601,544,503,358,360,312,269,All
Allyson Y Schwartz,,72,893,866,327,661,684,663,640,567,266,163,165,149,111,All
Betsy May Kilkenny,,,17,829,262,613,638,621,577,547,183,103,104,93,63,All
Val Arkoosh,,,,9,250,610,612,613,568,541,162,97,97,77,63,All
Michael J Rahming,,,,,38,145,166,158,118,89,398,347,315,301,276,All
Louis Farinella,,,,,,34,617,610,559,535,148,81,80,63,47,All
Elaine Tomlin,,,,,,,2,621,578,538,169,98,101,83,59,All
Charles Quann,,,,,,,,0,550,535,157,95,96,85,54,All
Mike Stack,,,,,,,,,4,538,135,72,82,68,47,All
W Gerard Oleksiak,,,,,,,,,,0,91,45,52,39,32,All
Mark B Cohen,,,,,,,,,,,11,368,335,312,278,All
Henry Albert,,,,,,,,,,,,1,315,296,276,All
Linda A Fields,,,,,,,,,,,,,2,296,277,All
Melissa Robbins,,,,,,,,,,,,,,1,274,All
Bev Hahn,,,,,,,,,,,,,,,0,All
Total,"2,017","1,524","1,009",954,792,745,738,718,685,602,589,413,410,362,314,All
,Representative In The General Assembly 203rd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,9
,Isabella Fitzgerald,Allyson Y Schwartz,Betsy May Kilkenny,Val Arkoosh,Michael J Rahming,Elaine Tomlin,Louis Farinella,Charles Quann,Mark B Cohen,Mike Stack,W Gerard Oleksiak,Henry Albert,Linda A Fields,Melissa Robbins,Bev Hahn,9
Isabella Fitzgerald,9,127,81,75,61,57,56,54,54,53,41,32,27,28,25,9
Allyson Y Schwartz,,7,84,84,39,63,60,59,38,55,45,21,18,18,14,9
Betsy May Kilkenny,,,2,78,33,54,55,56,23,49,46,14,10,9,9,9
Val Arkoosh,,,,0,32,53,53,55,24,50,45,13,9,7,9,9
Michael J Rahming,,,,,5,22,19,19,40,14,8,32,27,28,27,9
Elaine Tomlin,,,,,,0,52,54,24,51,45,12,8,10,8,9
Louis Farinella,,,,,,,3,53,20,49,44,11,7,7,6,9
Charles Quann,,,,,,,,0,21,48,44,10,7,6,5,9
Mark B Cohen,,,,,,,,,0,17,10,37,32,31,29,9
Mike Stack,,,,,,,,,,1,47,7,3,5,4,9
W Gerard Oleksiak,,,,,,,,,,,0,3,1,1,3,9
Henry Albert,,,,,,,,,,,,0,30,29,27,9
Linda A Fields,,,,,,,,,,,,,0,30,27,9
Melissa Robbins,,,,,,,,,,,,,,0,27,9
Bev Hahn,,,,,,,,,,,,,,,0,9
Total,174,150,96,87,74,67,67,63,63,62,48,40,35,35,31,9
,Representative In The General Assembly 203rd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,10
,Isabella Fitzgerald,Allyson Y Schwartz,Betsy May Kilkenny,Val Arkoosh,Louis Farinella,Elaine Tomlin,Mike Stack,Charles Quann,Mark B Cohen,Michael J Rahming,W Gerard Oleksiak,Linda A Fields,Melissa Robbins,Henry Albert,Bev Hahn,10
Isabella Fitzgerald,6,93,62,59,52,57,54,48,39,41,43,27,26,23,21,10
Allyson Y Schwartz,,6,60,58,55,56,55,50,17,16,45,12,12,8,9,10
Betsy May Kilkenny,,,2,55,48,49,49,44,11,13,43,7,9,3,5,10
Val Arkoosh,,,,1,47,49,46,43,8,12,43,5,6,4,5,10
Louis Farinella,,,,,5,49,47,45,8,9,44,7,8,4,5,10
Elaine Tomlin,,,,,,0,51,43,11,13,44,10,10,6,6,10
Mike Stack,,,,,,,0,44,12,11,46,9,8,4,5,10
Charles Quann,,,,,,,,0,7,7,39,5,7,4,3,10
Mark B Cohen,,,,,,,,,3,24,4,25,23,23,21,10
Michael J Rahming,,,,,,,,,,4,6,24,22,21,21,10
W Gerard Oleksiak,,,,,,,,,,,0,3,4,1,2,10
Linda A Fields,,,,,,,,,,,,0,25,22,22,10
Melissa Robbins,,,,,,,,,,,,,0,21,21,10
Henry Albert,,,,,,,,,,,,,,0,19,10
Bev Hahn,,,,,,,,,,,,,,,0,10
Total,139,105,68,64,62,60,57,51,47,47,46,30,28,26,24,10
,Representative In The General Assembly 203rd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,11
,Isabella Fitzgerald,Allyson Y Schwartz,Betsy May Kilkenny,Val Arkoosh,Michael J Rahming,Elaine Tomlin,Charles Quann,Louis Farinella,Mark B Cohen,Mike Stack,W Gerard Oleksiak,Linda A Fields,Melissa Robbins,Henry Albert,Bev Hahn,11
Isabella Fitzgerald,10,106,65,57,49,49,49,43,44,40,39,28,27,22,21,11
Allyson Y Schwartz,,5,61,54,31,48,44,40,26,39,37,21,19,14,14,11
Betsy May Kilkenny,,,2,50,18,48,43,38,16,37,36,11,10,6,7,11
Val Arkoosh,,,,0,14,39,39,36,12,37,36,10,7,4,5,11
Michael J Rahming,,,,,4,14,14,11,32,8,6,24,26,22,21,11
Elaine Tomlin,,,,,,0,43,39,15,37,35,10,8,4,6,11
Charles Quann,,,,,,,0,36,15,34,36,12,10,7,9,11
Louis Farinella,,,,,,,,5,10,33,31,8,6,2,2,11
Mark B Cohen,,,,,,,,,1,10,8,28,30,25,22,11
Mike Stack,,,,,,,,,,2,34,7,6,2,3,11
W Gerard Oleksiak,,,,,,,,,,,0,7,4,4,4,11
Linda A Fields,,,,,,,,,,,,0,26,23,20,11
Melissa Robbins,,,,,,,,,,,,,0,23,21,11
Henry Albert,,,,,,,,,,,,,,1,20,11
Bev Hahn,,,,,,,,,,,,,,,0,11
Total,152,114,69,59,57,52,50,49,48,44,40,31,31,26,23,11
,Representative In The General Assembly 203rd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,13
,Isabella Fitzgerald,Allyson Y Schwartz,Val Arkoosh,Betsy May Kilkenny,Michael J Rahming,Charles Quann,Elaine Tomlin,Louis Farinella,Mike Stack,W Gerard Oleksiak,Mark B Cohen,Linda A Fields,Henry Albert,Melissa Robbins,Bev Hahn,13
Isabella Fitzgerald,9,115,77,75,68,56,57,55,55,47,38,32,30,29,21,13
Allyson Y Schwartz,,9,74,74,30,56,57,55,54,49,20,12,12,14,6,13
Val Arkoosh,,,2,68,24,47,46,47,44,44,12,6,5,6,3,13
Betsy May Kilkenny,,,,1,21,47,48,46,43,45,11,5,4,7,1,13
Michael J Rahming,,,,,4,15,15,15,15,13,30,22,23,22,18,13
Charles Quann,,,,,,0,52,49,43,45,13,9,9,11,4,13
Elaine Tomlin,,,,,,,0,47,45,43,12,10,7,9,4,13
Louis Farinella,,,,,,,,3,41,43,9,5,6,5,1,13
Mike Stack,,,,,,,,,0,46,9,9,8,10,6,13
W Gerard Oleksiak,,,,,,,,,,0,7,3,4,6,1,13
Mark B Cohen,,,,,,,,,,,1,24,26,23,20,13
Linda A Fields,,,,,,,,,,,,0,21,22,20,13
Henry Albert,,,,,,,,,,,,,0,22,19,13
Melissa Robbins,,,,,,,,,,,,,,0,19,13
Bev Hahn,,,,,,,,,,,,,,,0,13
Total,189,133,85,83,75,62,61,61,60,52,39,32,30,29,21,13
,Representative In The General Assembly 203rd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,14
,Isabella Fitzgerald,Allyson Y Schwartz,Betsy May Kilkenny,Val Arkoosh,Michael J Rahming,Charles Quann,Elaine Tomlin,Mike Stack,Louis Farinella,W Gerard Oleksiak,Mark B Cohen,Henry Albert,Linda A Fields,Melissa Robbins,Bev Hahn,14
Isabella Fitzgerald,14,76,58,53,49,41,40,39,37,36,36,29,24,22,19,14
Allyson Y Schwartz,,2,60,53,23,45,44,44,42,39,17,12,9,7,7,14
Betsy May Kilkenny,,,0,52,20,45,43,44,41,39,14,10,9,7,6,14
Val Arkoosh,,,,1,15,42,39,38,38,37,8,7,4,1,3,14
Michael J Rahming,,,,,0,7,6,8,4,4,28,30,23,21,19,14
Charles Quann,,,,,,0,43,42,44,40,10,5,4,3,1,14
Elaine Tomlin,,,,,,,0,42,43,37,10,5,3,3,4,14
Mike Stack,,,,,,,,0,41,37,10,7,5,4,3,14
Louis Farinella,,,,,,,,,0,37,8,3,2,2,1,14
W Gerard Oleksiak,,,,,,,,,,0,3,1,0,0,0,14
Mark B Cohen,,,,,,,,,,,0,28,24,21,19,14
Henry Albert,,,,,,,,,,,,0,23,21,19,14
Linda A Fields,,,,,,,,,,,,,0,20,19,14
Melissa Robbins,,,,,,,,,,,,,,0,18,14
Bev Hahn,,,,,,,,,,,,,,,0,14
Total,130,84,66,58,51,50,49,47,45,42,39,30,26,24,20,14
,Representative In The General Assembly 203rd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,16
,Isabella Fitzgerald,Allyson Y Schwartz,Val Arkoosh,Betsy May Kilkenny,Elaine Tomlin,Louis Farinella,Michael J Rahming,Charles Quann,Mike Stack,W Gerard Oleksiak,Mark B Cohen,Henry Albert,Linda A Fields,Melissa Robbins,Bev Hahn,16
Isabella Fitzgerald,8,71,45,44,35,33,32,32,31,30,15,14,11,7,5,16
Allyson Y Schwartz,,0,51,51,41,39,12,39,37,35,7,4,2,2,0,16
Val Arkoosh,,,0,49,40,40,11,38,35,34,6,4,3,3,1,16
Betsy May Kilkenny,,,,0,39,38,10,38,36,35,6,3,2,2,0,16
Elaine Tomlin,,,,,0,40,7,39,37,37,6,5,2,2,1,16
Louis Farinella,,,,,,1,7,38,35,34,6,5,3,3,1,16
Michael J Rahming,,,,,,,3,8,3,2,18,16,13,9,9,16
Charles Quann,,,,,,,,0,35,34,5,5,2,2,1,16
Mike Stack,,,,,,,,,0,36,5,3,1,1,0,16
W Gerard Oleksiak,,,,,,,,,,0,2,2,1,1,0,16
Mark B Cohen,,,,,,,,,,,1,16,13,8,8,16
Henry Albert,,,,,,,,,,,,0,12,7,9,16
Linda A Fields,,,,,,,,,,,,,1,8,7,16
Melissa Robbins,,,,,,,,,,,,,,0,7,16
Bev Hahn,,,,,,,,,,,,,,,0,16
Total,112,83,56,55,44,43,42,41,39,37,23,19,15,10,9,16
,Representative In The General Assembly 203rd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,17
,Isabella Fitzgerald,Allyson Y Schwartz,Val Arkoosh,Betsy May Kilkenny,Michael J Rahming,Charles Quann,Louis Farinella,Elaine Tomlin,Mark B Cohen,Mike Stack,W Gerard Oleksiak,Henry Albert,Linda A Fields,Melissa Robbins,Bev Hahn,17
Isabella Fitzgerald,0,91,71,68,53,55,53,53,39,43,37,30,29,23,21,17
Allyson Y Schwartz,,4,69,67,27,53,52,52,22,43,38,14,12,13,9,17
Val Arkoosh,,,0,67,25,53,49,50,15,40,37,10,10,9,6,17
Betsy May Kilkenny,,,,1,23,49,48,51,14,39,35,9,7,7,4,17
Michael J Rahming,,,,,1,13,12,10,34,5,3,29,27,23,23,17
Charles Quann,,,,,,0,53,50,15,40,38,8,8,7,5,17
Louis Farinella,,,,,,,2,49,15,39,36,7,6,6,4,17
Elaine Tomlin,,,,,,,,0,13,40,36,7,5,5,1,17
Mark B Cohen,,,,,,,,,0,7,5,31,27,25,23,17
Mike Stack,,,,,,,,,,0,37,4,6,3,2,17
W Gerard Oleksiak,,,,,,,,,,,0,2,3,2,1,17
Henry Albert,,,,,,,,,,,,0,27,23,22,17
Linda A Fields,,,,,,,,,,,,,0,25,24,17
Melissa Robbins,,,,,,,,,,,,,,0,23,17
Bev Hahn,,,,,,,,,,,,,,,0,17
Total,131,101,75,72,60,58,58,55,46,46,39,34,33,28,25,17
,Representative In The General Assembly 203rd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,18
,Isabella Fitzgerald,Allyson Y Schwartz,Michael J Rahming,Betsy May Kilkenny,Val Arkoosh,Louis Farinella,Elaine Tomlin,Charles Quann,Mike Stack,Mark B Cohen,W Gerard Oleksiak,Linda A Fields,Henry Albert,Melissa Robbins,Bev Hahn,18
Isabella Fitzgerald,6,77,50,46,44,36,34,34,31,28,29,21,20,19,16,18
Allyson Y Schwartz,,3,20,42,45,32,31,30,29,12,28,6,8,8,5,18
Michael J Rahming,,,4,17,17,10,14,13,9,22,8,18,19,15,15,18
Betsy May Kilkenny,,,,4,40,27,29,29,26,9,25,6,6,4,5,18
Val Arkoosh,,,,,0,28,28,27,25,9,25,5,6,4,4,18
Louis Farinella,,,,,,1,27,27,25,10,22,3,6,2,3,18
Elaine Tomlin,,,,,,,0,29,27,9,24,6,7,6,5,18
Charles Quann,,,,,,,,0,23,6,25,4,4,5,3,18
Mike Stack,,,,,,,,,0,8,22,4,4,4,4,18
Mark B Cohen,,,,,,,,,,0,5,18,21,15,16,18
W Gerard Oleksiak,,,,,,,,,,,0,3,3,4,2,18
Linda A Fields,,,,,,,,,,,,0,18,16,17,18
Henry Albert,,,,,,,,,,,,,0,16,17,18
Melissa Robbins,,,,,,,,,,,,,,0,15,18
Bev Hahn,,,,,,,,,,,,,,,0,18
Total,128,86,58,53,49,37,35,34,32,30,29,23,22,20,18,18
,Representative In The General Assembly 203rd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,19
,Isabella Fitzgerald,Allyson Y Schwartz,Betsy May Kilkenny,Val Arkoosh,Elaine Tomlin,Charles Quann,Louis Farinella,Mike Stack,Michael J Rahming,W Gerard Oleksiak,Mark B Cohen,Henry Albert,Linda A Fields,Melissa Robbins,Bev Hahn,19
Isabella Fitzgerald,9,109,79,74,57,58,53,51,48,50,40,26,27,25,21,19
Allyson Y Schwartz,,4,77,70,56,53,52,54,21,46,21,9,11,11,8,19
Betsy May Kilkenny,,,1,72,55,55,52,52,19,48,18,9,9,8,6,19
Val Arkoosh,,,,3,54,52,50,46,18,47,17,8,8,8,6,19
Elaine Tomlin,,,,,1,55,54,49,13,48,17,9,10,8,6,19
Charles Quann,,,,,,0,54,48,13,50,17,7,9,7,5,19
Louis Farinella,,,,,,,2,49,9,47,14,6,9,5,4,19
Mike Stack,,,,,,,,0,8,45,13,6,6,6,3,19
Michael J Rahming,,,,,,,,,3,5,29,23,23,21,20,19
W Gerard Oleksiak,,,,,,,,,,0,11,5,5,4,2,19
Mark B Cohen,,,,,,,,,,,0,24,27,24,21,19
Henry Albert,,,,,,,,,,,,0,23,21,20,19
Linda A Fields,,,,,,,,,,,,,0,20,20,19
Melissa Robbins,,,,,,,,,,,,,,0,20,19
Bev Hahn,,,,,,,,,,,,,,,0,19
Total,161,121,86,82,63,62,59,57,54,53,43,28,28,26,22,19
,Representative In The General Assembly 203rd District - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,,,,,,20
,Isabella Fitzgerald,Allyson Y Schwartz,Betsy May Kilkenny,Val Arkoosh,Charles Quann,Michael J Rahming,Mark B Cohen,Elaine Tomlin,Mike Stack,W Gerard Oleksiak,Louis Farinella,Henry Albert,Linda A Fields,Melissa Robbins,Bev Hahn,20
Isabella Fitzgerald,9,66,42,35,31,32,23,27,25,26,26,22,21,18,14,20
Allyson Y Schwartz,,5,44,39,38,14,15,32,32,32,31,15,11,10,8,20
Betsy May Kilkenny,,,0,37,33,11,9,27,26,27,29,8,4,6,3,20
Val Arkoosh,,,,0,32,8,7,26,26,27,28,8,3,5,4,20
Charles Quann,,,,,0,8,10,29,28,31,30,11,5,6,5,20
Michael J Rahming,,,,,,3,20,5,2,4,4,20,15,14,13,20
Mark B Cohen,,,,,,,3,6,5,6,5,23,19,16,14,20
Elaine Tomlin,,,,,,,,0,26,25,27,8,4,3,2,20
Mike Stack,,,,,,,,,0,26,25,5,3,4,2,20
W Gerard Oleksiak,,,,,,,,,,0,28,6,2,3,3,20
