col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Attorney General - Democrat,,,United States Senator - Democrat,,,,All
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Josh Shapiro,391,0,0,"1,807",807,415,330,All
Stephen A Zappala Jr,,183,0,570,295,245,166,All
John Morganelli,,,40,96,62,87,223,All
Katie Mcginty,,,,181,0,0,0,All
Joe Sestak,,,,,108,0,0,All
John Fetterman,,,,,,31,0,All
Joseph J Vodvarka,,,,,,,29,All
Total,"3,750","1,459",508,"2,654","1,272",778,748,All
,Attorney General - Democrat,,,United States Senator - Democrat,,,,1
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,1
Josh Shapiro,13,0,0,73,24,18,12,1
Stephen A Zappala Jr,,4,0,24,5,6,4,1
John Morganelli,,,1,6,2,0,4,1
Katie Mcginty,,,,13,0,0,0,1
Joe Sestak,,,,,4,0,0,1
John Fetterman,,,,,,3,0,1
Joseph J Vodvarka,,,,,,,0,1
Total,140,43,13,116,35,27,20,1
,Attorney General - Democrat,,,United States Senator - Democrat,,,,2
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,2
Josh Shapiro,15,0,0,46,28,13,10,2
Stephen A Zappala Jr,,8,0,14,14,3,3,2
John Morganelli,,,0,5,2,5,8,2
Katie Mcginty,,,,7,0,0,0,2
Joe Sestak,,,,,4,0,0,2
John Fetterman,,,,,,1,0,2
Joseph J Vodvarka,,,,,,,1,2
Total,112,42,20,72,48,22,22,2
,Attorney General - Democrat,,,United States Senator - Democrat,,,,3
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,3
Josh Shapiro,17,0,0,98,26,16,9,3
Stephen A Zappala Jr,,11,0,19,10,3,7,3
John Morganelli,,,2,4,1,8,4,3
Katie Mcginty,,,,6,0,0,0,3
Joe Sestak,,,,,3,0,0,3
Joseph J Vodvarka,,,,,,1,0,3
John Fetterman,,,,,,,1,3
Total,166,50,19,127,40,28,21,3
,Attorney General - Democrat,,,United States Senator - Democrat,,,,4
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,4
Josh Shapiro,31,0,0,74,26,11,11,4
Stephen A Zappala Jr,,13,0,9,6,5,6,4
John Morganelli,,,7,2,4,15,2,4
Katie Mcginty,,,,7,0,0,0,4
Joe Sestak,,,,,3,0,0,4
Joseph J Vodvarka,,,,,,3,0,4
John Fetterman,,,,,,,3,4
Total,153,39,30,92,39,34,22,4
,Attorney General - Democrat,,,United States Senator - Democrat,,,,5
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,5
Josh Shapiro,13,0,0,60,19,12,11,5
Stephen A Zappala Jr,,9,0,28,10,12,7,5
John Morganelli,,,3,3,2,4,8,5
Katie Mcginty,,,,9,0,0,0,5
Joe Sestak,,,,,1,0,0,5
John Fetterman,,,,,,1,0,5
Joseph J Vodvarka,,,,,,,0,5
Total,115,66,20,100,32,29,26,5
,Attorney General - Democrat,,,United States Senator - Democrat,,,,6
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,6
Josh Shapiro,11,0,0,62,36,22,18,6
Stephen A Zappala Jr,,9,0,23,14,14,8,6
John Morganelli,,,2,3,1,3,8,6
Katie Mcginty,,,,6,0,0,0,6
Joe Sestak,,,,,2,0,0,6
John Fetterman,,,,,,0,0,6
Joseph J Vodvarka,,,,,,,1,6
Total,149,68,17,94,53,39,35,6
,Attorney General - Democrat,,,United States Senator - Democrat,,,,7
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,7
Josh Shapiro,22,0,0,65,26,19,15,7
Stephen A Zappala Jr,,11,0,23,16,15,12,7
John Morganelli,,,0,5,2,4,6,7
Katie Mcginty,,,,17,0,0,0,7
Joe Sestak,,,,,6,0,0,7
John Fetterman,,,,,,0,0,7
Joseph J Vodvarka,,,,,,,0,7
Total,147,77,17,110,50,38,33,7
,Attorney General - Democrat,,,United States Senator - Democrat,,,,8
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,8
Josh Shapiro,17,0,0,85,19,15,8,8
Stephen A Zappala Jr,,1,0,6,7,6,8,8
John Morganelli,,,3,0,1,6,2,8
Katie Mcginty,,,,13,0,0,0,8
Joe Sestak,,,,,11,0,0,8
John Fetterman,,,,,,0,0,8
Joseph J Vodvarka,,,,,,,1,8
Total,144,28,12,104,38,27,19,8
,Attorney General - Democrat,,,United States Senator - Democrat,,,,9
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Katie Mcginty,Joseph J Vodvarka,John Fetterman,Joe Sestak,9
Josh Shapiro,7,0,0,72,13,12,18,9
Stephen A Zappala Jr,,6,0,21,11,14,4,9
John Morganelli,,,0,4,15,3,1,9
Katie Mcginty,,,,2,0,0,0,9
Joseph J Vodvarka,,,,,1,0,0,9
John Fetterman,,,,,,0,0,9
Joe Sestak,,,,,,,1,9
Total,122,56,23,99,40,29,24,9
,Attorney General - Democrat,,,United States Senator - Democrat,,,,10
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,10
Josh Shapiro,15,0,0,74,32,11,10,10
Stephen A Zappala Jr,,10,0,24,10,9,8,10
John Morganelli,,,4,3,3,5,4,10
Katie Mcginty,,,,6,0,0,0,10
Joe Sestak,,,,,4,0,0,10
Joseph J Vodvarka,,,,,,1,0,10
John Fetterman,,,,,,,0,10
Total,142,61,19,107,49,26,22,10
,Attorney General - Democrat,,,United States Senator - Democrat,,,,11
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,11
Josh Shapiro,9,0,0,56,52,12,7,11
Stephen A Zappala Jr,,9,0,25,11,10,7,11
John Morganelli,,,2,2,0,2,3,11
Katie Mcginty,,,,4,0,0,0,11
Joe Sestak,,,,,4,0,0,11
John Fetterman,,,,,,0,0,11
Joseph J Vodvarka,,,,,,,1,11
Total,136,62,9,87,67,24,18,11
,Attorney General - Democrat,,,United States Senator - Democrat,,,,12
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,12
Josh Shapiro,17,0,0,77,29,23,12,12
Stephen A Zappala Jr,,5,0,21,16,12,5,12
John Morganelli,,,0,4,1,0,4,12
Katie Mcginty,,,,7,0,0,0,12
Joe Sestak,,,,,4,0,0,12
John Fetterman,,,,,,0,0,12
Joseph J Vodvarka,,,,,,,1,12
Total,158,59,9,109,50,35,22,12
,Attorney General - Democrat,,,United States Senator - Democrat,,,,13
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Katie Mcginty,Joseph J Vodvarka,Joe Sestak,John Fetterman,13
Josh Shapiro,12,0,0,65,15,24,18,13
Stephen A Zappala Jr,,7,0,23,6,11,12,13
John Morganelli,,,0,4,23,2,0,13
Katie Mcginty,,,,3,0,0,0,13
Joseph J Vodvarka,,,,,0,0,0,13
Joe Sestak,,,,,,0,0,13
John Fetterman,,,,,,,2,13
Total,134,59,29,95,44,37,32,13
,Attorney General - Democrat,,,United States Senator - Democrat,,,,14
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,14
Josh Shapiro,24,0,0,59,38,15,8,14
Stephen A Zappala Jr,,7,0,35,20,11,10,14
John Morganelli,,,1,2,3,2,8,14
Katie Mcginty,,,,10,0,0,0,14
Joe Sestak,,,,,5,0,0,14
John Fetterman,,,,,,1,0,14
Joseph J Vodvarka,,,,,,,1,14
Total,144,83,16,106,66,29,27,14
,United States Senator - Democrat,,,,Attorney General - Democrat,,,15
,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,15
Katie Mcginty,3,0,0,0,58,62,2,15
Joe Sestak,,0,0,0,15,15,0,15
Joseph J Vodvarka,,,2,0,10,3,7,15
John Fetterman,,,,0,12,5,2,15
Josh Shapiro,,,,,13,0,0,15
Stephen A Zappala Jr,,,,,,4,0,15
John Morganelli,,,,,,,1,15
Total,125,30,22,19,108,89,12,15
,Attorney General - Democrat,,,United States Senator - Democrat,,,,16
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Katie Mcginty,Joseph J Vodvarka,Joe Sestak,John Fetterman,16
Josh Shapiro,3,0,0,27,17,20,10,16
Stephen A Zappala Jr,,8,0,19,5,7,8,16
John Morganelli,,,0,1,10,2,2,16
Katie Mcginty,,,,2,0,0,0,16
Joseph J Vodvarka,,,,,1,0,0,16
Joe Sestak,,,,,,3,0,16
John Fetterman,,,,,,,3,16
Total,77,47,15,49,33,32,23,16
,Attorney General - Democrat,,,United States Senator - Democrat,,,,17
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,17
Josh Shapiro,17,0,0,46,21,8,8,17
Stephen A Zappala Jr,,5,0,17,14,7,3,17
John Morganelli,,,1,7,3,2,5,17
Katie Mcginty,,,,4,0,0,0,17
Joe Sestak,,,,,4,0,0,17
John Fetterman,,,,,,2,0,17
Joseph J Vodvarka,,,,,,,1,17
Total,100,46,18,74,42,19,17,17
,Attorney General - Democrat,,,United States Senator - Democrat,,,,18
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,18
Josh Shapiro,9,0,0,47,29,21,13,18
Stephen A Zappala Jr,,2,0,22,5,6,6,18
John Morganelli,,,0,4,1,2,9,18
Katie Mcginty,,,,9,0,0,0,18
Joe Sestak,,,,,3,0,0,18
John Fetterman,,,,,,2,0,18
Joseph J Vodvarka,,,,,,,1,18
Total,119,41,16,82,38,31,29,18
,Attorney General - Democrat,,,United States Senator - Democrat,,,,19
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,19
Josh Shapiro,5,0,0,58,44,18,12,19
Stephen A Zappala Jr,,7,0,9,4,8,6,19
John Morganelli,,,2,5,4,2,9,19
Katie Mcginty,,,,6,0,0,0,19
Joe Sestak,,,,,8,0,0,19
John Fetterman,,,,,,3,0,19
Joseph J Vodvarka,,,,,,,2,19
Total,137,34,22,78,60,31,29,19
,Attorney General - Democrat,,,United States Senator - Democrat,,,,20
,Josh Shapiro,Stephen A Zappala Jr,John Morganelli,Katie Mcginty,Joe Sestak,Joseph J Vodvarka,John Fetterman,20
Josh Shapiro,8,0,0,80,30,15,13,20
Stephen A Zappala Jr,,16,0,35,10,7,12,20
John Morganelli,,,1,2,3,7,1,20
Katie Mcginty,,,,11,0,0,0,20
Joe Sestak,,,,,4,0,0,20
Joseph J Vodvarka,,,,,,1,0,20
John Fetterman,,,,,,,3,20
Total,146,80,14,128,47,30,29,20
,Attorney General - Democrat,,,United States Senator - Democrat,,,,21
